Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,63,Pro Cup,"Mirko Bortolotti, Marco Mapelli, Andrea Caldarelli",Orange 1 FFF Racing Team,Lamborghini Huracan GT3 Evo,1:53.826,,
2,71,Pro Cup,"Antonio Fuoco, Callum Ilott, Davide Rigon",Iron Lynx,Ferrari 488 GT3,1:54.124,,0.298
3,4,Pro Cup,"Maro Engel, Luca Stolz, Vincent Abril",HRT,Mercedes-AMG GT3,1:54.153,,0.327
4,34,Pro Cup,"Sheldon van der Linde, Marco Wittmann, David Pittard",Walkenhorst Motorsport,BMW M6 GT3,1:54.185,,0.359
5,88,Pro Cup,"Raffaele Marciello, Daniel Juncadella, Jules Gounon",AKKA ASP,Mercedes-AMG GT3,1:54.225,,0.399
6,51,Pro Cup,"Alessandro Pier Guidi, Nicklas Nielsen, Come Ledogar",Iron Lynx,Ferrari 488 GT3,1:54.309,,0.483
7,163,Pro Cup,"Giacomo Altoe, Norbert Siedler, Albert Costa",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:54.410,,0.584
8,32,Pro Cup,"Dries Vanthoor, Kelvin van der Linde, Charles Weerts",Team WRT,Audi R8 LMS GT3,1:54.453,,0.627
9,114,Pro Cup,"Konsta Lappalainen, Jack Aitken, Arthur Rougier",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:54.489,,0.663
10,87,Silver Cup,"Simon Gachet, Thomas Drouet, Konstantin Tereschenko",AKKA ASP,Mercedes-AMG GT3,1:54.576,,0.750
11,57,Silver Cup,"Russel Ward, Mikael Grenier, Philip Ellis",Winward Racing,Mercedes-AMG GT3,1:54.584,,0.758
12,159,Silver Cup,"Valentin Hasse Clot, Nicolai Kjaergaard, Alex MacDowall",Garage 59,Aston Martin Vantage AMR GT3,1:54.599,,0.773
13,54,Pro Cup,"Matteo Cairoli, Klaus Bachler, Christian Engelhart",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:54.716,,0.890
14,111,Pro Cup,"Patryk Krupinski, Karol Bascz, Christian Klien",JP Motorsport,McLaren 720S GT3,1:54.728,,0.902
15,35,Pro Cup,"Timo Glock, Martin Tomczyk, Thomas Neubauer",Walkenhorst Motorsport,BMW M6 GT3,1:54.790,,0.964
16,31,Silver Cup,"Ryuichiro Tomita, Frank Bird, Valdemar Eriksen",Team WRT,Audi R8 LMS GT3,1:54.873,,1.047
17,22,Pro Cup,"Matt Campbell, Earl Bamber, Mathieu Jaminet",GPX,Porsche 911 GT3-R (991.II),1:54.929,,1.103
18,38,Pro Cup,"Rob Bell, Oliver Wilkinson, Ben Barnicoat",JOTA,McLaren 720S GT3,1:54.997,,1.171
19,56,Pro Cup,"Romain Dumas, Andrea Rizzoli, Mikkel O. Pedersen",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:55.032,,1.206
20,14,Silver Cup,"Alex Fontana, Rolf Ineichen, Ricardo Feller",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:55.096,,1.270
21,99,Silver Cup,"Dennis Marschall, Alex Aka, Max Hofer",Attempto Racing,Audi R8 LMS GT3,1:55.200,,1.374
22,16,Silver Cup,"Tim Zimmermann, Kikko Galbiati, Clemens Schmid",GRT Grasser Racing Team,Lamborghini Huracan GT3 Evo,1:55.228,,1.402
23,90,Silver Cup,"Ezequiel Perez Companc, Ricardo Sanchez, Rik Breukers",Madpanda Motorsport,Mercedes-AMG GT3,1:55.252,,1.426
24,40,Silver Cup,"Miklas Born, Yannick Mettler, Jordan Love",SPS automotive performance,Mercedes-AMG GT3,1:55.275,,1.449
25,66,Pro Cup,"Christopher Mies, Mattia Drudi, Kim Luis Schramm",Attempto Racing,Audi R8 LMS GT3,1:55.293,,1.467
26,25,Pro Cup,"Adrien Tambay, Alexandre Cougnaud, Christopher Haase",Sainteloc Racing,Audi R8 LMS GT3,1:55.333,,1.507
27,5,Silver Cup,"Gabriele Piana, Patrick Assenheimer, Hubert Haupt",HRT,Mercedes-AMG GT3,1:55.345,,1.519
28,30,Silver Cup,"James Pull, Stuart Hall, Benjamin Goethe",Team WRT,Audi R8 LMS GT3,1:55.353,,1.527
29,33,Silver Cup,"David Perel, Benjamin Hites, Nico Varrone",Rinaldi Racing,Ferrari 488 GT3,1:55.380,,1.554
30,26,Pro Cup,"Markus Winkelhock, Finlay Hutchison, Frederic Vervisch",Sainteloc Racing,Audi R8 LMS GT3,1:55.477,,1.651
31,77,Pro-AM Cup,"Henrique Chaves, Miguel Ramos, Leo Machitski",Barwell Motorsport,Lamborghini Huracan GT3 Evo,1:55.550,,1.724
32,7,Silver Cup,"Oscar Tunjo, Paul Petit, Marvin Dienst",Toksport,Mercedes-AMG GT3,1:55.608,,1.782
33,188,Pro-AM Cup,"Chris Goodwin, Alexander West, Jonny Adam",Garage 59,Aston Martin Vantage AMR GT3,1:55.662,,1.836
34,107,Silver Cup,"Gilles Vannelet, Stuart White, Nelson Panciatici",CMR,Bentley Continental GT3,1:55.744,,1.918
35,93,Pro-AM Cup,"Chris Froggatt, Jonathan Hui, Edward Cheever",SKY - Tempesta Racing,Ferrari 488 GT3,1:55.783,,1.957
36,52,Pro-AM Cup,"Lorenzo Bontempelli, Louis Machiels, Andrea Bertolini",AF Corse,Ferrari 488 GT3,1:55.853,,2.027
37,69,Pro-AM Cup,"Rob Collard, Sam de Haan, Fabian Schiller",Ram Racing,Mercedes-AMG GT3,1:56.049,,2.223
38,222,Pro-AM Cup,"Jan Kasperlik, Julien Apotheloz, Nicolas Schöll",Team Allied Racing,Porsche 911 GT3-R (991.II),1:56.153,,2.327
39,20,Pro-AM Cup,"Martin Konrad, Valentin Pierburg, Dominik Baumann",SPS automotive performance,Mercedes-AMG GT3,1:56.299,,2.473
40,19,Pro-AM Cup,"Phil Keen, Hiroshi Hamaguchi",Orange 1 FFF Racing Team,Lamborghini Huracan GT3 Evo,1:56.303,,2.477
41,83,Pro-AM Cup,"Sarah Bovy, Doriane Pin, Katherine Legge",Iron Lynx,Ferrari 488 GT3,1:56.321,,2.495
42,2,Pro-AM Cup,"Nico Bastian, Olivier Grotz, Florian Scholze",GetSpeed,Mercedes-AMG GT3,1:56.588,,2.762
43,70,Pro-AM Cup,"Oliver Millroy, Brendan Iribe, Nick Moss",Inception Racing,McLaren 720S GT3,1:56.621,,2.795
44,11,Pro-AM Cup,"Tim Kohmann, Francesco Zollo, Giorgio Roda",Kessel Racing,Ferrari 488 GT3,1:56.808,,2.982
45,24,Silver Cup,"Milan Dontje, Patrick Kolb, Simon Reicher",Car Collection,Audi R8 LMS GT3,1:56.978,,3.152
46,53,Pro-AM Cup,"Rino Mastronardi, Duncan Cameron, Matt Griffin",AF Corse,Ferrari 488 GT3,1:57.179,,3.353
47,10,Pro-AM Cup,"Karim Ojjeh, Jens Liebhauser, Jens Klingmann",Boutsen Ginion,BMW M6 GT3,1:57.206,,3.380
