Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,34,Pro Cup,"Sheldon van der Linde, Marco Wittmann, David Pittard",Walkenhorst Motorsport,BMW M6 GT3,1:53.872,,
2,88,Pro Cup,"Raffaele Marciello, Daniel Juncadella, Jules Gounon",AKKA ASP,Mercedes-AMG GT3,1:54.103,,0.231
3,54,Pro Cup,"Matteo Cairoli, Klaus Bachler, Christian Engelhart",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:54.233,,0.361
4,26,Pro Cup,"Markus Winkelhock, Finlay Hutchison, Frederic Vervisch",Sainteloc Racing,Audi R8 LMS GT3,1:54.241,,0.369
5,63,Pro Cup,"Mirko Bortolotti, Marco Mapelli, Andrea Caldarelli",Orange 1 FFF Racing Team,Lamborghini Huracan GT3 Evo,1:54.268,,0.396
6,4,Pro Cup,"Maro Engel, Luca Stolz, Vincent Abril",HRT,Mercedes-AMG GT3,1:54.285,,0.413
7,159,Silver Cup,"Valentin Hasse Clot, Nicolai Kjaergaard, Alex MacDowall",Garage 59,Aston Martin Vantage AMR GT3,1:54.319,,0.447
8,35,Pro Cup,"Timo Glock, Martin Tomczyk, Thomas Neubauer",Walkenhorst Motorsport,BMW M6 GT3,1:54.322,,0.450
9,71,Pro Cup,"Antonio Fuoco, Callum Ilott, Davide Rigon",Iron Lynx,Ferrari 488 GT3,1:54.336,,0.464
10,22,Pro Cup,"Matt Campbell, Earl Bamber, Mathieu Jaminet",GPX,Porsche 911 GT3-R (991.II),1:54.394,,0.522
11,90,Silver Cup,"Ezequiel Perez Companc, Ricardo Sanchez, Rik Breukers",Madpanda Motorsport,Mercedes-AMG GT3,1:54.513,,0.641
12,163,Pro Cup,"Giacomo Altoe, Norbert Siedler, Albert Costa",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:54.515,,0.643
13,25,Pro Cup,"Adrien Tambay, Alexandre Cougnaud, Christopher Haase",Sainteloc Racing,Audi R8 LMS GT3,1:54.575,,0.703
14,114,Pro Cup,"Konsta Lappalainen, Jack Aitken, Arthur Rougier",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:54.581,,0.709
15,32,Pro Cup,"Dries Vanthoor, Kelvin van der Linde, Charles Weerts",Team WRT,Audi R8 LMS GT3,1:54.587,,0.715
16,30,Silver Cup,"James Pull, Stuart Hall, Benjamin Goethe",Team WRT,Audi R8 LMS GT3,1:54.641,,0.769
17,31,Silver Cup,"Ryuichiro Tomita, Frank Bird, Valdemar Eriksen",Team WRT,Audi R8 LMS GT3,1:54.672,,0.800
18,51,Pro Cup,"Alessandro Pier Guidi, Nicklas Nielsen, Come Ledogar",Iron Lynx,Ferrari 488 GT3,1:54.703,,0.831
19,14,Silver Cup,"Alex Fontana, Rolf Ineichen, Ricardo Feller",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:54.720,,0.848
20,38,Pro Cup,"Rob Bell, Oliver Wilkinson, Ben Barnicoat",JOTA,McLaren 720S GT3,1:54.839,,0.967
21,56,Pro Cup,"Romain Dumas, Andrea Rizzoli, Mikkel O. Pedersen",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:54.848,,0.976
22,7,Silver Cup,"Oscar Tunjo, Paul Petit, Marvin Dienst",Toksport,Mercedes-AMG GT3,1:54.872,,1.000
23,77,Pro-AM Cup,"Henrique Chaves, Miguel Ramos, Leo Machitski",Barwell Motorsport,Lamborghini Huracan GT3 Evo,1:54.888,,1.016
24,87,Silver Cup,"Simon Gachet, Thomas Drouet, Konstantin Tereschenko",AKKA ASP,Mercedes-AMG GT3,1:54.929,,1.057
25,70,Pro-AM Cup,"Oliver Millroy, Brendan Iribe, Nick Moss",Inception Racing,McLaren 720S GT3,1:54.941,,1.069
26,53,Pro-AM Cup,"Rino Mastronardi, Duncan Cameron, Matt Griffin",AF Corse,Ferrari 488 GT3,1:55.121,,1.249
27,188,Pro-AM Cup,"Chris Goodwin, Alexander West, Jonny Adam",Garage 59,Aston Martin Vantage AMR GT3,1:55.244,,1.372
28,5,Silver Cup,"Gabriele Piana, Patrick Assenheimer, Hubert Haupt",HRT,Mercedes-AMG GT3,1:55.248,,1.376
