Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
39,8,Bronze Cup,"Leonardo Gorini, Antonin Borga, Nicolas Jamin",AGS Events,Lamborghini Huracan GT3 EVO 2,1:56.399,90,5.818
40,56,Silver Cup,"Tanart Sathienthirakul, Jop Rappange, Daniele Di Amato",Dinamic GT with Car Collection,Porsche 911 GT3 R (992),1:56.877,90,25.419
41,35,Bronze Cup,"Thomas Neubauer, Anders Buchardt, James Kell",Walkenhorst Motorsport,BMW M4 GT3,1:56.907,90,30.297
42,24,Pro-AM Cup,"Ivan Jacoma, Alex Fontana, Niki Leutwiler",Car Collection Motorsport,Porsche 911 GT3 R (992),1:56.439,90,42.807
43,38,Pro-AM Cup,"Samantha Tan, Isaac Tutumlu Lopez, Jon Miller",ST Racing with Rinaldi,Ferrari 296 GT3,1:56.342,90,45.177
44,2,Pro-AM Cup,"Lance Bergstein, Andrzej Lewandowski, Aaron Walker",GetSpeed,Mercedes-AMG GT3 EVO,1:57.247,90,47.151
45,62,Bronze Cup,"Derek Pierce, Andrew James Meyrick, Kiern Jewiss",Team Parker Racing,Porsche 911 GT3 R (992),1:56.594,90,1:04.348
46,5,Gold Cup,"Charlie Fagg, Sam de Haan, Dean Macdonald",Optimum Motorsport,McLaren 720S GT3 EVO,1:56.269,89,3.779
47,58,Silver Cup,"Gerhard Tweraser, Sam Neary, Fabrizio Crestani",GRT Grasser Racing Team,Lamborghini Huracan GT3 EVO 2,1:55.881,89,25.939
48,90,Silver Cup,"Alexey Nesov, Magnus Gustavsen, Ezequiel Perez Companc",Madpanda Motorsport,Mercedes-AMG GT3 EVO,1:56.268,86,-10:01.790
49,46,Pro Cup,"Valentino Rossi, Augusto Farfus, Maxime Martin",Team WRT,BMW M4 GT3,1:55.673,66,-49:14.666
50,3,Bronze Cup,"Florian Scholze, Patrick Assenheimer, Alex Peroni",GetSpeed,Mercedes-AMG GT3 EVO,1:56.306,64,-51:51.775
NC,87,Pro Cup,"Lorenzo Ferrari, Thomas Drouet, Maximilian Götz",Mercedes-AMG Team Akkodis ASP,Mercedes-AMG GT3 EVO,1:56.657,41,-1:38:03.912
NC,888,Pro-AM Cup,"Arthur Rougier, Erwin Creed",CSA Racing,Audi R8 LMS GT3 EVO II,1:59.919,15,-2:16:16.710
NC,63,Pro Cup,"Mirko Bortolotti, Andrea Caldarelli, Jordan Pepper",Iron Lynx,Lamborghini Huracan GT3 EVO 2,1:56.567,9,-2:43:03.033
NC,57,Gold Cup,"Russell Ward, Indy Dontje, Philip Ellis",Winward Racing,Mercedes-AMG GT3 EVO,,2,-2:56:22.518
