Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,89,Pro Cup,"Timur Boguslavskiy, Raffaele Marciello",AKKODIS ASP Team,Mercedes-AMG GT3,1:30.651,,
2,32,Pro Cup,"Charles Weerts, Dries Vanthoor",Team WRT,Audi R8 LMS evo II GT3,1:30.845,,0.194
3,56,Pro Cup,"Giorgio Roda, Klaus Bachler",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:30.892,,0.241
4,159,Silver Cup,"Vargas Manuel Maldonado, Nicolai Kjaergaard",Garage 59,McLaren 720S GT3,1:30.923,,0.272
5,25,Pro Cup,"Aurelien Panis, Patric Niederhauser",Sainteloc Junior Team,Audi R8 LMS evo II GT3,1:30.982,,0.331
6,66,Pro Cup,"Pieter Schothorst, Dennis Marschall",Attempto Racing,Audi R8 LMS evo II GT3,1:31.185,,0.534
7,54,Pro Cup,"Adrien De Leener, Christian Engelhart",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:31.231,,0.580
8,11,Pro Cup,"Simon Gachet, Christopher Haase",Tresor by Car Collection,Audi R8 LMS evo II GT3,1:31.267,,0.616
9,188,Pro-Am Cup,"Miguel Ramos, Dean Macdonald",Garage 59,McLaren 720S GT3,1:31.314,,0.663
10,33,Pro Cup,"Jean-Baptiste Simmenauer, Christopher Mies",Team WRT,Audi R8 LMS evo II GT3,1:31.372,,0.721
11,46,Pro Cup,"Valentino Rossi, Frederic Vervisch",Team WRT,Audi R8 LMS evo II GT3,1:31.375,,0.724
12,112,Pro Cup,"Dennis Lind, Vincent Abril",JP Motorsport,McLaren 720S GT3,1:31.391,,0.740
13,12,Pro Cup,"Luca Ghiotto, Mattia Drudi",Tresor by Car Collection,Audi R8 LMS evo II GT3,1:31.398,,0.747
14,87,Silver Cup,"Casper Stevenson, Thomas Drouet",AKKODIS ASP Team,Mercedes-AMG GT3,1:31.447,,0.796
15,30,Silver Cup,"Thomas Neubauer, Benjamin Goethe",Team WRT,Audi R8 LMS evo II GT3,1:31.484,,0.833
16,111,Pro-Am Cup,"Patryk Krupinski, Christian Klien",JP Motorsport,McLaren 720S GT3,1:31.517,,0.866
17,90,Silver Cup,"Ezequiel Perez Companc, Fabian Schiller",Madpanda Motorsport,Mercedes-AMG GT3,1:31.532,,0.881
18,21,Pro-Am Cup,"Hugo Delacour, Cedric Sbirrazzuoli",AF Corse,Ferrari 488 GT3,1:31.609,,0.958
19,88,Pro Cup,"Jim Pla, Tristan Vautier",AKKODIS ASP Team,Mercedes-AMG GT3,1:31.725,,1.074
20,86,Silver Cup,"Petru Razvan Umbrarescu, Igor Walilko",AKKODIS ASP Team,Mercedes-AMG GT3,1:31.732,,1.081
21,53,Silver Cup,"Ulysse De Pauw, Pierre Alexandre Jean",AF Corse,Ferrari 488 GT3,1:31.785,,1.134
22,26,Silver Cup,"Gilles Magnus, Nicolas Baert",Sainteloc Junior Team,Audi R8 LMS evo II GT3,1:31.803,,1.152
23,99,Silver Cup,"Alex Aka, Nicolas Schöll",Attempto Racing,Audi R8 LMS evo II GT3,1:31.961,,1.310
24,52,Pro-Am Cup,"Louis Machiels, Andrea Bertolini",AF Corse,Ferrari 488 GT3,1:32.183,,1.532
25,93,Silver Cup,"Eddie Cheever, Chris Froggatt",SKY - Tempesta Racing,Mercedes-AMG GT3,1:32.262,,1.611
26,18,Silver Cup,"Danny Kroes, Joshua Kreuger",GSM NOVAMARINE,Lamborghini Huracan GT3 Evo,1:33.236,,2.585
