Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,89,Pro Cup,"Timur Boguslavskiy, Raffaele Marciello",AKKODIS ASP,Mercedes-AMG GT3,1:34.130,36,
2,32,Pro Cup,"Charles Weerts, Dries Vanthoor",Team WRT,Audi R8 LMS evo II GT3,1:34.328,36,0.662
3,66,Pro Cup,"Pieter Schothorst, Dennis Marschall",Attempto Racing,Audi R8 LMS evo II GT3,1:34.910,36,6.310
4,88,Pro Cup,"Jules Gounon, Jim Pla",AKKODIS ASP,Mercedes-AMG GT3,1:34.111,36,6.584
5,112,Pro Cup,"Dennis Lind, Vincent Abril",JP Motorsport,McLaren 720S GT3,1:34.360,36,7.510
6,54,Pro Cup,"Adrien De Leener, Christian Engelhart",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:35.107,36,15.800
7,25,Pro Cup,"Aurelien Panis, Patric Niederhauser",Sainteloc Junior Team,Audi R8 LMS evo II GT3,1:34.891,36,15.903
8,99,Silver Cup,"Alex Aka, Nicolas Schöll",Attempto Racing,Audi R8 LMS evo II GT3,1:35.333,36,15.977
9,53,Silver Cup,"Ulysse De Pauw, Pierre Alexandre Jean",AF Corse,Ferrari 488 GT3,1:35.061,36,16.856
10,30,Silver Cup,"Thomas Neubauer, Benjamin Goethe",Team WRT,Audi R8 LMS evo II GT3,1:34.975,36,16.990
11,26,Silver Cup,"Gilles Magnus, Nicolas Baert",Sainteloc Junior Team,Audi R8 LMS evo II GT3,1:34.391,36,17.502
12,86,Silver Cup,"Igor Walilko, Petru Razvan Umbrarescu",AKKODIS ASP,Mercedes-AMG GT3,1:34.549,36,17.871
13,12,Pro Cup,"Luca Ghiotto, Mattia Drudi",Tresor by Car Collection,Audi R8 LMS evo II GT3,1:35.194,36,18.173
14,87,Silver Cup,"Casper Stevenson, Thomas Drouet",AKKODIS ASP,Mercedes-AMG GT3,1:34.817,36,18.460
15,188,Pro-Am Cup,"Miguel Ramos, Dean Macdonald",Garage 59,McLaren 720S GT3,1:35.071,36,22.146
16,46,Pro Cup,"Valentino Rossi, Frederic Vervisch",Team WRT,Audi R8 LMS evo II GT3,1:35.070,36,23.857
17,93,Silver Cup,"Chris Froggatt, Eddie Cheever",SKY - Tempesta Racing,Mercedes-AMG GT3,1:35.563,36,26.085
18,52,Pro-Am Cup,"Louis Machiels, Andrea Bertolini",AF Corse,Ferrari 488 GT3,1:35.818,36,35.737
19,56,Pro Cup,"Giorgio Roda, Klaus Bachler",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:35.541,36,42.831
20,18,Silver Cup,"Danny Kroes, Lucas Mauron",GSM NOVAMARINE,Lamborghini Huracan GT3 Evo,1:35.140,36,1:10.000
21,21,Pro-Am Cup,"Stefano Costantini, Cedric Sbirrazzuoli",AF Corse,Ferrari 488 GT3,1:35.361,35,33.089
22,159,Silver Cup,"Vargas Manuel Maldonado, Ethan Simioni",Garage 59,McLaren 720S GT3,1:34.690,35,43.299
23,33,Pro Cup,"Jean-Baptiste Simmenauer, Christopher Mies",Team WRT,Audi R8 LMS evo II GT3,1:35.035,29,-10:40.173
NC,111,Pro-Am Cup,"Patryk Krupinski, Christian Klien",JP Motorsport,McLaren 720S GT3,1:35.021,21,-27:05.146
NC,11,Pro Cup,"Simon Gachet, Christopher Haase",Tresor by Car Collection,Audi R8 LMS evo II GT3,1:37.496,3,-54:47.708
