Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,87,Silver Cup,"Jim Pla, Konstantin Tereschenko",AKKA ASP,Mercedes-AMG GT3,1:35.193,,
2,32,Pro Cup,"Charles Weerts, Dries Vanthoor",Team WRT,Audi R8 LMS GT3,1:35.360,,0.167
3,31,Silver Cup,"Frank Bird, Ryuichiro Tomita",Team WRT,Audi R8 LMS GT3,1:35.669,,0.476
4,88,Pro Cup,"Timur Boguslavskiy, Raffaele Marciello",AKKA ASP,Mercedes-AMG GT3,1:35.678,,0.485
5,6,Pro Cup,"Luca Stolz, Maro Engel",Mercedes-AMG Team Toksport WRT,Mercedes-AMG GT3,1:35.685,,0.492
6,25,Pro Cup,"Leo Roussel, Christopher Haase",Sainteloc Racing,Audi R8 LMS GT3,1:35.744,,0.551
7,7,Silver Cup,"Juuso Puhakka, Oscar Tunjo",Toksport,Mercedes-AMG GT3,1:36.026,,0.833
8,14,Silver Cup,"Ricardo Feller, Alex Fontana",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:36.042,,0.849
9,77,Pro-Am Cup,"Miguel Ramos, Henrique Chaves",Barwell Motorsport,Lamborghini Huracan GT3 Evo,1:36.178,,0.985
10,99,Pro Cup,"Tommaso Mosca, Mattia Drudi",Attempto Racing,Audi R8 LMS GT3,1:36.199,,1.006
11,89,Pro Cup,"Petru Razvan Umbrarescu, Jules Gounon",AKKA ASP,Mercedes-AMG GT GT3 2020,1:36.223,,1.030
12,26,Pro Cup,"Aurelien Panis, Frederic Vervisch",Sainteloc Racing,Audi R8 LMS GT3,1:36.325,,1.132
13,54,Pro Cup,"Adrien De Leener, Christian Engelhart",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:36.339,,1.146
14,163,Pro Cup,"Norbert Siedler, Albert Costa",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:36.344,,1.151
15,30,Pro Cup,"Benjamin Goethe, Markus Winkelhock",Team WRT,Audi R8 LMS GT3,1:36.385,,1.192
16,90,Silver Cup,"Ezequiel Perez Companc, Rik Breukers",Madpanda Motorsport,Mercedes-AMG GT3,1:36.438,,1.245
17,66,Pro Cup,"Jusuf Owega, Christopher Mies",Attempto Racing,Audi R8 LMS GT3,1:36.694,,1.501
18,52,Pro-Am Cup,"Louis Machiels, Andrea Bertolini",AF Corse,Ferrari 488 GT3,1:36.720,,1.527
19,188,Pro-Am Cup,"Alexander West, Jonny Adam",Garage 59,Aston Martin Vantage AMR GT3,1:36.799,,1.606
20,55,Silver Cup,"Alex Aka, Dennis Marschall",Attempto Racing,Audi R8 LMS GT3,1:36.901,,1.708
21,20,Pro-Am Cup,"Valentin Pierburg, Dominik Baumann",SPS automotive performance,Mercedes-AMG GT3,1:36.991,,1.798
22,114,Pro Cup,"Konsta Lappalainen, Jack Aitken",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:37.119,,1.926
23,33,Silver Cup,"Benjamin Hites, David Perel",Rinaldi Racing,Ferrari 488 GT3,1:37.285,,2.092
24,159,Silver Cup,"Tuomas Tujula, Nicolai Kjaergaard",Garage 59,Aston Martin Vantage AMR GT3,1:37.295,,2.102
25,108,Pro Cup,"Nelson Panciatici, Stephane Richelmi",CMR,Bentley Continental GT3,1:37.397,,2.204
26,93,Silver Cup,"Giorgio Roda, Chris Froggatt",SKY - Tempesta Racing,Ferrari 488 GT3,1:38.030,,2.837
27,107,Silver Cup,"Ulysse De Pauw, Pierre Alexandre Jean",CMR,Bentley Continental GT3,1:44.773,,9.580
