Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,4,Pro Cup,"Maro Engel, Luca Stolz, Nico Bastian",HRT,Mercedes-AMG GT3,1:54.637,,
2,63,Pro Cup,"Mirko Bortolotti, Marco Mapelli, Andrea Caldarelli",Orange 1 FFF Racing Team,Lamborghini Huracan GT3 Evo,1:54.637,,
3,88,Pro Cup,"Raffaele Marciello, Felipe Fraga, Jules Gounon",AKKA ASP,Mercedes-AMG GT3,1:54.763,,0.126
4,159,Silver Cup,"Alex MacDowall, Nicolai Kjaergaard, Valentin Hasse Clot",Garage 59,Aston Martin Vantage AMR GT3,1:54.994,,0.357
5,54,Pro Cup,"Matteo Cairoli, Klaus Bachler, Christian Engelhart",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:55.074,,0.437
6,99,Silver Cup,"Dennis Marschall, Max Hofer, Alex Aka",Attempto Racing,Audi R8 LMS GT3,1:55.090,,0.453
7,114,Pro Cup,"Konsta Lappalainen, Luca Ghiotto, Arthur Rougier",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:55.120,,0.483
8,5,Silver Cup,"Michele Beretta, Patrick Assenheimer, Hubert Haupt",HRT,Mercedes-AMG GT3,1:55.214,,0.577
9,22,Pro Cup,"Matt Campbell, Earl Bamber, Mathieu Jaminet",GPX Martini Racing,Porsche 911 GT3-R (991.II),1:55.297,,0.660
10,163,Pro Cup,"Norbert Siedler, Giacomo Altoe, Albert Costa",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:55.309,,0.672
11,32,Pro Cup,"Dries Vanthoor, Charles Weerts, Robin Frijns",Team WRT,Audi R8 LMS GT3,1:55.376,,0.739
12,51,Pro Cup,"Alessandro Pier Guidi, Come Ledogar, Nicklas Nielsen",Iron Lynx,Ferrari 488 GT3,1:55.386,,0.749
13,87,Silver Cup,"Simon Gachet, Thomas Drouet, Konstantin Tereschenko",AKKA ASP,Mercedes-AMG GT3,1:55.419,,0.782
14,35,Pro Cup,"Nicky Catsburg, Martin Tomczyk, Thomas Neubauer",Walkenhorst Motorsport,BMW M6 GT3,1:55.440,,0.803
15,71,Pro Cup,"Callum Ilott, Alessio Rovera, Antonio Fuoco",Iron Lynx,Ferrari 488 GT3,1:55.493,,0.856
16,34,Pro Cup,"Nick Yelloly, David Pittard, Jake Dennis",Walkenhorst Motorsport,BMW M6 GT3,1:55.519,,0.882
17,16,Silver Cup,"Clemens Schmid, Kikko Galbiati, Tim Zimmermann",GRT Grasser Racing Team,Lamborghini Huracan GT3 Evo,1:55.550,,0.913
18,56,Pro Cup,"Andrea Rizzoli, Mikkel O. Pedersen, Romain Dumas",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:55.770,,1.133
19,222,Silver Cup,"Bastian Buus, Joel Sturm, Julien Apotheloz",Team Allied Racing,Porsche 911 GT3-R (991.II),1:55.838,,1.201
20,66,Pro Cup,"Mattia Drudi, Nicolas Schöll, Christopher Mies",Attempto Racing,Audi R8 LMS GT3,1:56.078,,1.441
21,14,Silver Cup,"Alex Fontana, Rolf Ineichen, Ricardo Feller",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:56.091,,1.454
22,40,Silver Cup,"Yannick Mettler, Jordan Love, Miklas Born",SPS automotive performance,Mercedes-AMG GT3,1:56.132,,1.495
23,93,Pro-AM Cup,"Rino Mastronardi, Jonathan Hui, Chris Froggatt",SKY - Tempesta Racing,Ferrari 488 GT3,1:56.194,,1.557
24,7,Silver Cup,"Oscar Tunjo, Paul Petit, Marvin Dienst",Toksport WRT,Mercedes-AMG GT3,1:56.198,,1.561
25,30,Silver Cup,"James Pull, Stuart Hall, Benjamin Goethe",Team WRT,Audi R8 LMS GT3,1:56.280,,1.643
26,33,Silver Cup,"David Perel, Benja Hites, Patrick Kujala",Rinaldi Racing,Ferrari 488 GT3,1:56.332,,1.695
27,69,Pro-AM Cup,"Rob Collard, Sam de Haan, Fabian Schiller",Ram Racing,Mercedes-AMG GT3,1:56.382,,1.745
