Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
28,25,Pro Cup,"Adrien Tambay, Alexandre Cougnaud, Christopher Haase",Sainteloc Racing,Audi R8 LMS GT3,1:56.423,,1.786
29,26,Pro Cup,"Markus Winkelhock, Finlay Hutchison, Frederic Vervisch",Sainteloc Racing,Audi R8 LMS GT3,1:56.438,,1.801
30,90,Silver Cup,"Ezequiel Perez Companc, Ricardo Sanchez, Rik Breukers",Madpanda Motorsport,Mercedes-AMG GT3,1:56.554,,1.917
31,107,Silver Cup,"Stephane Tribaudini, Stuart White, Pierre Alexandre Jean",CMR,Bentley Continental GT3,1:56.573,,1.936
32,2,Pro-AM Cup,"Jim Pla, Olivier Grotz, Florian Scholze",GetSpeed,Mercedes-AMG GT3,1:56.589,,1.952
33,52,Pro-AM Cup,"Louis Machiels, Andrea Bertolini",AF Corse,Ferrari 488 GT3,1:56.892,,2.255
34,19,Pro-AM Cup,"Phil Keen, Stefano Costantini, Hiroshi Hamaguchi",Orange 1 FFF Racing Team,Lamborghini Huracan GT3 Evo,1:56.916,,2.279
35,31,Silver Cup,"Ryuichiro Tomita, Valdemar Eriksen, Frank Bird",Team WRT,Audi R8 LMS GT3,1:57.004,,2.367
36,97,Pro-AM Cup,"Ahmad Al Harthy, Giacomo Petrobelli, Maxime Martin",Oman Racing Team,Aston Martin Vantage AMR GT3,1:57.006,,2.369
37,20,Pro-AM Cup,"Dominik Baumann, Valentin Pierburg, Martin Konrad",SPS automotive performance,Mercedes-AMG GT3,1:57.247,,2.610
38,188,Pro-AM Cup,"Chris Goodwin, Alexander West, Jonny Adam",Garage 59,Aston Martin Vantage AMR GT3,1:57.788,,3.151
39,10,Pro-AM Cup,"Jens Liebhauser, Karim Ojjeh, Jens Klingmann",Boutsen Ginion,BMW M6 GT3,1:57.943,,3.306
40,53,Pro-AM Cup,"Duncan Cameron, Matt Griffin",AF Corse,Ferrari 488 GT3,1:58.140,,3.503
41,77,Pro-AM Cup,"Henrique Chaves, Adrian Amstutz, Miguel Ramos",Barwell Motorsport,Lamborghini Huracan GT3 Evo,1:58.326,,3.689
42,11,Pro-AM Cup,"Tim Kohmann, Francesco Zollo, Giorgio Roda",Kessel Racing,Ferrari 488 GT3,1:58.595,,3.958
NC,57,Silver Cup,"Russel Ward, Mikael Grenier",Winward Racing,Mercedes-AMG GT3,,,
