Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,88,Pro Cup,"Raffaele Marciello, Felipe Fraga, Jules Gounon",AKKA ASP,Mercedes-AMG GT3,1:54.686,,
2,4,Pro Cup,"Maro Engel, Luca Stolz, Nico Bastian",HRT,Mercedes-AMG GT3,1:54.778,,0.092
3,63,Pro Cup,"Mirko Bortolotti, Marco Mapelli, Andrea Caldarelli",Orange 1 FFF Racing Team,Lamborghini Huracan GT3 Evo,1:54.806,,0.120
4,22,Pro Cup,"Matt Campbell, Earl Bamber, Mathieu Jaminet",GPX Martini Racing,Porsche 911 GT3-R (991.II),1:54.943,,0.257
5,20,Pro-AM Cup,"Dominik Baumann, Valentin Pierburg, Martin Konrad",SPS automotive performance,Mercedes-AMG GT3,1:55.311,,0.625
6,7,Silver Cup,"Oscar Tunjo, Paul Petit, Marvin Dienst",Toksport WRT,Mercedes-AMG GT3,1:55.316,,0.630
7,54,Pro Cup,"Matteo Cairoli, Klaus Bachler, Christian Engelhart",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:55.331,,0.645
8,32,Pro Cup,"Dries Vanthoor, Charles Weerts, Robin Frijns",Team WRT,Audi R8 LMS GT3,1:55.381,,0.695
9,222,Silver Cup,"Bastian Buus, Joel Sturm, Julien Apotheloz",Team Allied Racing,Porsche 911 GT3-R (991.II),1:55.408,,0.722
10,90,Silver Cup,"Ezequiel Perez Companc, Ricardo Sanchez, Rik Breukers",Madpanda Motorsport,Mercedes-AMG GT3,1:55.418,,0.732
11,34,Pro Cup,"Nick Yelloly, David Pittard, Jake Dennis",Walkenhorst Motorsport,BMW M6 GT3,1:55.451,,0.765
12,16,Silver Cup,"Clemens Schmid, Kikko Galbiati, Tim Zimmermann",GRT Grasser Racing Team,Lamborghini Huracan GT3 Evo,1:55.524,,0.838
13,77,Pro-AM Cup,"Henrique Chaves, Adrian Amstutz, Miguel Ramos",Barwell Motorsport,Lamborghini Huracan GT3 Evo,1:55.528,,0.842
14,51,Pro Cup,"Alessandro Pier Guidi, Come Ledogar, Nicklas Nielsen",Iron Lynx,Ferrari 488 GT3,1:55.533,,0.847
15,114,Pro Cup,"Konsta Lappalainen, Luca Ghiotto, Arthur Rougier",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:55.561,,0.875
16,14,Silver Cup,"Alex Fontana, Rolf Ineichen, Ricardo Feller",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:55.579,,0.893
17,71,Pro Cup,"Callum Ilott, Alessio Rovera, Antonio Fuoco",Iron Lynx,Ferrari 488 GT3,1:55.592,,0.906
18,35,Pro Cup,"Nicky Catsburg, Martin Tomczyk, Thomas Neubauer",Walkenhorst Motorsport,BMW M6 GT3,1:55.634,,0.948
19,5,Silver Cup,"Michele Beretta, Patrick Assenheimer, Hubert Haupt",HRT,Mercedes-AMG GT3,1:55.675,,0.989
20,163,Pro Cup,"Norbert Siedler, Giacomo Altoe, Albert Costa",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:55.754,,1.068
21,19,Pro-AM Cup,"Phil Keen, Stefano Costantini, Hiroshi Hamaguchi",Orange 1 FFF Racing Team,Lamborghini Huracan GT3 Evo,1:55.756,,1.070
22,2,Pro-AM Cup,"Jim Pla, Olivier Grotz, Florian Scholze",GetSpeed,Mercedes-AMG GT3,1:55.757,,1.071
23,87,Silver Cup,"Simon Gachet, Thomas Drouet, Konstantin Tereschenko",AKKA ASP,Mercedes-AMG GT3,1:55.816,,1.130
24,25,Pro Cup,"Adrien Tambay, Alexandre Cougnaud, Christopher Haase",Sainteloc Racing,Audi R8 LMS GT3,1:55.840,,1.154
25,33,Silver Cup,"David Perel, Benja Hites, Patrick Kujala",Rinaldi Racing,Ferrari 488 GT3,1:55.880,,1.194
26,31,Silver Cup,"Ryuichiro Tomita, Valdemar Eriksen, Frank Bird",Team WRT,Audi R8 LMS GT3,1:55.880,,1.194
27,99,Silver Cup,"Dennis Marschall, Max Hofer, Alex Aka",Attempto Racing,Audi R8 LMS GT3,1:55.985,,1.299
28,26,Pro Cup,"Markus Winkelhock, Finlay Hutchison, Frederic Vervisch",Sainteloc Racing,Audi R8 LMS GT3,1:55.990,,1.304
29,40,Silver Cup,"Yannick Mettler, Jordan Love, Miklas Born",SPS automotive performance,Mercedes-AMG GT3,1:56.065,,1.379
