Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,32,Pro Cup,"Charles Weerts, Dries Vanthoor",Team WRT,Audi R8 LMS evo II GT3,1:38.418,33,
2,25,Pro Cup,"Aurelien Panis, Patric Niederhauser",Sainteloc Junior Team,Audi R8 LMS evo II GT3,1:44.473,33,1.967
3,89,Pro Cup,"Timur Boguslavskiy, Raffaele Marciello",AKKODIS ASP Team,Mercedes-AMG GT3,1:45.050,33,2.067
4,11,Pro Cup,"Simon Gachet, Christopher Haase",Tresor by Car Collection,Audi R8 LMS evo II GT3,1:44.845,33,9.254
5,90,Silver Cup,"Ezequiel Perez Companc, Fabian Schiller",Madpanda Motorsport,Mercedes-AMG GT3,1:44.746,33,22.264
6,159,Silver Cup,"Vargas Manuel Maldonado, Nicolai Kjaergaard",Garage 59,McLaren 720S GT3,1:45.579,33,26.702
7,112,Pro Cup,"Dennis Lind, Vincent Abril",JP Motorsport,McLaren 720S GT3,1:44.295,33,30.776
8,87,Silver Cup,"Casper Stevenson, Thomas Drouet",AKKODIS ASP Team,Mercedes-AMG GT3,1:44.753,33,31.288
9,26,Silver Cup,"Gilles Magnus, Nicolas Baert",Sainteloc Junior Team,Audi R8 LMS evo II GT3,1:44.792,33,34.557
10,93,Silver Cup,"Eddie Cheever, Chris Froggatt",SKY - Tempesta Racing,Mercedes-AMG GT3,1:44.740,33,43.547
11,66,Pro Cup,"Pieter Schothorst, Dennis Marschall",Attempto Racing,Audi R8 LMS evo II GT3,1:42.569,33,49.305
12,88,Pro Cup,"Jim Pla, Tristan Vautier",AKKODIS ASP Team,Mercedes-AMG GT3,1:37.977,33,49.428
13,12,Pro Cup,"Luca Ghiotto, Mattia Drudi",Tresor by Car Collection,Audi R8 LMS evo II GT3,1:40.183,33,52.207
14,54,Pro Cup,"Adrien De Leener, Christian Engelhart",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:45.683,33,53.535
15,30,Silver Cup,"Thomas Neubauer, Benjamin Goethe",Team WRT,Audi R8 LMS evo II GT3,1:38.545,33,53.920
16,111,Pro-Am Cup,"Patryk Krupinski, Christian Klien",JP Motorsport,McLaren 720S GT3,1:45.056,33,53.993
17,53,Silver Cup,"Ulysse De Pauw, Pierre Alexandre Jean",AF Corse,Ferrari 488 GT3,1:38.009,33,54.647
18,86,Silver Cup,"Petru Razvan Umbrarescu, Igor Walilko",AKKODIS ASP Team,Mercedes-AMG GT3,1:44.674,33,55.075
19,56,Pro Cup,"Giorgio Roda, Klaus Bachler",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:46.389,33,1:01.248
20,99,Silver Cup,"Alex Aka, Nicolas Schöll",Attempto Racing,Audi R8 LMS evo II GT3,1:38.243,33,1:06.474
21,188,Pro-Am Cup,"Miguel Ramos, Dean Macdonald",Garage 59,McLaren 720S GT3,1:46.263,33,1:08.993
22,33,Pro Cup,"Jean-Baptiste Simmenauer, Christopher Mies",Team WRT,Audi R8 LMS evo II GT3,1:38.183,33,1:15.559
23,21,Pro-Am Cup,"Hugo Delacour, Cedric Sbirrazzuoli",AF Corse,Ferrari 488 GT3,1:46.556,33,1:32.019
24,52,Pro-Am Cup,"Louis Machiels, Andrea Bertolini",AF Corse,Ferrari 488 GT3,1:47.120,33,1:41.147
25,18,Silver Cup,"Danny Kroes, Joshua Kreuger",GSM NOVAMARINE,Lamborghini Huracan GT3 Evo,1:45.740,32,38.939
NC,46,Pro Cup,"Valentino Rossi, Frederic Vervisch",Team WRT,Audi R8 LMS evo II GT3,1:46.361,19,-23:19.870
