Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,11,Pro Cup,"Lucas Legeret, Christopher Haase",ComToYou Racing,Audi R8 LMS evo II GT3,1:22.467,,
2,14,Pro Cup,"Konsta Lappalainen, Giacomo Altoe",Emil Frey Racing,Ferrari 296 GT3,1:22.640,,0.173
3,99,Silver Cup,"Alex Aka, Lorenzo Patrese",Tresor Attempto Racing,Audi R8 LMS evo II GT3,1:22.739,,0.272
4,21,Gold Cup,"Finlay Hutchison, Gilles Magnus",ComToYou Racing,Audi R8 LMS evo II GT3,1:22.991,,0.524
5,88,Pro Cup,"Raffaele Marciello, Timur Boguslavskiy",AKKODIS ASP Team,Mercedes-AMG GT3,1:23.004,,0.537
6,40,Pro Cup,"Mattia Drudi, Ricardo Feller",Tresor Orange 1,Audi R8 LMS evo II GT3,1:23.055,,0.588
7,27,Pro Cup,"Gregoire Demoustier, Christopher Mies",Sainteloc Junior Team,Audi R8 LMS evo II GT3,1:23.116,,0.649
8,25,Pro Cup,"Erwan Bastard, Patric Niederhauser",Sainteloc Junior Team,Audi R8 LMS evo II GT3,1:23.174,,0.707
9,69,Pro Cup,"Albert Costa, Thierry Vermeulen",Emil Frey Racing,Ferrari 296 GT3,1:23.206,,0.739
10,77,Silver Cup,"Jordan Love, Frank Bird",Haupt Racing Team,Mercedes-AMG GT3,1:23.324,,0.857
11,12,Pro Cup,"Frederic Vervisch, Nicolas Baert",ComToYou Racing,Audi R8 LMS evo II GT3,1:23.335,,0.868
12,28,Silver Cup,"Leonardo Moncini, Jacopo Guidetti",Nova Race,Honda NSX GT3,1:23.627,,1.160
13,54,Pro Cup,"Christian Engelhart, Adrien De Leener",Dinamic GT Huber Racing,Porsche 911 GT3 R (992),1:23.677,,1.210
14,46,Pro Cup,"Valentino Rossi, Maxime Martin",Team WRT,BMW M4 GT3,1:23.786,,1.319
15,30,Gold Cup,"Calan Williams, Niklas Krütten",Team WRT,BMW M4 GT3,1:23.925,,1.458
16,32,Pro Cup,"Charles Weerts, Dries Vanthoor",Team WRT,BMW M4 GT3,1:23.970,,1.503
17,10,Gold Cup,"Adam Eteki, Cesar Gazeau",Boutsen VDS,Audi R8 LMS evo II GT3,1:24.001,,1.534
18,119,Silver Cup,"Baptiste Moulin, Marcus Paverud",VSR,Lamborghini Huracan GT3 EVO 2,1:24.099,,1.632
19,31,Pro Cup,"Jean-Baptiste Simmenauer, Thomas Neubauer",Team WRT,BMW M4 GT3,1:24.104,,1.637
20,159,Pro Cup,"Benjamin Goethe, Nicolai Kjaergaard",Garage 59,McLaren 720S GT3 EVO,1:24.264,,1.797
21,9,Gold Cup,"Aurelien Panis, Alberto di Folco",Boutsen VDS,Audi R8 LMS evo II GT3,1:24.390,,1.923
22,163,Silver Cup,"Yuki Nemoto, Rolf Ineichen",VSR,Lamborghini Huracan GT3 EVO 2,1:24.407,,1.940
23,60,Pro Cup,"Jordan Pepper, Franck Perera",VSR,Lamborghini Huracan GT3 EVO 2,1:24.498,,2.031
24,71,Silver Cup,"Sean Hudspeth, Nicola Marinangeli",AF Corse,Ferrari 488 GT3,1:24.539,,2.072
25,111,Pro Cup,"Christian Klien, Dean Macdonald",JP Motorsport,McLaren 720S GT3 EVO,1:24.569,,2.102
26,26,Gold Cup,"Simon Gachet, Paul Evrard",Sainteloc Junior Team,Audi R8 LMS evo II GT3,1:24.576,,2.109
27,68,Silver Cup,"Erwin Zanotti, Diego Di Fabio",Nova Race,Honda NSX GT3,1:24.815,,2.348
28,90,Silver Cup,"Jesse Salmenautio, Ezequiel Perez Companc",Madpanda Motorsport,Mercedes-AMG GT3,1:26.671,,4.204
29,18,Silver Cup,"Nicholas Risitano, Fernando Croce",GSM AB1 GT3 Team,Lamborghini Huracan GT3 Evo,1:28.573,,6.106
