Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,27,Pro Cup,"Gregoire Demoustier, Christopher Mies",Sainteloc Junior Team,Audi R8 LMS evo II GT3,1:21.716,,
2,11,Pro Cup,"Lucas Legeret, Christopher Haase",ComToYou Racing,Audi R8 LMS evo II GT3,1:21.970,,0.254
3,14,Pro Cup,"Konsta Lappalainen, Giacomo Altoe",Emil Frey Racing,Ferrari 296 GT3,1:22.028,,0.312
4,25,Pro Cup,"Erwan Bastard, Patric Niederhauser",Sainteloc Junior Team,Audi R8 LMS evo II GT3,1:22.080,,0.364
5,46,Pro Cup,"Valentino Rossi, Maxime Martin",Team WRT,BMW M4 GT3,1:22.140,,0.424
6,21,Gold Cup,"Finlay Hutchison, Gilles Magnus",ComToYou Racing,Audi R8 LMS evo II GT3,1:22.364,,0.648
7,159,Pro Cup,"Benjamin Goethe, Nicolai Kjaergaard",Garage 59,McLaren 720S GT3 EVO,1:22.368,,0.652
8,40,Pro Cup,"Mattia Drudi, Ricardo Feller",Tresor Orange 1,Audi R8 LMS evo II GT3,1:22.397,,0.681
9,30,Gold Cup,"Calan Williams, Niklas Krütten",Team WRT,BMW M4 GT3,1:22.449,,0.733
10,60,Pro Cup,"Jordan Pepper, Franck Perera",VSR,Lamborghini Huracan GT3 EVO 2,1:22.450,,0.734
11,111,Pro Cup,"Christian Klien, Dean Macdonald",JP Motorsport,McLaren 720S GT3 EVO,1:22.500,,0.784
12,69,Pro Cup,"Albert Costa, Thierry Vermeulen",Emil Frey Racing,Ferrari 296 GT3,1:22.533,,0.817
13,32,Pro Cup,"Charles Weerts, Dries Vanthoor",Team WRT,BMW M4 GT3,1:22.621,,0.905
14,71,Silver Cup,"Sean Hudspeth, Nicola Marinangeli",AF Corse,Ferrari 488 GT3,1:22.693,,0.977
15,99,Silver Cup,"Alex Aka, Lorenzo Patrese",Tresor Attempto Racing,Audi R8 LMS evo II GT3,1:22.758,,1.042
16,9,Gold Cup,"Aurelien Panis, Alberto di Folco",Boutsen VDS,Audi R8 LMS evo II GT3,1:22.765,,1.049
17,77,Silver Cup,"Jordan Love, Frank Bird",Haupt Racing Team,Mercedes-AMG GT3,1:22.808,,1.092
18,10,Gold Cup,"Adam Eteki, Cesar Gazeau",Boutsen VDS,Audi R8 LMS evo II GT3,1:23.003,,1.287
19,88,Pro Cup,"Raffaele Marciello, Timur Boguslavskiy",AKKODIS ASP Team,Mercedes-AMG GT3,1:23.168,,1.452
20,90,Silver Cup,"Jesse Salmenautio, Ezequiel Perez Companc",Madpanda Motorsport,Mercedes-AMG GT3,1:23.226,,1.510
21,31,Pro Cup,"Jean-Baptiste Simmenauer, Thomas Neubauer",Team WRT,BMW M4 GT3,1:23.251,,1.535
22,12,Pro Cup,"Frederic Vervisch, Nicolas Baert",ComToYou Racing,Audi R8 LMS evo II GT3,1:23.320,,1.604
23,68,Silver Cup,"Erwin Zanotti, Diego Di Fabio",Nova Race,Honda NSX GT3,1:23.405,,1.689
24,119,Silver Cup,"Baptiste Moulin, Marcus Paverud",VSR,Lamborghini Huracan GT3 EVO 2,1:23.453,,1.737
25,28,Silver Cup,"Leonardo Moncini, Jacopo Guidetti",Nova Race,Honda NSX GT3,1:23.456,,1.740
26,26,Gold Cup,"Simon Gachet, Paul Evrard",Sainteloc Junior Team,Audi R8 LMS evo II GT3,1:23.563,,1.847
27,54,Pro Cup,"Christian Engelhart, Adrien De Leener",Dinamic GT Huber Racing,Porsche 911 GT3 R (992),1:24.083,,2.367
28,163,Silver Cup,"Yuki Nemoto, Rolf Ineichen",VSR,Lamborghini Huracan GT3 EVO 2,1:24.151,,2.435
29,18,Silver Cup,"Nicholas Risitano, Fernando Croce",GSM AB1 GT3 Team,Lamborghini Huracan GT3 Evo,1:30.701,,8.985
