Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,88,Pro Cup,"Raffaele Marciello, Jules Gounon, Timur Boguslavskiy",AKKODIS ASP Team,Mercedes-AMG GT3 EVO,1:39.017,,
2,777,Pro Cup,"Maro Engel, Luca Stolz, Fabian Schiller",Mercedes-AMG Team AlManar,Mercedes-AMG GT3 EVO,1:39.436,,0.419
3,25,Pro Cup,"Christopher Mies, Patric Niederhauser, Simon Gachet",Sainteloc Junior Team,Audi R8 LMS GT3 EVO II,1:39.501,,0.484
4,87,Pro Cup,"Lorenzo Ferrari, Thomas Drouet, Maximilian Götz",Mercedes-AMG Team Akkodis ASP,Mercedes-AMG GT3 EVO,1:39.510,,0.493
5,11,Pro Cup,"Christopher Haase, Gilles Magnus, Frederic Vervisch",ComToYou Racing,Audi R8 LMS GT3 EVO II,1:39.544,,0.527
6,63,Pro Cup,"Mirko Bortolotti, Andrea Caldarelli, Jordan Pepper",Iron Lynx,Lamborghini Huracan GT3 EVO 2,1:39.577,,0.560
7,40,Pro Cup,"Ricardo Feller, Mattia Drudi, Dennis Marschall",Tresor Orange 1,Audi R8 LMS GT3 EVO II,1:39.811,,0.794
8,98,Pro Cup,"Philipp Eng, Marco Wittmann, Nick Yelloly",Rowe Racing,BMW M4 GT3,1:39.825,,0.808
9,71,Pro Cup,"Antonio Fuoco, Daniel Serra, Davide Rigon",AF Corse - Francorchamps Motors,Ferrari 296 GT3,1:39.869,,0.852
10,96,Pro Cup,"Thomas Preining, Laurin Heinrich, Dennis Olsen",Rutronik Racing,Porsche 911 GT3 R (992),1:39.878,,0.861
11,51,Pro Cup,"Alessio Rovera, Robert Shwartzman, Nicklas Nielsen",AF Corse - Francorchamps Motors,Ferrari 296 GT3,1:39.963,,0.946
12,19,Gold Cup,"Pierre-Louis Chovet, Michele Beretta, Leonardo Pulcini",Iron Lynx,Lamborghini Huracan GT3 EVO 2,1:40.146,,1.129
13,79,Bronze Cup,"Sebastien Baud, Arjun Maini, Hubert Haupt",Haupt Racing Team,Mercedes-AMG GT3 EVO,1:40.150,,1.133
14,159,Pro Cup,"Benjamin Goethe, Nicolai Kjaergaard, Marvin Kirchhöfer",Garage 59,McLaren 720S GT3 EVO,1:40.193,,1.176
15,32,Pro Cup,"Dries Vanthoor, Sheldon van der Linde, Charles Weerts",Team WRT,BMW M4 GT3,1:40.270,,1.253
16,54,Pro Cup,"Ayhancan Güven, Sven Müller, Christian Engelhart",Dinamic GT,Porsche 911 GT3 R (992),1:40.303,,1.286
17,46,Pro Cup,"Valentino Rossi, Augusto Farfus, Maxime Martin",Team WRT,BMW M4 GT3,1:40.393,,1.376
18,56,Silver Cup,"Jop Rappange, Tanart Sathienthirakul, Daniele Di Amato",Dinamic GT with Car Collection,Porsche 911 GT3 R (992),1:40.467,,1.450
19,55,Bronze Cup,"Benjamin Barker, Marius Nakken, Philipp Sager",Dinamic GT,Porsche 911 GT3 R (992),1:40.504,,1.487
20,91,Bronze Cup,"Ralf Bohn, Alfred Renauer, Robert Renauer",Herberth Motorsport,Porsche 911 GT3 R (992),1:40.568,,1.551
21,66,Bronze Cup,"Andrey Mukovoz, Christopher Zöchling, Dylan Pereira",Tresor Attempto Racing,Audi R8 LMS GT3 EVO II,1:40.580,,1.563
22,6,Pro Cup,"Sandy Mitchell, Marco Mapelli, Franck Perera",K-Pax Racing,Lamborghini Huracan GT3 EVO 2,1:40.592,,1.575
23,38,Pro-AM Cup,"Samantha Tan, Isaac Tutumlu Lopez, Lorcan Hanafin",ST Racing with Rinaldi,Ferrari 296 GT3,1:40.596,,1.579
24,5,Gold Cup,"Charlie Fagg, Sam de Haan, Dean Macdonald",Optimum Motorsport,McLaren 720S GT3 EVO,1:40.636,,1.619
25,21,Gold Cup,"Maxime Soulet, Nicolas Baert, Max Hofer",ComToYou Racing,Audi R8 LMS GT3 EVO II,1:40.644,,1.627
26,85,Silver Cup,"Glenn van Berlo, Clemens Schmid, Benjamin Hites",GRT Grasser Racing Team,Lamborghini Huracan GT3 EVO 2,1:40.645,,1.628
27,3,Bronze Cup,"Florian Scholze, Patrick Assenheimer, Lucas Auer",GetSpeed,Mercedes-AMG GT3 EVO,1:40.721,,1.704
28,9,Gold Cup,"Alberto di Folco, Aurelien Panis, Adam Eteki",Boutsen VDS,Audi R8 LMS GT3 EVO II,1:40.768,,1.751
29,44,Bronze Cup,"Frederic Makowiecki, Steven Palette, Clement Mateu",CLRT,Porsche 911 GT3 R (992),1:40.770,,1.753
30,188,Bronze Cup,"Louis Prette, Miguel Ramos, Henrique Chaves",Garage 59,McLaren 720S GT3 EVO,1:40.790,,1.773
31,30,Gold Cup,"Jean-Baptiste Simmenauer, Calan Williams, Niklas Krütten",Team WRT,BMW M4 GT3,1:40.821,,1.804
32,12,Silver Cup,"Sam Dejonghe, Loris Hezemans, Finlay Hutchison",ComToYou Racing,Audi R8 LMS GT3 EVO II,1:40.844,,1.827
33,52,Bronze Cup,"Louis Machiels, Jef Machiels, Andrea Bertolini",AF Corse,Ferrari 296 GT3,1:40.846,,1.829
34,58,Silver Cup,"Gerhard Tweraser, Sam Neary, Fabrizio Crestani",GRT Grasser Racing Team,Lamborghini Huracan GT3 EVO 2,1:40.862,,1.845
35,26,Silver Cup,"Gregoire Demoustier, Paul Evrard, Erwan Bastard",Sainteloc Junior Team,Audi R8 LMS GT3 EVO II,1:40.864,,1.847
36,93,Bronze Cup,"Jonathan Hui, Chris Froggatt, Eddie Cheever",SKY - Tempesta Racing,McLaren 720S GT3 EVO,1:40.867,,1.850
37,911,Bronze Cup,"Joel Sturm, Alex Malykhin, Klaus Bachler",Pure Rxcing,Porsche 911 GT3 R (992),1:40.930,,1.913
38,57,Gold Cup,"Russell Ward, Indy Dontje, Philip Ellis",Winward Racing,Mercedes-AMG GT3 EVO,1:40.968,,1.951
39,53,Silver Cup,"Manuel Franco, Cedric Sbirrazzuoli, Lilou Wadoux",AF Corse,Ferrari 296 GT3,1:41.023,,2.006
40,90,Silver Cup,"Magnus Gustavsen, Alexey Nesov, Ezequiel Perez Companc",Madpanda Motorsport,Mercedes-AMG GT3 EVO,1:41.072,,2.055
