Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,89,Pro Cup,"Timur Boguslavskiy, Raffaele Marciello",AKKODIS ASP Team,Mercedes-AMG GT3,1:36.136,,
2,32,Pro Cup,"Charles Weerts, Dries Vanthoor",Team WRT,Audi R8 LMS evo II GT3,1:36.252,,0.116
3,33,Pro Cup,"Jean-Baptiste Simmenauer, Christopher Mies",Team WRT,Audi R8 LMS evo II GT3,1:36.555,,0.419
4,12,Pro Cup,"Mattia Drudi, Luca Ghiotto",Tresor by Car Collection,Audi R8 LMS evo II GT3,1:36.559,,0.423
5,26,Silver Cup,"Gilles Magnus, Nicolas Baert",Sainteloc Junior Team,Audi R8 LMS evo II GT3,1:36.676,,0.540
6,46,Pro Cup,"Valentino Rossi, Frederic Vervisch",Team WRT,Audi R8 LMS evo II GT3,1:36.690,,0.554
7,25,Pro Cup,"Aurelien Panis, Patric Niederhauser",Sainteloc Junior Team,Audi R8 LMS evo II GT3,1:36.729,,0.593
8,87,Silver Cup,"Thomas Drouet, Casper Stevenson",AKKODIS ASP Team,Mercedes-AMG GT3,1:36.865,,0.729
9,11,Pro Cup,"Simon Gachet, Christopher Haase",Tresor by Car Collection,Audi R8 LMS evo II GT3,1:36.905,,0.769
10,53,Silver Cup,"Pierre Alexandre Jean, Ulysse De Pauw",AF Corse,Ferrari 488 GT3,1:37.004,,0.868
11,54,Pro Cup,"Adrien De Leener, Christian Engelhart",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:37.119,,0.983
12,88,Pro Cup,"Jim Pla, Maxi Götz",AKKODIS ASP Team,Mercedes-AMG GT3,1:37.245,,1.109
13,30,Silver Cup,"Benjamin Goethe, Thomas Neubauer",Team WRT,Audi R8 LMS evo II GT3,1:37.298,,1.162
14,188,Pro-Am Cup,"Miguel Ramos, Dean Macdonald",Garage 59,McLaren 720S GT3,1:37.347,,1.211
15,56,Pro Cup,"Giorgio Roda, Klaus Bachler",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:37.394,,1.258
16,86,Silver Cup,"Petru Razvan Umbrarescu, Igor Walilko",AKKODIS ASP Team,Mercedes-AMG GT3,1:37.424,,1.288
17,99,Silver Cup,"Nicolas Schöll, Alex Aka",Attempto Racing,Audi R8 LMS evo II GT3,1:37.509,,1.373
18,66,Pro Cup,"Pieter Schothorst, Dennis Marschall",Attempto Racing,Audi R8 LMS evo II GT3,1:37.551,,1.415
19,93,Silver Cup,"Eddie Cheever, Chris Froggatt",SKY - Tempesta Racing,Mercedes-AMG GT3,1:37.678,,1.542
20,21,Pro-Am Cup,"Hugo Delacour, Cedric Sbirrazzuoli",AF Corse,Ferrari 488 GT3,1:37.773,,1.637
21,52,Pro-Am Cup,"Louis Machiels, Andrea Bertolini",AF Corse,Ferrari 488 GT3,1:37.941,,1.805
22,159,Silver Cup,"Vargas Manuel Maldonado, Ethan Simioni",Garage 59,McLaren 720S GT3,1:38.114,,1.978
23,38,Pro Cup,"Oliver Wilkinson, Rob Bell",Jota,McLaren 720S GT3,1:38.383,,2.247
24,18,Silver Cup,"Gerhard Tweraser, Isaac Tutumlu",GSM NOVAMARINE,Lamborghini Huracan GT3 Evo,1:38.822,,2.686
25,111,Pro-Am Cup,"Patryk Krupinski, Christian Klien",JP Motorsport,McLaren 720S GT3,1:38.823,,2.687
