Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,38,Pro Cup,"Ben Barnicoat, Oliver Wilkinson",Jota,McLaren 720S GT3,1:32.711,,
2,6,Pro Cup,"Luca Stolz, Maro Engel",Mercedes-AMG Team Toksport WRT,Mercedes-AMG GT3,1:32.784,,0.073
3,7,Silver Cup,"Oscar Tunjo, Juuso Puhakka",Toksport WRT,Mercedes-AMG GT3,1:32.820,,0.109
4,99,Silver Cup,"Dennis Marschall, Alex Aka",Attempto Racing,Audi R8 LMS GT3,1:32.989,,0.278
5,88,Pro Cup,"Timur Boguslavskiy, Raffaele Marciello",AKKA ASP,Mercedes-AMG GT3,1:33.102,,0.391
6,90,Silver Cup,"Ezequiel Perez Companc, Rik Breukers",Madpanda Motorsport,Mercedes-AMG GT3,1:33.131,,0.420
7,14,Silver Cup,"Ricardo Feller, Alex Fontana",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:33.356,,0.645
8,32,Pro Cup,"Charles Weerts, Dries Vanthoor",Team WRT,Audi R8 LMS GT3,1:33.373,,0.662
9,87,Silver Cup,"Konstantin Tereschenko, Jim Pla",AKKA ASP,Mercedes-AMG GT3,1:33.411,,0.700
10,107,Silver Cup,"Ulysse De Pauw, Pierre Alexandre Jean",CMR,Bentley Continental GT3,1:33.454,,0.743
11,163,Pro Cup,"Norbert Siedler, Albert Costa",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:33.465,,0.754
12,25,Pro Cup,"Leo Roussel, Christopher Haase",Sainteloc Racing,Audi R8 LMS GT3,1:33.487,,0.776
13,114,Silver Cup,"Konsta Lappalainen, Arthur Rougier",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:33.491,,0.780
14,26,Pro Cup,"Aurelien Panis, Markus Winkelhock",Sainteloc Racing,Audi R8 LMS GT3,1:33.555,,0.844
15,89,Pro Cup,"Petru Razvan Umbrarescu, Jules Gounon",AKKA ASP,Mercedes-AMG GT GT3 2020,1:33.565,,0.854
16,159,Silver Cup,"Tuomas Tujula, Nicolai Kjaergaard",Garage 59,Aston Martin Vantage AMR GT3,1:33.612,,0.901
17,93,Silver Cup,"Chris Froggatt, Edward Cheever",SKY - Tempesta Racing,Ferrari 488 GT3,1:33.759,,1.048
18,108,Pro Cup,"Stephane Richelmi, Nelson Panciatici",CMR,Bentley Continental GT3,1:33.796,,1.085
19,54,Pro Cup,"Adrien De Leener, Christian Engelhart",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:33.817,,1.106
20,20,Pro-Am Cup,"Valentin Pierburg, Dominik Baumann",SPS automotive performance,Mercedes-AMG GT3,1:33.896,,1.185
21,52,Pro-Am Cup,"Louis Machiels, Andrea Bertolini",AF Corse,Ferrari 488 GT3,1:33.937,,1.226
22,222,Pro Cup,"Julien Apotheloz, Klaus Bachler",Team Allied Racing,Porsche 911 GT3-R (991.II),1:33.978,,1.267
23,77,Pro-Am Cup,"Miguel Ramos, Henrique Chaves",Barwell Motorsport,Lamborghini Huracan GT3 Evo,1:34.032,,1.321
24,31,Silver Cup,"Frank Bird, Ryuichiro Tomita",Team WRT,Audi R8 LMS GT3,1:34.139,,1.428
25,66,Pro Cup,"Kikko Galbiati, Mattia Drudi",Attempto Racing,Audi R8 LMS GT3,1:34.206,,1.495
26,188,Pro-Am Cup,"Alexander West, Jonny Adam",Garage 59,Aston Martin Vantage AMR GT3,1:34.875,,2.164
NC,30,Pro Cup,"Benjamin Goethe, Robin Frijns",Team WRT,Audi R8 LMS GT3,,,
