Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,88,Pro Cup,"Raffaele Marciello, Timur Boguslavskiy",AKKODIS ASP Team,Mercedes-AMG GT3 EVO,1:31.359,,
2,40,Pro Cup,"Ricardo Feller, Mattia Drudi",Tresor Orange 1,Audi R8 LMS GT3 EVO II,1:32.313,,0.954
3,14,Pro Cup,"Konsta Lappalainen, Giacomo Altoe",Emil Frey Racing,Ferrari 296 GT3,1:32.440,,1.081
4,111,Pro Cup,"Christian Klien, Dean Macdonald",JP Motorsport,McLaren 720S GT3 EVO,1:32.621,,1.262
5,99,Silver Cup,"Alex Aka, Lorenzo Patrese",Tresor Attempto Racing,Audi R8 LMS GT3 EVO II,1:32.721,,1.362
6,188,Bronze Cup,"Henrique Chaves, Miguel Ramos",Garage 59,McLaren 720S GT3 EVO,1:32.724,,1.365
7,11,Pro Cup,"Lucas Legeret, Christopher Haase",ComToYou Racing,Audi R8 LMS GT3 EVO II,1:32.736,,1.377
8,55,Bronze Cup,"Christopher Zöchling, Philipp Sager",Dinamic GT,Porsche 911 GT3 R (992),1:32.810,,1.451
9,79,Bronze Cup,"Sebastien Baud, Hubert Haupt",Haupt Racing Team,Mercedes-AMG GT3 EVO,1:32.865,,1.506
10,32,Pro Cup,"Charles Weerts, Dries Vanthoor",Team WRT,BMW M4 GT3,1:32.930,,1.571
11,52,Bronze Cup,"Jef Machiels, Louis Machiels",AF Corse,Ferrari 296 GT3,1:33.091,,1.732
12,911,Bronze Cup,"Ayhancan Güven, Alex Malykhin",Pure Rxcing,Porsche 911 GT3 R (992),1:33.111,,1.752
13,91,Bronze Cup,"Robert Renauer, Ralf Bohn",Herberth Motorsport,Porsche 911 GT3 R (992),1:33.176,,1.817
14,28,Silver Cup,"Jacopo Guidetti, Leonardo Moncini",Nova Race,Honda NSX GT3 EVO 2,1:33.202,,1.843
15,159,Pro Cup,"Nicolai Kjaergaard, Benjamin Goethe",Garage 59,McLaren 720S GT3 EVO,1:33.236,,1.877
16,69,Pro Cup,"Thierry Vermeulen, Albert Costa",Emil Frey Racing,Ferrari 296 GT3,1:33.279,,1.920
17,77,Silver Cup,"Jordan Love, Alain Valente",Haupt Racing Team,Mercedes-AMG GT3 EVO,1:33.301,,1.942
18,44,Bronze Cup,"Steven Palette, Stephane Denoual",CLRT,Porsche 911 GT3 R (992),1:33.306,,1.947
19,30,Gold Cup,"Niklas Krütten, Calan Williams",Team WRT,BMW M4 GT3,1:33.561,,2.202
20,71,Silver Cup,"Sean Hudspeth, Nicola Marinangeli",AF Corse,Ferrari 296 GT3,1:33.782,,2.423
21,46,Pro Cup,"Valentino Rossi, Maxime Martin",Team WRT,BMW M4 GT3,1:33.943,,2.584
22,12,Pro Cup,"Frederic Vervisch, Nicolas Baert",ComToYou Racing,Audi R8 LMS GT3 EVO II,1:34.081,,2.722
23,68,Silver Cup,"Erwin Zanotti, Alex Frassineti",Nova Race,Honda NSX GT3 EVO 2,1:34.114,,2.755
24,9,Gold Cup,"Alberto di Folco, Aurelien Panis",Boutsen VDS,Audi R8 LMS GT3 EVO II,1:34.247,,2.888
25,31,Pro Cup,"Thomas Neubauer, Jean-Baptiste Simmenauer",Team WRT,BMW M4 GT3,1:34.424,,3.065
26,54,Pro Cup,"Adrien De Leener, Christian Engelhart",Dinamic GT,Porsche 911 GT3 R (992),1:34.569,,3.210
27,21,Gold Cup,"Gilles Magnus, Finlay Hutchison",ComToYou Racing,Audi R8 LMS GT3 EVO II,1:34.624,,3.265
28,25,Pro Cup,"Erwan Bastard, Patric Niederhauser",Sainteloc Junior Team,Audi R8 LMS GT3 EVO II,1:34.670,,3.311
29,10,Gold Cup,"Cesar Gazeau, Adam Eteki",Boutsen VDS,Audi R8 LMS GT3 EVO II,1:34.799,,3.440
30,81,Bronze Cup,"Fabian Schiller, Reema Juffali",Theeba Motorsport,Mercedes-AMG GT3 EVO,1:35.224,,3.865
31,27,Pro Cup,"Christopher Mies, Gregoire Demoustier",Sainteloc Junior Team,Audi R8 LMS GT3 EVO II,1:35.257,,3.898
32,26,Gold Cup,"Paul Evrard, Simon Gachet",Sainteloc Junior Team,Audi R8 LMS GT3 EVO II,1:35.572,,4.213
33,90,Silver Cup,"Jesse Salmenautio, Ezequiel Perez Companc",Madpanda Motorsport,Mercedes-AMG GT3 EVO,1:35.667,,4.308
34,87,Bronze Cup,"Jim Pla, Eric Debard",AKKODIS ASP Team,Mercedes-AMG GT3 EVO,1:36.170,,4.811
35,18,Silver Cup,"James Kell, Jarrod Waberski",GSM AB1 GT3 Team,Lamborghini Huracan GT3 Evo,1:36.788,,5.429
36,66,Bronze Cup,"Dennis Marschall, Andrey Mukovoz",Tresor Attempto Racing,Audi R8 LMS GT3 EVO II,1:39.649,,8.290
37,119,Silver Cup,"Baptiste Moulin, Marcus Paverud",VSR,Lamborghini Huracan GT3 EVO 2,1:42.823,,11.464
38,60,Pro Cup,"Andrea Caldarelli, Marco Mapelli",VSR,Lamborghini Huracan GT3 EVO 2,1:45.986,,14.627
39,163,Silver Cup,"Yuki Nemoto, Maximilian Paul",VSR,Lamborghini Huracan GT3 EVO 2,1:46.020,,14.661
