Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,6,Pro Cup,"Luca Stolz, Maro Engel",Mercedes-AMG Team Toksport WRT,Mercedes-AMG GT3,1:37.175,33,
2,32,Pro Cup,"Charles Weerts, Dries Vanthoor",Team WRT,Audi R8 LMS GT3,1:37.545,33,3.051
3,88,Pro Cup,"Timur Boguslavskiy, Raffaele Marciello",AKKA ASP,Mercedes-AMG GT3,1:37.611,33,4.490
4,38,Pro Cup,"Oliver Wilkinson, Ben Barnicoat",JOTA,McLaren 720S GT3,1:37.572,33,5.267
5,87,Silver Cup,"Konstantin Tereschenko, Jim Pla",AKKA ASP,Mercedes-AMG GT3,1:37.722,33,5.465
6,26,Pro Cup,"Aurelien Panis, Frederic Vervisch",Sainteloc Racing,Audi R8 LMS GT3,1:37.889,33,5.793
7,107,Silver Cup,"Ulysse De Pauw, Pierre Alexandre Jean",CMR,Bentley Continental GT3,1:37.739,33,6.166
8,14,Silver Cup,"Arthur Rougier, Alex Fontana",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:37.422,33,6.556
9,114,Pro Cup,"Konsta Lappalainen, Jack Aitken",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:37.275,33,7.270
10,31,Silver Cup,"Frank Bird, Ryuichiro Tomita",Team WRT,Audi R8 LMS GT3,1:37.892,33,7.763
11,25,Pro Cup,"Leo Roussel, Christopher Haase",Sainteloc Racing,Audi R8 LMS GT3,1:37.943,33,7.766
12,99,Pro Cup,"Tommaso Mosca, Mattia Drudi",Attempto Racing,Audi R8 LMS GT3,1:38.008,33,8.202
13,90,Silver Cup,"Ezequiel Perez Companc, Rik Breukers",Madpanda Motorsport,Mercedes-AMG GT3,1:38.100,33,8.545
14,93,Silver Cup,"Chris Froggatt, Giorgio Roda",SKY - Tempesta Racing,Ferrari 488 GT3,1:38.598,33,9.213
15,108,Pro Cup,"Benjamin Lessennes, Stephane Richelmi",CMR,Bentley Continental GT3,1:37.498,33,9.605
16,77,Pro-Am Cup,"Miguel Ramos, Henrique Chaves",Barwell Motorsport,Lamborghini Huracan GT3 Evo,1:38.425,33,13.654
17,20,Pro-Am Cup,"Valentin Pierburg, Dominik Baumann",SPS automotive performance,Mercedes-AMG GT3,1:38.560,33,14.024
18,66,Pro Cup,"Alex Aka, Christopher Mies",Attempto Racing,Audi R8 LMS GT3,1:38.083,33,14.199
19,52,Pro-Am Cup,"Louis Machiels, Andrea Bertolini",AF Corse,Ferrari 488 GT3,1:38.289,33,14.645
20,54,Pro Cup,"Adrien De Leener, Christian Engelhart",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:38.085,33,14.894
21,188,Pro-Am Cup,"Alexander West, Jonny Adam",Garage 59,Aston Martin Vantage AMR GT3,1:38.383,33,21.328
22,33,Silver Cup,"Patrick Kujala, Benjamin Hites",Rinaldi Racing,Ferrari 488 GT3,1:38.310,33,41.626
23,7,Silver Cup,"Oscar Tunjo, Juuso Puhakka",Toksport,Mercedes-AMG GT3,1:37.421,30,-4:52.254
24,89,Pro Cup,"Petru Razvan Umbrarescu, Jules Gounon",AKKA ASP,Mercedes-AMG GT GT3 2020,1:38.109,26,-14:05.436
25,159,Silver Cup,"Tuomas Tujula, Nicolai Kjaergaard",Garage 59,Aston Martin Vantage AMR GT3,1:38.118,26,-14:04.782
26,163,Pro Cup,"Ricardo Feller, Albert Costa",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:37.726,23,-18:02.801
NC,30,Pro Cup,"Benjamin Goethe, Kelvin van der Linde",Team WRT,Audi R8 LMS GT3,1:37.617,20,-27:55.711
