Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,163,Pro Cup,"Norbert Siedler, Albert Costa",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:35.562,37,
2,14,Silver Cup,"Ricardo Feller, Alex Fontana",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:35.346,37,10.954
3,32,Pro Cup,"Charles Weerts, Dries Vanthoor",Team WRT,Audi R8 LMS GT3,1:36.044,37,24.121
4,114,Pro Cup,"Konsta Lappalainen, Jack Aitken",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:37.032,37,28.799
5,107,Silver Cup,"Ulysse De Pauw, Pierre Alexandre Jean",CMR,Bentley Continental GT3,1:36.201,37,29.358
6,89,Pro Cup,"Petru Razvan Umbrarescu, Jules Gounon",AKKA ASP,Mercedes-AMG GT GT3 2020,1:36.537,37,30.140
7,31,Silver Cup,"Frank Bird, Ryuichiro Tomita",Team WRT,Audi R8 LMS GT3,1:36.511,37,32.114
8,33,Silver Cup,"Benja Hites, David Perel",Rinaldi Racing,Ferrari 488 GT3,1:36.197,37,33.927
9,90,Silver Cup,"Ezequiel Perez Companc, Rik Breukers",Madpanda Motorsport,Mercedes-AMG GT3,1:36.313,37,34.275
10,7,Silver Cup,"Juuso Puhakka, Oscar Tunjo",Toksport,Mercedes-AMG GT3,1:36.502,37,38.843
11,66,Pro Cup,"Jusuf Owega, Christopher Mies",Attempto Racing,Audi R8 LMS GT3,1:36.987,37,47.320
12,55,Silver Cup,"Alex Aka, Dennis Marschall",Attempto Racing,Audi R8 LMS GT3,1:37.035,37,51.548
13,159,Silver Cup,"Tuomas Tujula, Nicolai Kjaergaard",Garage 59,Aston Martin Vantage AMR GT3,1:36.568,37,52.550
14,108,Pro Cup,"Nelson Panciatici, Stephane Richelmi",CMR,Bentley Continental GT3,1:36.150,37,56.876
15,26,Pro Cup,"Aurelien Panis, Frederic Vervisch",Sainteloc Racing,Audi R8 LMS GT3,1:36.361,37,58.152
16,25,Pro Cup,"Leo Roussel, Christopher Haase",Sainteloc Racing,Audi R8 LMS GT3,1:36.777,37,1:08.609
17,99,Pro Cup,"Tommaso Mosca, Mattia Drudi",Attempto Racing,Audi R8 LMS GT3,1:36.766,37,1:11.159
18,30,Pro Cup,"Benjamin Goethe, Markus Winkelhock",Team WRT,Audi R8 LMS GT3,1:37.133,37,1:13.617
19,87,Silver Cup,"Jim Pla, Konstantin Tereschenko",AKKA ASP,Mercedes-AMG GT3,1:35.693,37,1:19.848
20,20,Pro-Am Cup,"Valentin Pierburg, Dominik Baumann",SPS automotive performance,Mercedes-AMG GT3,1:37.493,37,1:30.040
21,188,Pro-Am Cup,"Alexander West, Jonny Adam",Garage 59,Aston Martin Vantage AMR GT3,1:37.365,37,1:41.607
22,52,Pro-Am Cup,"Louis Machiels, Andrea Bertolini",AF Corse,Ferrari 488 GT3,1:37.804,36,27.227
23,93,Silver Cup,"Giorgio Roda, Chris Froggatt",SKY - Tempesta Racing,Ferrari 488 GT3,1:37.024,35,1:14.136
24,54,Pro Cup,"Adrien De Leener, Christian Engelhart",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:37.050,27,-15:36.184
25,88,Pro Cup,"Timur Boguslavskiy, Raffaele Marciello",AKKA ASP,Mercedes-AMG GT3,1:36.099,25,-17:18.718
NC,6,Pro Cup,"Luca Stolz, Maro Engel",Mercedes-AMG Team Toksport WRT,Mercedes-AMG GT3,1:37.283,15,-35:59.262
