Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,32,Pro Cup,"Dries Vanthoor, Kelvin van der Linde, Charles Weerts",Team WRT,Audi R8 LMS evo II GT3,1:37.625,,
2,71,Pro Cup,"Alessio Rovera, Davide Rigon, Antonio Fuoco",Iron Lynx,Ferrari 488 GT3,1:37.659,,0.034
3,46,Pro Cup,"Frederic Vervisch, Nico Müller, Valentino Rossi",Team WRT,Audi R8 LMS evo II GT3,1:37.735,,0.110
4,54,Pro Cup,"Klaus Bachler, Alessio Picariello, Matteo Cairoli",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:37.940,,0.315
5,63,Pro Cup,"Jack Aitken, Albert Costa, Mirko Bortolotti",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:37.940,,0.315
6,25,Pro Cup,"Christopher Mies, Patric Niederhauser, Lucas Legeret",Sainteloc Junior Team,Audi R8 LMS evo II GT3,1:37.942,,0.317
7,14,Silver Cup,"Konsta Lappalainen, Mick Wishofer, Stuart White",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:37.971,,0.346
8,12,Pro Cup,"Christopher Haase, Mattia Drudi, Luca Ghiotto",Tresor by Car Collection,Audi R8 LMS evo II GT3,1:37.982,,0.357
9,66,Pro Cup,"Markus Winkelhock, Kim Luis Schramm, Dennis Marschall",Attempto Racing,Audi R8 LMS evo II GT3,1:38.025,,0.400
10,33,Gold Cup,"Ryuichiro Tomita, Arnold Robin, Maxime Robin",Team WRT,Audi R8 LMS evo II GT3,1:38.113,,0.488
11,88,Pro Cup,"Raffaele Marciello, Daniel Juncadella, Jules Gounon",AMG Team AKKODIS ASP,Mercedes-AMG GT3,1:38.125,,0.500
12,2,Pro Cup,"Maro Engel, Luca Stolz, Steijn Schothorst",AMG Team GetSpeed,Mercedes-AMG GT3,1:38.203,,0.578
13,19,Pro Cup,"Leo Roussel, Arthur Rougier, Giacomo Altoe",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:38.217,,0.592
14,51,Pro Cup,"James Calado, Miguel Molina, Nicklas Nielsen",Iron Lynx,Ferrari 488 GT3,1:38.229,,0.604
15,111,Pro Cup,"Christian Klien, Vincent Abril, Dennis Lind",JP Motorsport,McLaren 720S GT3,1:38.240,,0.615
16,30,Silver Cup,"Jean-Baptiste Simmenauer, Benjamin Goethe, Thomas Neubauer",Team WRT,Audi R8 LMS evo II GT3,1:38.307,,0.682
17,98,Pro Cup,"Augusto Farfus, Nick Yelloly, Nicky Catsburg",Rowe Racing,BMW M4 GT3,1:38.386,,0.761
18,99,Silver Cup,"Marius Zug, Nicolas Schöll, Alex Aka",Attempto Racing,Audi R8 LMS evo II GT3,1:38.420,,0.795
19,50,Pro Cup,"Max Hesse, Neil Verhagen, Daniel Harper",Rowe Racing,BMW M4 GT3,1:38.438,,0.813
20,7,Gold Cup,"Oliver Millroy, Brendan Iribe, Frederik Schandorff",Inception Racing,McLaren 720S GT3,1:38.439,,0.814
21,87,Silver Cup,"Casper Stevenson, Tommaso Mosca, Thomas Drouet",AKKODIS ASP Team,Mercedes-AMG GT3,1:38.442,,0.817
22,77,Silver Cup,"Alex MacDowall, Sam de Haan, Patrick Kujala",Barwell Motorsport,Lamborghini Huracan GT3 Evo,1:38.459,,0.834
23,83,Gold Cup,"Rahel Frey, Sarah Bovy, Michelle Gatting",Iron Dames,Ferrari 488 GT3,1:38.479,,0.854
24,26,Silver Cup,"Aurelien Panis, Cesar Gazeau, Nicolas Baert",Sainteloc Junior Team,Audi R8 LMS evo II GT3,1:38.494,,0.869
25,163,Silver Cup,"Marcus Paverud, Baptiste Moulin, Michael Dörrbecker",VSR,Lamborghini Huracan GT3 Evo,1:38.534,,0.909
26,52,Pro-AM Cup,"Stefano Costantini, Louis Machiels, Andrea Bertolini",AF Corse,Ferrari 488 GT3,1:38.625,,1.000
27,31,Silver Cup,"Diego Menchaca, Lewis Proctor, Finlay Hutchison",Team WRT,Audi R8 LMS evo II GT3,1:38.627,,1.002
28,38,Pro Cup,"Rob Bell, Oliver Wilkinson, Marvin Kirchhöfer",Jota,McLaren 720S GT3,1:38.644,,1.019
29,777,Silver Cup,"Al Faisal Al Zubair, Axcil Jefferies, Fabian Schiller",Al Manar Racing by HRT,Mercedes-AMG GT3,1:38.701,,1.076
30,4,Silver Cup,"Jannes Fittje, Jordan Love, Alain Valente",Haupt Racing Team,Mercedes-AMG GT3,1:38.785,,1.160
31,11,Silver Cup,"Thierry Vermeulen, Lorenzo Patrese, Hugo Valente",Tresor by Car Collection,Audi R8 LMS evo II GT3,1:38.797,,1.172
32,27,Silver Cup,"Brendon Leitch, Isaac Tutumlu Lopez, Jusuf Owega",Leipert Motorsport,Lamborghini Huracan GT3 Evo,1:38.864,,1.239
33,93,Gold Cup,"Eddie Cheever, Martin Konrad, Chris Froggatt",SKY - Tempesta Racing,Mercedes-AMG GT3,1:38.883,,1.258
34,563,Silver Cup,"Michele Beretta, Yuki Nemoto, Benjamin Hites",VSR,Lamborghini Huracan GT3 Evo,1:38.889,,1.264
35,911,Gold Cup,"Ralf Bohn, Alfred Renauer, Robert Renauer",Herberth Motorsport,Porsche 911 GT3-R (991.II),1:38.903,,1.278
36,159,Silver Cup,"Vargas Manuel Maldonado, Nicolai Kjaergaard, Dean Macdonald",Garage 59,McLaren 720S GT3,1:39.137,,1.512
37,3,Silver Cup,"Jeffrey Kingsley, Sebastien Baud, Valdemar Eriksen",GetSpeed,Mercedes-AMG GT3,1:39.234,,1.609
38,5,Gold Cup,"Florian Scholze, Arjun Maini, Hubert Haupt",Haupt Racing Team,Mercedes-AMG GT3,1:39.237,,1.612
39,90,Silver Cup,"Sean Walkinshaw, Patrick Assenheimer, Ezequiel Perez Companc",Madpanda Motorsport,Mercedes-AMG GT3,1:39.288,,1.663
40,188,Pro-AM Cup,"Alexander West, Miguel Ramos, Henrique Chaves",Garage 59,McLaren 720S GT3,1:39.346,,1.721
41,56,Silver Cup,"Giorgio Roda, Marius Nakken, Mikkel O. Pedersen",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:39.552,,1.927
42,21,Gold Cup,"Hugo Delacour, Cedric Sbirrazzuoli, Alessandro Balzan",AF Corse,Ferrari 488 GT3,1:39.593,,1.968
43,91,Gold Cup,"Alex Malykhin, Ayhancan Guven",Allied Racing,Porsche 911 GT3-R (991.II),1:39.656,,2.031
44,112,Gold Cup,"Maciej Blazek, Patryk Krupinski, Norbert Siedler",JP Motorsport,McLaren 720S GT3,1:39.659,,2.034
45,57,Gold Cup,"Jens Liebhauser, Lorenzo Ferrari, Lucas Auer",Winward Racing,Mercedes-AMG GT3,1:39.724,,2.099
46,20,Pro-AM Cup,"Ian Loggie, Valentin Pierburg, Dominik Baumann",SPS automotive performance,Mercedes-AMG GT3,1:39.957,,2.332
47,10,Gold Cup,"Karim Ojjeh, Benjamin Lessennes, Adam Eteki",Boutsen Racing,Audi R8 LMS evo II GT3,1:40.331,,2.706
48,22,Silver Cup,"Dominik Fischli, Patrik Matthiesen, Joel Sturm",Allied Racing,Porsche 911 GT3-R (991.II),1:40.393,,2.768
49,8,Gold Cup,"Nicolas Gomar, Loris Cabirou, Mike Parisy",AGS Events,Lamborghini Huracan GT3 Evo,1:41.232,,3.607
