Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,777,Pro Cup,"Maro Engel, Luca Stolz, Fabian Schiller",M-AMG Team AlManar,Mercedes-AMG GT3 EVO,2:06.179,,
2,157,Gold Cup,"Miklas Born, David Schumacher, Marius Zug",Winward Racing,Mercedes-AMG GT3 EVO,2:06.211,,0.032
3,63,Pro Cup,"Mirko Bortolotti, Andrea Caldarelli, Jordan Pepper",Iron Lynx,Lamborghini Huracan GT3 EVO 2,2:06.319,,0.140
4,78,Pro-AM Cup,"Rob Collard, Dennis Lind",Barwell Motorsport,Lamborghini Huracan GT3 EVO 2,2:06.408,,0.229
5,57,Gold Cup,"Russell Ward, Indy Dontje, Philip Ellis",Winward Racing,Mercedes-AMG GT3 EVO,2:06.455,,0.276
6,40,Pro Cup,"Ricardo Feller, Mattia Drudi, Dennis Marschall",Tresor Orange 1,Audi R8 LMS GT3 EVO II,2:06.578,,0.399
7,159,Pro Cup,"Nicolai Kjaergaard, Benjamin Goethe, Marvin Kirchhöfer",Garage 59,McLaren 720S GT3 EVO,2:06.718,,0.539
8,88,Pro Cup,"Raffaele Marciello, Timur Boguslavskiy, Jules Gounon",AKKODIS ASP Team,Mercedes-AMG GT3 EVO,2:06.750,,0.571
9,87,Pro Cup,"Lorenzo Ferrari, Thomas Drouet, Maximilian Götz",Mercedes-AMG Team Akkodis ASP,Mercedes-AMG GT3 EVO,2:06.773,,0.594
10,11,Pro Cup,"Christopher Haase, Kobe Pauwels, Frederic Vervisch",ComToYou Racing,Audi R8 LMS GT3 EVO II,2:06.776,,0.597
11,93,Bronze Cup,"Chris Froggatt, Jonathan Hui, Eddie Cheever",SKY - Tempesta Racing,McLaren 720S GT3 EVO,2:06.833,,0.654
12,911,Bronze Cup,"Joel Sturm, Alex Malykhin, Klaus Bachler",Pure Rxcing,Porsche 911 GT3 R (992),2:06.916,,0.737
13,99,Silver Cup,"Lorenzo Patrese, Pietro Delli Guanti, Alex Aka",Tresor Attempto Racing,Audi R8 LMS GT3 EVO II,2:06.923,,0.744
14,6,Pro Cup,"Sandy Mitchell, Marco Mapelli, Franck Perera",K-Pax Racing,Lamborghini Huracan GT3 EVO 2,2:06.999,,0.820
15,98,Pro Cup,"Philipp Eng, Marco Wittmann, Nick Yelloly",Rowe Racing,BMW M4 GT3,2:07.044,,0.865
16,91,Bronze Cup,"Ralf Bohn, Tim Heinemann, Robert Renauer",Herberth Motorsport,Porsche 911 GT3 R (992),2:07.177,,0.998
17,25,Pro Cup,"Christopher Mies, Patric Niederhauser, Simon Gachet",Sainteloc Junior Team,Audi R8 LMS GT3 EVO II,2:07.336,,1.157
18,3,Bronze Cup,"Florian Scholze, Patrick Assenheimer, Alex Peroni",GetSpeed,Mercedes-AMG GT3 EVO,2:07.411,,1.232
19,81,Bronze Cup,"Alain Valente, Reema Juffali, Ralf Aron",Theeba Motorsport,Mercedes-AMG GT3 EVO,2:07.423,,1.244
20,46,Pro Cup,"Valentino Rossi, Augusto Farfus, Maxime Martin",Team WRT,BMW M4 GT3,2:07.612,,1.433
21,12,Silver Cup,"Loris Hezemans, Sam Dejonghe, Finlay Hutchison",ComToYou Racing,Audi R8 LMS GT3 EVO II,2:07.624,,1.445
22,54,Pro Cup,"Ayhancan Güven, Sven Müller, Christian Engelhart",Dinamic GT,Porsche 911 GT3 R (992),2:07.650,,1.471
23,96,Pro Cup,"Thomas Preining, Laurin Heinrich, Dennis Olsen",Rutronik Racing,Porsche 911 GT3 R (992),2:07.691,,1.512
24,66,Bronze Cup,"Andrey Mukovoz, Kikko Galbiati, Dylan Pereira",Tresor Attempto Racing,Audi R8 LMS GT3 EVO II,2:07.713,,1.534
