Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,17,Pro Cup,"Luca Engstler, Kelvin van der Linde, Nicki Thiim",Scherer Sport PHX,Audi R8 LMS GT3 EVO II,2:18.355,92,
2,92,Pro Cup,"Julien Andlauer, Laurens Vanthoor, Kevin Estre",Manthey EMA,Porsche 911 GT3 R (992),2:18.626,92,1.169
3,32,Pro Cup,"Dries Vanthoor, Sheldon van der Linde, Charles Weerts",Team WRT,BMW M4 GT3,2:18.404,92,9.539
4,40,Pro Cup,"Ricardo Feller, Mattia Drudi, Dennis Marschall",Audi Sport Tresor Orange 1,Audi R8 LMS GT3 EVO II,2:18.910,92,20.198
5,88,Pro Cup,"Raffaele Marciello, Timur Boguslavskiy, Jules Gounon",AKKODIS ASP Team,Mercedes-AMG GT3,2:18.468,92,20.813
6,998,Pro Cup,"Daniel Harper, Neil Verhagen, Max Hesse",Rowe Racing,BMW M4 GT3,2:19.654,92,21.755
7,777,Pro Cup,"Lucas Auer, Luca Stolz, Fabian Schiller",Mercedes-AMG Team AlManar,Mercedes-AMG GT3,2:19.216,92,33.478
8,188,Bronze Cup,"Louis Prette, Miguel Ramos, Conrad Grunewald, Henrique Chaves",Garage 59,McLaren 720S GT3 EVO,2:18.031,92,34.862
9,96,Pro Cup,"Thomas Preining, Laurin Heinrich, Dennis Olsen",Rutronik Racing,Porsche 911 GT3 R (992),2:18.799,92,37.409
10,71,Pro Cup,"Antonio Fuoco, Davide Rigon, Daniel Serra",AF Corse - Francorchamps Motors,Ferrari 296 GT3,2:19.639,92,38.360
11,46,Pro Cup,"Augusto Farfus, Maxime Martin, Valentino Rossi",Team WRT,BMW M4 GT3,2:19.174,92,39.309
12,87,Pro Cup,"Lorenzo Ferrari, Thomas Drouet, Maximilian Götz",Mercedes-AMG Team Akkodis ASP,Mercedes-AMG GT3,2:19.774,92,49.835
13,54,Pro Cup,"Ayhancan Güven, Sven Müller, Christian Engelhart",Dinamic GT Huber Racing,Porsche 911 GT3 R (992),2:19.642,92,51.038
14,98,Pro Cup,"Philipp Eng, Marco Wittmann, Nick Yelloly",Rowe Racing,BMW M4 GT3,2:18.844,92,51.524
15,999,Pro Cup,"Maro Engel, Mikael Grenier, Daniel Juncadella",Mercedes-AMG Team GruppeM Racing,Mercedes-AMG GT3,2:20.178,92,1:11.056
16,911,Bronze Cup,"Alex Malykhin, Joel Sturm, Marco Seefried, Klaus Bachler",Pure Rxcing,Porsche 911 GT3 R (992),2:19.844,92,1:16.942
