Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
39,16,Pro-AM Cup,"Junlin Pan, Rio, Xiaole He, Adderly Fong",Uno Racing Team,Audi R8 LMS GT3 EVO II,2:19.675,447,1:29.407
40,33,Silver Cup,"Jeffrey Kingsley, Jacob Riegel, Romain Leroux, Ruben del Sarte",Bullitt Racing,Aston Martin Vantage GT3,2:20.302,447,4:18.296
41,90,Silver Cup,"Magnus Gustavsen, Ezequiel Perez Companc, Alexey Nesov, Jesse Salmenautio",Madpanda Motorsport,Mercedes-AMG GT3,2:19.024,445,1:27.675
42,4,Pro-AM Cup,"George Kurtz, Ian James, Colin Braun, Felipe Fraga",CrowdStrike Racing by Riley,Mercedes-AMG GT3,2:18.822,444,56.863
43,50,Bronze Cup,"Julien Piguet, Simon Mann, Nico Varrone, Ulysse De Pauw",AF Corse,Ferrari 296 GT3,2:17.466,442,40.534
44,9,Gold Cup,"Thomas Laurent, Adam Eteki, Aurelien Panis, Alberto di Folco",Boutsen VDS,Audi R8 LMS GT3 EVO II,2:18.428,436,45.373
45,35,Bronze Cup,"James Kell, Anders Buchardt, Bailey Voisin, Thomas Neubauer",Walkenhorst Motorsport,BMW M4 GT3,2:19.798,431,-1:09:48.451
46,99,Silver Cup,"Lorenzo Patrese, Pietro Delli Guanti, Alex Aka",Tresor Orange 1,Audi R8 LMS GT3 EVO II,2:18.390,429,-1:21:14.617
47,23,Bronze Cup,"Stephen Grove, Brenton Grove, Anton de Pasquale, Earl Bamber",Grove Racing,Porsche 911 GT3 R (992),2:19.220,424,-40:26.911
48,55,Bronze Cup,"Philipp Sager, Benjamin Barker, Marius Nakken, Christopher Zöchling",Dinamic GT Huber Racing,Porsche 911 GT3 R (992),2:18.649,396,-2:35:39.570
49,60,Silver Cup,"Baptiste Moulin, Artem Petrov, Michael Dorrbecker, Marcus Paverud",VSR,Lamborghini Huracan GT3 EVO 2,2:18.853,393,-2:10:12.802
50,89,Bronze Cup,"Adalberto Baptista, Rodrigo Baptista, Alan Hellmeister, Bruno Baptista",AKKODIS ASP Team,Mercedes-AMG GT3,2:18.851,353,-4:10:44.678
51,999,Pro Cup,"Maro Engel, Mikael Grenier, Daniel Juncadella",Mercedes-AMG Team GruppeM Racing,Mercedes-AMG GT3,2:18.074,331,-5:23:00.224
52,64,Pro-AM Cup,"Naveen Rao, Matt Bell, Frank Bird, James Cottingham",Haupt Racing Team,Mercedes-AMG GT3,2:20.902,308,-5:55:20.727
53,87,Pro Cup,"Lorenzo Ferrari, Thomas Drouet, Maximilian Götz",Mercedes-AMG Team Akkodis ASP,Mercedes-AMG GT3,2:18.355,304,-6:28:04.363
54,19,Gold Cup,"Leonardo Pulcini, Michele Beretta, Rolf Ineichen",Iron Lynx,Lamborghini Huracan GT3 EVO 2,2:18.837,278,-7:00:13.738
55,8,Bronze Cup,"Leonardo Gorini, Antonin Borga, Nicolas Jamin",AGS Events,Lamborghini Huracan GT3 EVO 2,2:19.901,272,-7:19:15.058
56,32,Pro Cup,"Dries Vanthoor, Sheldon van der Linde, Charles Weerts",Team WRT,BMW M4 GT3,2:17.618,250,-9:56:52.861
57,998,Pro Cup,"Daniel Harper, Neil Verhagen, Max Hesse",Rowe Racing,BMW M4 GT3,2:17.988,250,-9:56:52.562
58,157,Gold Cup,"Miklas Born, David Schumacher, Marius Zug",Winward Racing,Mercedes-AMG GT3,2:19.510,238,-9:38:33.335
59,159,Pro Cup,"Marvin Kirchhöfer, Benjamin Goethe, Nicolai Kjaergaard",Garage 59,McLaren 720S GT3 EVO,2:18.251,208,-11:46:42.551
60,81,Bronze Cup,"Reema Juffali, Ralf Aron, Yannick Mettler, Alain Valente",Theeba Motorsport,Mercedes-AMG GT3,2:20.101,200,-12:00:43.117
61,38,Pro-AM Cup,"Samantha Tan, Jon Miller, Isaac Tutumlu Lopez, Leonard Weiss",ST Racing with Rinaldi,Ferrari 296 GT3,2:20.472,192,-11:21:09.225
62,58,Silver Cup,"Fabrizio Crestani, Sam Neary, Gerhard Tweraser, Ricky Capo",GRT Grasser Racing Team,Lamborghini Huracan GT3 EVO 2,2:18.553,188,-12:48:25.645
63,10,Silver Cup,"Loris Cabirou, Cesar Gazeau, Andrea Cola, Roee Meyuhas",Boutsen VDS,Audi R8 LMS GT3 EVO II,2:20.090,186,-11:43:59.948
64,70,Pro-AM Cup,"Gerhard Watzinger, Kerong Li, Jean-Francois Brunot, Brendon Leitch",CrowdStrike Racing by Leipert Motorsport,Lamborghini Huracan GT3 EVO 2,2:19.362,184,-12:00:49.932
65,63,Pro Cup,"Andrea Caldarelli, Jordan Pepper, Mirko Bortolotti",Iron Lynx,Lamborghini Huracan GT3 EVO 2,2:18.542,180,-13:05:29.959
66,78,Pro-AM Cup,"Bashar Mardini, Rob Collard, Patrick Kujala, Dennis Lind",Barwell Motorsport,Lamborghini Huracan GT3 EVO 2,2:18.171,173,-12:42:07.063
67,2,Pro-AM Cup,"Lance Bergstein, Andrzej Lewandowski, Aaron Walker, Lewis Williamson",GetSpeed,Mercedes-AMG GT3,2:20.005,162,-13:44:03.579
68,83,Bronze Cup,"Doriane Pin, Rahel Frey, Sarah Bovy, Michelle Gatting",Iron Dames,Lamborghini Huracan GT3 EVO 2,2:21.056,151,-14:26:32.326
69,7,Bronze Cup,"Brendan Iribe, Oliver Millroy, Fran Rueda, Frederik Schandorff",Inception Racing,McLaren 720S GT3 EVO,2:20.213,74,-17:41:33.795
70,132,Pro-AM Cup,"Kyle Washington, James Sofronas, Patrick Long, Jeroen Bleekemolen",GMG Racing by Car Collection Motorsport,Porsche 911 GT3 R (992),,2,-20:51:27.461
