Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,54,Pro Cup,"Klaus Bachler, Alessio Picariello, Matteo Cairoli",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:43.955,,
2,159,Silver Cup,"Vargas Manuel Maldonado, Dean Macdonald, Nicolai Kjaergaard",Garage 59,McLaren 720S GT3,1:43.956,,0.001
3,66,Pro Cup,"Markus Winkelhock, Kim Luis Schramm, Dennis Marschall",Attempto Racing,Audi R8 LMS evo II GT3,1:44.246,,0.291
4,32,Pro Cup,"Dries Vanthoor, Ricardo Feller, Charles Weerts",Team WRT,Audi R8 LMS evo II GT3,1:44.365,,0.410
5,19,Pro Cup,"Leo Roussel, Giacomo Altoe, Arthur Rougier",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:44.388,,0.433
6,71,Pro Cup,"Alessandro Pierguidi, Alessio Rovera, Antonio Fuoco",Iron Lynx,Ferrari 488 GT3,1:44.402,,0.447
7,63,Pro Cup,"Mirko Bortolotti, Jack Aitken, Albert Costa",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:44.436,,0.481
8,38,Pro Cup,"Rob Bell, Oliver Wilkinson, Marvin Kirchhöfer",Jota,McLaren 720S GT3,1:44.448,,0.493
9,188,Pro-AM Cup,"Alexander West, Miguel Ramos, Henrique Chaves",Garage 59,McLaren 720S GT3,1:44.470,,0.515
10,20,Pro-AM Cup,"Ian Loggie, Valentin Pierburg, Dominik Baumann",SPS automotive performance,Mercedes-AMG GT3,1:44.473,,0.518
11,26,Silver Cup,"Nicolas Baert, Cesar Gazeau, Aurelien Panis",Sainteloc Junior Team,Audi R8 LMS evo II GT3,1:44.473,,0.518
12,88,Pro Cup,"Raffaele Marciello, Daniel Juncadella, Jules Gounon",AMG Team AKKODIS ASP,Mercedes-AMG GT3,1:44.546,,0.591
13,56,Silver Cup,"Giorgio Roda, Marius Nakken, Mikkel O. Pedersen",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:44.557,,0.602
14,111,Pro Cup,"Christian Klien, Vincent Abril, Dennis Lind",JP Motorsport,McLaren 720S GT3,1:44.579,,0.624
15,12,Pro Cup,"Christopher Haase, Mattia Drudi, Luca Ghiotto",Tresor by Car Collection,Audi R8 LMS evo II GT3,1:44.634,,0.679
16,91,Pro-AM Cup,"Alex Malykhin, Ayhancan Guven",Allied Racing,Porsche 911 GT3-R (991.II),1:44.785,,0.830
17,2,Pro Cup,"Maro Engel, Luca Stolz, Steijn Schothorst",AMG Team GetSpeed,Mercedes-AMG GT3,1:44.844,,0.889
18,33,Gold Cup,"Arnold Robin, Maxime Robin, Ryuichiro Tomita",Team WRT,Audi R8 LMS evo II GT3,1:44.895,,0.940
