Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,89,Pro Cup,"Timur Boguslavskiy, Raffaele Marciello",AKKODIS ASP Team,Mercedes-AMG GT3,1:22.901,42,
2,32,Pro Cup,"Charles Weerts, Dries Vanthoor",Team WRT,Audi R8 LMS evo II GT3,1:23.348,42,6.557
3,88,Pro Cup,"Jules Gounon, Jim Pla",AKKODIS ASP Team,Mercedes-AMG GT3,1:23.093,42,6.830
4,11,Pro Cup,"Simon Gachet, Christopher Haase",Tresor by Car Collection,Audi R8 LMS evo II GT3,1:23.368,42,15.738
5,53,Silver Cup,"Ulysse De Pauw, Pierre Alexandre Jean",AF Corse,Ferrari 488 GT3,1:23.329,42,16.242
6,25,Pro Cup,"Aurelien Panis, Patric Niederhauser",Sainteloc Junior Team,Audi R8 LMS evo II GT3,1:23.353,42,23.489
7,12,Pro Cup,"Mattia Drudi, Luca Ghiotto",Tresor by Car Collection,Audi R8 LMS evo II GT3,1:23.072,42,23.697
8,46,Pro Cup,"Valentino Rossi, Frederic Vervisch",Team WRT,Audi R8 LMS evo II GT3,1:23.704,42,40.216
9,99,Silver Cup,"Nicolas Schöll, Alex Aka",Attempto Racing,Audi R8 LMS evo II GT3,1:23.521,42,41.787
10,38,Pro Cup,"Oliver Wilkinson, Rob Bell",Jota,McLaren 720S GT3,1:23.600,42,44.426
11,87,Silver Cup,"Thomas Drouet, Casper Stevenson",AKKODIS ASP Team,Mercedes-AMG GT3,1:23.456,42,46.128
12,66,Pro Cup,"Pieter Schothorst, Dennis Marschall",Attempto Racing,Audi R8 LMS evo II GT3,1:23.833,42,48.325
13,159,Silver Cup,"Ethan Simioni, Vargas Manuel Maldonado",Garage 59,McLaren 720S GT3,1:23.433,42,48.687
14,33,Pro Cup,"Jean-Baptiste Simmenauer, Christopher Mies",Team WRT,Audi R8 LMS evo II GT3,1:23.820,42,52.608
15,86,Silver Cup,"Igor Walilko, Petru Razvan Umbrarescu",AKKODIS ASP Team,Mercedes-AMG GT3,1:23.628,42,59.194
16,30,Silver Cup,"Benjamin Goethe, Thomas Neubauer",Team WRT,Audi R8 LMS evo II GT3,1:23.711,42,1:14.720
17,111,Pro-Am Cup,"Patryk Krupinski, Christian Klien",JP Motorsport,McLaren 720S GT3,1:24.005,42,1:15.877
18,26,Silver Cup,"Gilles Magnus, Nicolas Baert",Sainteloc Junior Team,Audi R8 LMS evo II GT3,1:23.692,42,1:16.434
19,52,Pro-Am Cup,"Louis Machiels, Andrea Bertolini",AF Corse,Ferrari 488 GT3,1:24.258,42,1:19.668
20,93,Silver Cup,"Eddie Cheever, Chris Froggatt",SKY - Tempesta Racing,Mercedes-AMG GT3,1:23.835,42,1:22.440
21,56,Pro Cup,"Giorgio Roda, Klaus Bachler",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:24.176,41,5.382
22,188,Pro-Am Cup,"Miguel Ramos, Dean Macdonald",Garage 59,McLaren 720S GT3,1:23.602,41,5.687
23,21,Pro-Am Cup,"Hugo Delacour, Cedric Sbirrazzuoli",AF Corse,Ferrari 488 GT3,1:24.077,41,6.094
24,18,Silver Cup,"Isaac Tutumlu, Gerhard Tweraser",GSM NOVAMARINE,Lamborghini Huracan GT3 Evo,1:25.202,41,1:10.793
NC,54,Pro Cup,"Adrien De Leener, Christian Engelhart",Dinamic Motorsport,Porsche 911 GT3-R (991.II),,1,-57:54.699
