Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,60,Pro Cup,"Jordan Pepper, Franck Perera",VSR,Lamborghini Huracan GT3 EVO 2,1:37.446,,
2,40,Pro Cup,"Ricardo Feller, Mattia Drudi",Tresor Orange 1,Audi R8 LMS GT3 EVO II,1:37.754,,0.308
3,12,Pro Cup,"Frederic Vervisch, Nicolas Baert",ComToYou Racing,Audi R8 LMS GT3 EVO II,1:37.836,,0.390
4,66,Bronze Cup,"Dennis Marschall, Andrey Mukovoz",Tresor Attempto Racing,Audi R8 LMS GT3 EVO II,1:37.856,,0.410
5,21,Gold Cup,"Gilles Magnus, Finlay Hutchison",ComToYou Racing,Audi R8 LMS GT3 EVO II,1:37.868,,0.422
6,11,Pro Cup,"Lucas Legeret, Christopher Haase",ComToYou Racing,Audi R8 LMS GT3 EVO II,1:37.889,,0.443
7,26,Gold Cup,"Simon Gachet, Paul Evrard",Sainteloc Junior Team,Audi R8 LMS GT3 EVO II,1:37.933,,0.487
8,27,Pro Cup,"Christopher Mies, Gregoire Demoustier",Sainteloc Junior Team,Audi R8 LMS GT3 EVO II,1:37.964,,0.518
9,111,Pro Cup,"Christian Klien, Dean Macdonald",JP Motorsport,McLaren 720S GT3 EVO,1:38.121,,0.675
10,32,Pro Cup,"Charles Weerts, Dries Vanthoor",Team WRT,BMW M4 GT3,1:38.216,,0.770
11,159,Pro Cup,"Nicolai Kjaergaard, Benjamin Goethe",Garage 59,McLaren 720S GT3 EVO,1:38.243,,0.797
12,77,Silver Cup,"Jordan Love, Alain Valente",Haupt Racing Team,Mercedes-AMG GT3 EVO,1:38.257,,0.811
13,69,Pro Cup,"Albert Costa, Thierry Vermeulen",Emil Frey Racing,Ferrari 296 GT3,1:38.367,,0.921
14,81,Bronze Cup,"Fabian Schiller, Reema Juffali",Theeba Motorsport,Mercedes-AMG GT3 EVO,1:38.389,,0.943
15,188,Bronze Cup,"Henrique Chaves, Miguel Ramos",Garage 59,McLaren 720S GT3 EVO,1:38.452,,1.006
16,30,Gold Cup,"Niklas Krütten, Calan Williams",Team WRT,BMW M4 GT3,1:38.456,,1.010
17,55,Bronze Cup,"Christopher Zöchling, Philipp Sager",Dinamic GT,Porsche 911 GT3 R (992),1:38.467,,1.021
18,25,Pro Cup,"Erwan Bastard, Patric Niederhauser",Sainteloc Junior Team,Audi R8 LMS GT3 EVO II,1:38.505,,1.059
19,91,Bronze Cup,"Robert Renauer, Ralf Bohn",Herberth Motorsport,Porsche 911 GT3 R (992),1:38.520,,1.074
20,10,Gold Cup,"Cesar Gazeau, Adam Eteki",Boutsen VDS,Audi R8 LMS GT3 EVO II,1:38.532,,1.086
21,9,Gold Cup,"Aurelien Panis, Alberto di Folco",Boutsen VDS,Audi R8 LMS GT3 EVO II,1:38.540,,1.094
22,911,Bronze Cup,"Klaus Bachler, Alex Malykhin",Pure Rxcing,Porsche 911 GT3 R (992),1:38.543,,1.097
23,44,Bronze Cup,"Steven Palette, Stephane Denoual",CLRT,Porsche 911 GT3 R (992),1:38.572,,1.126
24,87,Bronze Cup,"Jim Pla, Eric Debard",AKKODIS ASP Team,Mercedes-AMG GT3 EVO,1:38.588,,1.142
25,52,Bronze Cup,"Andrea Bertolini, Louis Machiels",AF Corse,Ferrari 296 GT3,1:38.630,,1.184
26,163,Silver Cup,"Rolf Ineichen, Yuki Nemoto",VSR,Lamborghini Huracan GT3 EVO 2,1:38.691,,1.245
27,112,Bronze Cup,"Norbert Siedler, Patryk Krupinski",JP Motorsport,McLaren 720S GT3 EVO,1:38.718,,1.272
28,88,Pro Cup,"Timur Boguslavskiy, Raffaele Marciello",AKKODIS ASP Team,Mercedes-AMG GT3 EVO,1:38.724,,1.278
29,54,Pro Cup,"Adrien De Leener, Christian Engelhart",Dinamic GT,Porsche 911 GT3 R (992),1:38.734,,1.288
30,99,Silver Cup,"Lorenzo Patrese, Alex Aka",Tresor Attempto Racing,Audi R8 LMS GT3 EVO II,1:38.780,,1.334
31,79,Bronze Cup,"Sebastien Baud, Hubert Haupt",Haupt Racing Team,Mercedes-AMG GT3 EVO,1:38.790,,1.344
32,65,Silver Cup,"Simon Connor Primm, Maximilian Paul",Paul Motorsport,Lamborghini Huracan GT3 Evo,1:38.853,,1.407
33,31,Pro Cup,"Jean-Baptiste Simmenauer, Thomas Neubauer",Team WRT,BMW M4 GT3,1:38.967,,1.521
34,119,Silver Cup,"Baptiste Moulin, Marcus Paverud",VSR,Lamborghini Huracan GT3 EVO 2,1:39.064,,1.618
35,46,Pro Cup,"Valentino Rossi, Maxime Martin",Team WRT,BMW M4 GT3,1:39.162,,1.716
36,28,Silver Cup,"Jacopo Guidetti, Leonardo Moncini",Nova Race,Honda NSX GT3 EVO 2,1:39.222,,1.776
37,90,Silver Cup,"Jesse Salmenautio, Ezequiel Perez Companc",Madpanda Motorsport,Mercedes-AMG GT3 EVO,1:39.447,,2.001
38,71,Silver Cup,"Nicola Marinangeli, Sean Hudspeth",AF Corse,Ferrari 296 GT3,1:39.558,,2.112
39,68,Silver Cup,"Erwin Zanotti, Diego Di Fabio",Nova Race,Honda NSX GT3 EVO 2,1:39.590,,2.144
40,18,Silver Cup,"Matteo Desideri, Federico Scionti",GSM AB1 GT3 Team,Lamborghini Huracan GT3 Evo,1:41.131,,3.685
NC,14,Pro Cup,"Giacomo Altoe, Konsta Lappalainen",Emil Frey Racing,Ferrari 296 GT3,,,
