Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,40,Pro Cup,"Ricardo Feller, Mattia Drudi",Tresor Orange 1,Audi R8 LMS GT3 EVO II,1:37.195,,
2,25,Pro Cup,"Erwan Bastard, Patric Niederhauser",Sainteloc Junior Team,Audi R8 LMS GT3 EVO II,1:37.282,,0.087
3,88,Pro Cup,"Timur Boguslavskiy, Raffaele Marciello",AKKODIS ASP Team,Mercedes-AMG GT3 EVO,1:37.368,,0.173
4,69,Pro Cup,"Albert Costa, Thierry Vermeulen",Emil Frey Racing,Ferrari 296 GT3,1:37.430,,0.235
5,54,Pro Cup,"Adrien De Leener, Christian Engelhart",Dinamic GT,Porsche 911 GT3 R (992),1:37.449,,0.254
6,11,Pro Cup,"Lucas Legeret, Christopher Haase",ComToYou Racing,Audi R8 LMS GT3 EVO II,1:37.573,,0.378
7,46,Pro Cup,"Valentino Rossi, Maxime Martin",Team WRT,BMW M4 GT3,1:37.661,,0.466
8,32,Pro Cup,"Charles Weerts, Dries Vanthoor",Team WRT,BMW M4 GT3,1:37.787,,0.592
9,9,Gold Cup,"Aurelien Panis, Alberto di Folco",Boutsen VDS,Audi R8 LMS GT3 EVO II,1:37.875,,0.680
10,60,Pro Cup,"Jordan Pepper, Franck Perera",VSR,Lamborghini Huracan GT3 EVO 2,1:37.886,,0.691
11,65,Silver Cup,"Simon Connor Primm, Maximilian Paul",Paul Motorsport,Lamborghini Huracan GT3 Evo,1:37.951,,0.756
12,30,Gold Cup,"Niklas Krütten, Calan Williams",Team WRT,BMW M4 GT3,1:37.989,,0.794
13,77,Silver Cup,"Jordan Love, Alain Valente",Haupt Racing Team,Mercedes-AMG GT3 EVO,1:38.027,,0.832
14,14,Pro Cup,"Giacomo Altoe, Konsta Lappalainen",Emil Frey Racing,Ferrari 296 GT3,1:38.030,,0.835
15,26,Gold Cup,"Simon Gachet, Paul Evrard",Sainteloc Junior Team,Audi R8 LMS GT3 EVO II,1:38.083,,0.888
16,10,Gold Cup,"Cesar Gazeau, Adam Eteki",Boutsen VDS,Audi R8 LMS GT3 EVO II,1:38.183,,0.988
17,31,Pro Cup,"Jean-Baptiste Simmenauer, Thomas Neubauer",Team WRT,BMW M4 GT3,1:38.223,,1.028
18,159,Pro Cup,"Nicolai Kjaergaard, Benjamin Goethe",Garage 59,McLaren 720S GT3 EVO,1:38.247,,1.052
19,12,Pro Cup,"Frederic Vervisch, Nicolas Baert",ComToYou Racing,Audi R8 LMS GT3 EVO II,1:38.287,,1.092
20,90,Silver Cup,"Jesse Salmenautio, Ezequiel Perez Companc",Madpanda Motorsport,Mercedes-AMG GT3 EVO,1:38.300,,1.105
21,163,Silver Cup,"Rolf Ineichen, Yuki Nemoto",VSR,Lamborghini Huracan GT3 EVO 2,1:38.308,,1.113
22,111,Pro Cup,"Christian Klien, Dean Macdonald",JP Motorsport,McLaren 720S GT3 EVO,1:38.355,,1.160
23,99,Silver Cup,"Lorenzo Patrese, Alex Aka",Tresor Attempto Racing,Audi R8 LMS GT3 EVO II,1:38.530,,1.335
24,28,Silver Cup,"Jacopo Guidetti, Leonardo Moncini",Nova Race,Honda NSX GT3 EVO 2,1:38.589,,1.394
25,71,Silver Cup,"Nicola Marinangeli, Sean Hudspeth",AF Corse,Ferrari 296 GT3,1:38.637,,1.442
26,21,Gold Cup,"Gilles Magnus, Finlay Hutchison",ComToYou Racing,Audi R8 LMS GT3 EVO II,1:38.655,,1.460
27,81,Bronze Cup,"Fabian Schiller, Reema Juffali",Theeba Motorsport,Mercedes-AMG GT3 EVO,1:38.699,,1.504
28,91,Bronze Cup,"Robert Renauer, Ralf Bohn",Herberth Motorsport,Porsche 911 GT3 R (992),1:38.740,,1.545
29,911,Bronze Cup,"Klaus Bachler, Alex Malykhin",Pure Rxcing,Porsche 911 GT3 R (992),1:38.846,,1.651
30,68,Silver Cup,"Erwin Zanotti, Diego Di Fabio",Nova Race,Honda NSX GT3 EVO 2,1:38.914,,1.719
31,188,Bronze Cup,"Henrique Chaves, Miguel Ramos",Garage 59,McLaren 720S GT3 EVO,1:38.957,,1.762
32,79,Bronze Cup,"Sebastien Baud, Hubert Haupt",Haupt Racing Team,Mercedes-AMG GT3 EVO,1:38.965,,1.770
33,52,Bronze Cup,"Andrea Bertolini, Louis Machiels",AF Corse,Ferrari 296 GT3,1:38.986,,1.791
34,119,Silver Cup,"Baptiste Moulin, Marcus Paverud",VSR,Lamborghini Huracan GT3 EVO 2,1:39.192,,1.997
35,18,Silver Cup,"Matteo Desideri, Federico Scionti",GSM AB1 GT3 Team,Lamborghini Huracan GT3 Evo,1:39.452,,2.257
36,112,Bronze Cup,"Norbert Siedler, Patryk Krupinski",JP Motorsport,McLaren 720S GT3 EVO,1:39.544,,2.349
37,66,Bronze Cup,"Dennis Marschall, Andrey Mukovoz",Tresor Attempto Racing,Audi R8 LMS GT3 EVO II,1:39.678,,2.483
38,27,Pro Cup,"Christopher Mies, Gregoire Demoustier",Sainteloc Junior Team,Audi R8 LMS GT3 EVO II,1:39.756,,2.561
39,55,Bronze Cup,"Christopher Zöchling, Philipp Sager",Dinamic GT,Porsche 911 GT3 R (992),1:39.870,,2.675
40,87,Bronze Cup,"Jim Pla, Eric Debard",AKKODIS ASP Team,Mercedes-AMG GT3 EVO,1:40.441,,3.246
41,44,Bronze Cup,"Steven Palette, Stephane Denoual",CLRT,Porsche 911 GT3 R (992),1:41.056,,3.861
