Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
35,52,Pro-AM Cup,"Louis Machiels, John Wartique, Andrea Bertolini, Alessio Rovera",AF Corse,Ferrari 488 GT3,2:22.656,59,2.742
36,93,Pro-AM Cup,"Jonathan Hui, Chris Froggatt, Matteo Cressoni, Edward Cheever",SKY - Tempesta Racing,Ferrari 488 GT3,2:21.563,59,3.478
37,222,Silver Cup,"Lars Kern, Bastian Buus, Julien Apotheloz, Arno Santamato",Team Allied Racing,Porsche 911 GT3-R (991.II),2:23.271,59,3.958
38,27,Silver Cup,"Alexandre Cougnaud, Lucas Legeret, Louis Prette, Aurelien Panis",Sainteloc Racing,Audi R8 LMS GT3,2:22.332,59,4.872
39,69,Pro-AM Cup,"Sam de Haan, Rob Collard, Ricky Collard Jr., Fabian Schiller",Ram Racing,Mercedes-AMG GT3,2:22.573,59,5.688
40,30,Silver Cup,"James Pull, Franco Colapinto, Benjamin Goethe",Team WRT,Audi R8 LMS GT3,2:22.447,59,6.424
41,40,Silver Cup,"Miklas Born, Jordan Love, Yannick Mettler, Lance David Arnold",SPS automotive performance,Mercedes-AMG GT3,2:22.482,59,6.876
42,7,Silver Cup,"Axcil Ramar Jefferies, Oscar Tunjo, Paul Petit, Marvin Dienst",Toksport WRT,Mercedes-AMG GT3,2:20.998,59,7.214
43,16,Silver Cup,"Alberto di Folco, Tim Zimmermann, Kikko Galbiati, Clemens Schmid",GRT Grasser Racing Team,Lamborghini Huracan GT3 Evo,2:21.736,59,8.573
44,70,Pro-AM Cup,"Oliver Millroy, Brendan Iribe, Kevin Madsen, Jordan Pepper",Inception Racing,McLaren 720S GT3,2:22.749,59,9.305
45,61,Pro-AM Cup,"Wolfgang Triller, Carlos Rivas, Reid Harker, Will Bamber",EBM Giga Racing,Porsche 911 GT3-R (991.II),2:23.918,59,13.820
46,77,Pro-AM Cup,"Miguel Ramos, Leo Machitski, Henrique Chaves, Sandy Mitchell",Barwell Motorsport,Lamborghini Huracan GT3 Evo,2:22.797,59,14.621
47,166,AM Cup,"Pieder Decurtins, Dennis Busch, Manuel Lauck, Marc Basseng",Haegeli by T2 Racing,Porsche 911 GT3-R (991.II),2:22.757,59,16.308
48,666,Silver Cup,"Martin Rump, Glenn van Berlo, Baptiste Moulin, Yuki Nemoto",VS Racing,Lamborghini Huracan GT3 Evo,2:22.639,59,19.158
49,10,Pro-AM Cup,"Jens Liebhauser, Karim Ojjeh, Yann Zimmer, Jens Klingmann",Boutsen Ginion,BMW M6 GT3,2:21.896,59,20.178
50,23,AM Cup,"Jacob Schell, Ivan Jacoma, Niki Leutwiler, Nico Menzel",Huber Motorsport,Porsche 911 GT3-R (991.II),2:22.416,59,21.270
51,20,Pro-AM Cup,"Valentin Pierburg, George Kurtz, Colin Braun, Dominik Baumann",SPS automotive performance,Mercedes-AMG GT3,2:23.099,59,36.969
52,188,Pro-AM Cup,"Alexander West, Chris Goodwin, Charlie Eastwood, Marvin Kirchhöfer",Garage 59,Aston Martin Vantage AMR GT3,2:21.532,59,38.017
53,56,Pro Cup,"Romain Dumas, Andrea Rizzoli, Mikkel O. Pedersen",Dinamic Motorsport,Porsche 911 GT3-R (991.II),2:22.661,59,1:14.274
54,11,Pro-AM Cup,"Tim Kohmann, Francesco Zollo, Giorgio Roda, David Fumanelli",Kessel Racing,Ferrari 488 GT3,2:22.979,56,11.525
55,114,Pro Cup,"Konsta Lappalainen, Jack Aitken, Arthur Rougier",Emil Frey Racing,Lamborghini Huracan GT3 Evo,2:21.419,9,-2:41:58.469
56,163,Pro Cup,"Giacomo Altoe, Franck Perera, Albert Costa",Emil Frey Racing,Lamborghini Huracan GT3 Evo,2:21.463,9,-2:41:56.159
57,71,Pro Cup,"Antonio Fuoco, Callum Ilott, Davide Rigon",Iron Lynx,Ferrari 488 GT3,2:21.477,9,-2:41:54.969
58,21,Pro Cup,"Sven Müller, Richard Lietz, Kevin Estre",Rutronik Racing,Porsche 911 GT3-R (991.II),2:21.598,9,-2:41:54.355
