Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,63,Pro Cup,"Mirko Bortolotti, Marco Mapelli",Orange 1 FFF Racing Team,Lamborghini Huracan GT3 Evo,2:19.908,228,
2,32,Pro Cup,"Dries Vanthoor, Kelvin van der Linde",Audi Sport Team WRT,Audi R8 LMS GT3,2:19.988,228,4.711
3,51,Pro Cup,"Come Ledogar, Nicklas Nielsen",Iron Lynx,Ferrari 488 GT3,2:19.861,228,57.972
4,88,Pro Cup,"Raffaele Marciello, Daniel Juncadella",Mercedes-AMG Team Akka ASP,Mercedes-AMG GT3,2:19.753,228,1:28.889
5,95,Pro Cup,"Nicki Thiim, Ross Gunn",Garage 59,Aston Martin Vantage AMR GT3,2:19.265,228,1:32.352
6,37,Pro Cup,"Nico Müller, Robin Frijns",Audi Sport Team WRT,Audi R8 LMS GT3,2:20.160,228,1:47.054
7,38,Pro Cup,"Rob Bell, Oliver Wilkinson",Jota,McLaren 720S GT3,2:19.913,227,2.192
8,22,Pro Cup,"Matt Campbell, Earl Bamber",GPX Martini Racing,Porsche 911 GT3-R (991.II),2:19.746,227,6.560
9,90,Silver Cup,"Ezequiel Perez Companc, Ricardo Sanchez",Madpanda Motorsport,Mercedes-AMG GT3,2:20.563,227,7.414
10,25,Pro Cup,"Markus Winkelhock, Patric Niederhauser",Audi Sport Team Sainteloc Racing,Audi R8 LMS GT3,2:20.458,227,8.267
11,54,Pro Cup,"Klaus Bachler, Christian Engelhart",Dinamic Motorsport,Porsche 911 GT3-R (991.II),2:20.824,227,43.437
12,18,Pro Cup,"Edoardo Liberati, Alexandre Imperatori",KCMG,Porsche 911 GT3-R (991.II),2:21.501,227,56.273
13,4,Pro Cup,"Maro Engel, Luca Stolz",Mercedes-AMG Team HRT,Mercedes-AMG GT3,2:20.615,227,57.097
14,66,Pro Cup,"Mattia Drudi, Dennis Marschall",Audi Sport Team Attempto Racing,Audi R8 LMS GT3,2:20.983,227,1:04.676
15,3,Pro Cup,"Dennis Olsen, Michael Christensen",Schnabl Engineering,Porsche 911 GT3-R (991.II),2:20.815,227,1:08.498
16,89,Pro Cup,"Lucas Auer, Timur Boguslavskiy",AKKA ASP,Mercedes-AMG GT3,2:20.878,227,1:23.036
17,47,Pro Cup,"Maxime Martin, Nick Tandy",KCMG,Porsche 911 GT3-R (991.II),2:20.808,227,1:24.390
18,52,Pro-AM Cup,"Louis Machiels, John Wartique",AF Corse,Ferrari 488 GT3,2:20.218,226,55.880
19,107,Silver Cup,"Stuart White, Pierre-Alexandre Jean",CMR,Bentley Continental GT3,2:20.220,226,1:00.726
20,7,Silver Cup,"Axcil Ramar Jefferies, Oscar Tunjo",Toksport WRT,Mercedes-AMG GT3,2:20.900,226,1:03.838
21,159,Silver Cup,"Tuomas Tujula, Alex MacDowall",Garage 59,Aston Martin Vantage AMR GT3,2:21.151,226,1:16.618
22,188,Pro-AM Cup,"Alexander West, Chris Goodwin",Garage 59,Aston Martin Vantage AMR GT3,2:19.889,226,1:23.930
23,33,Silver Cup,"Benja Hites, Fabrizio Crestani",Team Rinaldi Racing,Ferrari 488 GT3,2:21.305,226,1:24.946
24,50,Pro Cup,"Nicky Catsburg, Maxi Buhk",Hub Auto,Mercedes-AMG GT3,2:21.417,226,1:33.525
25,31,Silver Cup,"Ryuichiro Tomita, Frank Bird",Team WRT,Audi R8 LMS GT3,2:21.075,226,1:34.137
26,93,Pro-AM Cup,"Jonathan Hui, Chris Froggatt",SKY - Tempesta Racing,Ferrari 488 GT3,2:20.843,226,1:35.604
27,61,Pro-AM Cup,"Wolfgang Triller, Carlos Rivas",EBM Giga Racing,Porsche 911 GT3-R (991.II),2:20.943,225,3.556
28,40,Silver Cup,"Miklas Born, Jordan Love",SPS automotive performance,Mercedes-AMG GT3,2:21.653,225,5.189
29,99,Silver Cup,"Fabien Lavergne, Max Hofer",Attempto Racing,Audi R8 LMS GT3,2:21.028,225,5.633
30,53,Pro-AM Cup,"Duncan Cameron, Rino Mastronardi",AF Corse,Ferrari 488 GT3,2:20.726,225,8.821
31,666,Silver Cup,"Martin Rump, Glenn van Berlo",VS Racing,Lamborghini Huracan GT3 Evo,2:21.549,225,43.789
32,77,Pro-AM Cup,"Miguel Ramos, Leo Machitski",Barwell Motorsport,Lamborghini Huracan GT3 Evo,2:20.595,225,1:05.652
33,30,Silver Cup,"James Pull, Franco Colapinto",Team WRT,Audi R8 LMS GT3,2:21.751,224,0.840
34,27,Silver Cup,"Alexandre Cougnaud, Lucas Legeret",Sainteloc Racing,Audi R8 LMS GT3,2:20.971,224,2.953
35,2,Pro-AM Cup,"Nico Bastian, Florian Scholze",GetSpeed,Mercedes-AMG GT3,2:20.585,224,10.437
36,20,Pro-AM Cup,"Valentin Pierburg, George Kurtz",SPS automotive performance,Mercedes-AMG GT3,2:20.736,224,20.280
