Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,87,Silver Cup,"Konstantin Tereschenko, Jim Pla",AKKA ASP,Mercedes-AMG GT3,1:24.454,,
2,88,Pro Cup,"Timur Boguslavskiy, Raffaele Marciello",AKKA ASP,Mercedes-AMG GT3,1:24.690,,0.236
3,32,Pro Cup,"Charles Weerts, Dries Vanthoor",Team WRT,Audi R8 LMS GT3,1:24.774,,0.320
4,89,Pro Cup,"Petru Razvan Umbrarescu, Jules Gounon",AKKA ASP,Mercedes-AMG GT GT3 2020,1:24.863,,0.409
5,77,Pro-Am Cup,"Miguel Ramos, Henrique Chaves",Barwell Motorsport,Lamborghini Huracan GT3 Evo,1:25.153,,0.699
6,30,Pro Cup,"Benjamin Goethe, Christopher Mies",Team WRT,Audi R8 LMS GT3,1:25.158,,0.704
7,14,Silver Cup,"Ricardo Feller, Alex Fontana",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:25.315,,0.861
8,31,Silver Cup,"Frank Bird, Ryuichiro Tomita",Team WRT,Audi R8 LMS GT3,1:25.341,,0.887
9,114,Silver Cup,"Konsta Lappalainen, Arthur Rougier",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:25.388,,0.934
10,26,Pro Cup,"Aurelien Panis, Frederic Vervisch",Sainteloc Racing,Audi R8 LMS GT3,1:25.519,,1.065
11,38,Pro Cup,"Ben Barnicoat, Oliver Wilkinson",Jota,McLaren 720S GT3,1:25.519,,1.065
12,90,Silver Cup,"Ezequiel Perez Companc, Rik Breukers",Madpanda Motorsport,Mercedes-AMG GT3,1:25.530,,1.076
13,25,Pro Cup,"Leo Roussel, Christopher Haase",Sainteloc Racing,Audi R8 LMS GT3,1:25.575,,1.121
14,7,Silver Cup,"Juuso Puhakka, Oscar Tunjo",Toksport WRT,Mercedes-AMG GT3,1:25.598,,1.144
15,66,Pro Cup,"Max Hofer, Mattia Drudi",Attempto Racing,Audi R8 LMS GT3,1:25.651,,1.197
16,6,Pro Cup,"Luca Stolz, Maro Engel",Mercedes-AMG Team Toksport WRT,Mercedes-AMG GT3,1:25.832,,1.378
17,33,Silver Cup,"Patrick Kujala, Benja Hites",Team Rinaldi Racing,Ferrari 488 GT3,1:25.851,,1.397
18,99,Silver Cup,"Alex Aka, Dennis Marschall",Attempto Racing,Audi R8 LMS GT3,1:26.026,,1.572
19,93,Silver Cup,"Chris Froggatt, Giorgio Roda",SKY - Tempesta Racing,Ferrari 488 GT3,1:26.124,,1.670
20,163,Pro Cup,"Norbert Siedler, Albert Costa",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:26.172,,1.718
21,222,Pro Cup,"Julien Apotheloz, Klaus Bachler",Team Allied Racing,Porsche 911 GT3-R (991.II),1:26.178,,1.724
22,20,Pro-Am Cup,"Valentin Pierburg, Dominik Baumann",SPS automotive performance,Mercedes-AMG GT3,1:26.296,,1.842
23,159,Silver Cup,"Tuomas Tujula, Nicolai Kjaergaard",Garage 59,Aston Martin Vantage AMR GT3,1:26.450,,1.996
24,8,Pro-Am Cup,"Kevin Tse, Adam Christodoulou",Ram Racing,Mercedes-AMG GT3,1:26.501,,2.047
25,107,Silver Cup,"Pierre Alexandre Jean, Ulysse De Pauw",CMR,Bentley Continental GT3,1:26.555,,2.101
26,188,Pro-Am Cup,"Alexander West, Jonny Adam",Garage 59,Aston Martin Vantage AMR GT3,1:26.564,,2.110
27,52,Pro-Am Cup,"Louis Machiels, Andrea Bertolini",AF Corse,Ferrari 488 GT3,1:26.587,,2.133
28,108,Pro Cup,"Nelson Panciatici, Stephane Richelmi",CMR,Bentley Continental GT3,1:27.033,,2.579
