Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,32,Pro Cup,"Charles Weerts, Dries Vanthoor",Team WRT,Audi R8 LMS GT3,1:24.933,40,
2,6,Pro Cup,"Luca Stolz, Maro Engel",Mercedes-AMG Team Toksport WRT,Mercedes-AMG GT3,1:25.202,40,0.407
3,31,Silver Cup,"Frank Bird, Ryuichiro Tomita",Team WRT,Audi R8 LMS GT3,1:25.748,40,8.487
4,90,Silver Cup,"Ezequiel Perez Companc, Rik Breukers",Madpanda Motorsport,Mercedes-AMG GT3,1:25.536,40,9.730
5,26,Pro Cup,"Aurelien Panis, Frederic Vervisch",Sainteloc Racing,Audi R8 LMS GT3,1:25.798,40,10.438
6,7,Silver Cup,"Juuso Puhakka, Oscar Tunjo",Toksport WRT,Mercedes-AMG GT3,1:25.651,40,12.718
7,107,Silver Cup,"Pierre Alexandre Jean, Ulysse De Pauw",CMR,Bentley Continental GT3,1:25.810,40,13.531
8,114,Silver Cup,"Konsta Lappalainen, Arthur Rougier",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:25.878,40,15.618
9,33,Silver Cup,"Patrick Kujala, Benja Hites",Team Rinaldi Racing,Ferrari 488 GT3,1:26.260,40,29.293
10,25,Pro Cup,"Leo Roussel, Christopher Haase",Sainteloc Racing,Audi R8 LMS GT3,1:25.433,40,29.489
11,87,Silver Cup,"Konstantin Tereschenko, Jim Pla",AKKA ASP,Mercedes-AMG GT3,1:25.218,40,32.592
12,89,Pro Cup,"Petru Razvan Umbrarescu, Jules Gounon",AKKA ASP,Mercedes-AMG GT GT3 2020,1:25.270,40,32.912
13,99,Silver Cup,"Alex Aka, Dennis Marschall",Attempto Racing,Audi R8 LMS GT3,1:25.737,40,35.937
14,14,Silver Cup,"Ricardo Feller, Alex Fontana",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:25.864,40,37.149
15,66,Pro Cup,"Max Hofer, Mattia Drudi",Attempto Racing,Audi R8 LMS GT3,1:25.567,40,38.578
16,163,Pro Cup,"Norbert Siedler, Albert Costa",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:25.515,40,38.927
17,88,Pro Cup,"Timur Boguslavskiy, Raffaele Marciello",AKKA ASP,Mercedes-AMG GT3,1:24.577,40,39.390
18,30,Pro Cup,"Benjamin Goethe, Christopher Mies",Team WRT,Audi R8 LMS GT3,1:25.536,40,39.733
19,222,Pro Cup,"Julien Apotheloz, Klaus Bachler",Team Allied Racing,Porsche 911 GT3-R (991.II),1:26.096,40,53.030
20,108,Pro Cup,"Nelson Panciatici, Stephane Richelmi",CMR,Bentley Continental GT3,1:26.600,40,57.053
21,77,Pro-Am Cup,"Miguel Ramos, Henrique Chaves",Barwell Motorsport,Lamborghini Huracan GT3 Evo,1:25.601,40,1:03.028
22,52,Pro-Am Cup,"Louis Machiels, Andrea Bertolini",AF Corse,Ferrari 488 GT3,1:26.406,40,1:04.014
23,188,Pro-Am Cup,"Alexander West, Jonny Adam",Garage 59,Aston Martin Vantage AMR GT3,1:26.191,40,1:10.162
24,159,Silver Cup,"Tuomas Tujula, Nicolai Kjaergaard",Garage 59,Aston Martin Vantage AMR GT3,1:26.090,39,1.170
25,20,Pro-Am Cup,"Valentin Pierburg, Dominik Baumann",SPS automotive performance,Mercedes-AMG GT3,1:26.147,39,4.112
26,93,Silver Cup,"Chris Froggatt, Giorgio Roda",SKY - Tempesta Racing,Ferrari 488 GT3,1:26.548,39,5.414
27,8,Pro-Am Cup,"Kevin Tse, Adam Christodoulou",Ram Racing,Mercedes-AMG GT3,1:26.272,39,5.694
28,38,Pro Cup,"Ben Barnicoat, Oliver Wilkinson",Jota,McLaren 720S GT3,1:25.182,37,-7:04.368
