Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,88,Pro Cup,"Raffaele Marciello, Timur Boguslavskiy",AKKODIS ASP Team,Mercedes-AMG GT3 EVO,1:43.625,,
2,60,Pro Cup,"Andrea Caldarelli, Marco Mapelli",VSR,Lamborghini Huracan GT3 EVO 2,1:44.034,,0.409
3,77,Silver Cup,"Jordan Love, Frank Bird",Haupt Racing Team,Mercedes-AMG GT3 EVO,1:44.077,,0.452
4,40,Pro Cup,"Ricardo Feller, Mattia Drudi",Tresor Orange 1,Audi R8 LMS GT3 EVO II,1:44.147,,0.522
5,46,Pro Cup,"Valentino Rossi, Maxime Martin",Team WRT,BMW M4 GT3,1:44.150,,0.525
6,12,Pro Cup,"Frederic Vervisch, Nicolas Baert",ComToYou Racing,Audi R8 LMS GT3 EVO II,1:44.201,,0.576
7,44,Pro Cup,"Laurin Heinrich, Ayhancan Güven",CLRT,Porsche 911 GT3 R (992),1:44.239,,0.614
8,11,Pro Cup,"Lucas Legeret, Christopher Haase",ComToYou Racing,Audi R8 LMS GT3 EVO II,1:44.309,,0.684
9,99,Silver Cup,"Alex Aka, Lorenzo Patrese",Tresor Attempto Racing,Audi R8 LMS GT3 EVO II,1:44.379,,0.754
10,21,Gold Cup,"Gilles Magnus, Finlay Hutchison",ComToYou Racing,Audi R8 LMS GT3 EVO II,1:44.384,,0.759
11,25,Pro Cup,"Patric Niederhauser, Erwan Bastard",Sainteloc Junior Team,Audi R8 LMS GT3 EVO II,1:44.424,,0.799
12,26,Gold Cup,"Simon Gachet, Paul Evrard",Sainteloc Junior Team,Audi R8 LMS GT3 EVO II,1:44.434,,0.809
13,32,Pro Cup,"Dries Vanthoor, Charles Weerts",Team WRT,BMW M4 GT3,1:44.436,,0.811
14,69,Pro Cup,"Albert Costa, Thierry Vermeulen",Emil Frey Racing,Ferrari 296 GT3,1:44.464,,0.839
15,14,Pro Cup,"Konsta Lappalainen, Giacomo Altoe",Emil Frey Racing,Ferrari 296 GT3,1:44.504,,0.879
16,54,Pro Cup,"Christian Engelhart, Adrien De Leener",Dinamic GT,Porsche 911 GT3 R (992),1:44.583,,0.958
17,30,Gold Cup,"Niklas Krütten, Calan Williams",Team WRT,BMW M4 GT3,1:44.615,,0.990
18,27,Pro Cup,"Gregoire Demoustier, Christopher Mies",Sainteloc Junior Team,Audi R8 LMS GT3 EVO II,1:44.648,,1.023
19,9,Gold Cup,"Aurelien Panis, Alberto di Folco",Boutsen VDS,Audi R8 LMS GT3 EVO II,1:44.844,,1.219
20,71,Silver Cup,"Nicola Marinangeli, Sean Hudspeth",AF Corse,Ferrari 296 GT3,1:44.899,,1.274
21,159,Pro Cup,"Nicolai Kjaergaard, Benjamin Goethe",Garage 59,McLaren 720S GT3 EVO,1:44.955,,1.330
22,28,Silver Cup,"Jacopo Guidetti, Leonardo Moncini",Nova Race,Honda NSX GT3 EVO 2,1:45.020,,1.395
23,90,Silver Cup,"Jesse Salmenautio, Ezequiel Perez Companc",Madpanda Motorsport,Mercedes-AMG GT3 EVO,1:45.048,,1.423
24,31,Pro Cup,"Thomas Neubauer, Jean-Baptiste Simmenauer",Team WRT,BMW M4 GT3,1:45.120,,1.495
25,163,Silver Cup,"Marcus Paverud, Maximilian Paul",VSR,Lamborghini Huracan GT3 EVO 2,1:45.307,,1.682
26,68,Silver Cup,"Erwin Zanotti, Alex Frassineti",Nova Race,Honda NSX GT3 EVO 2,1:45.627,,2.002
27,112,Gold Cup,"Norbert Siedler, Patryk Krupinski",JP Motorsport,McLaren 720S GT3 EVO,1:45.644,,2.019
28,111,Pro Cup,"Christian Klien, Dean Macdonald",JP Motorsport,McLaren 720S GT3 EVO,1:45.929,,2.304
29,18,Silver Cup,"Paul Meijer, Harley Haughton",GSM AB1 GT3 Team,Lamborghini Huracan GT3 Evo,1:45.958,,2.333
30,10,Gold Cup,"Cesar Gazeau, Adam Eteki",Boutsen VDS,Audi R8 LMS GT3 EVO II,1:47.262,,3.637
