Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,14,Pro Cup,"Konsta Lappalainen, Giacomo Altoe",Emil Frey Racing,Ferrari 296 GT3,1:37.189,,
2,159,Pro Cup,"Nicolai Kjaergaard, Benjamin Goethe",Garage 59,McLaren 720S GT3 EVO,1:37.201,,0.012
3,46,Pro Cup,"Valentino Rossi, Maxime Martin",Team WRT,BMW M4 GT3,1:37.704,,0.515
4,30,Gold Cup,"Niklas Krütten, Calan Williams",Team WRT,BMW M4 GT3,1:37.746,,0.557
5,77,Silver Cup,"Jordan Love, Frank Bird",Haupt Racing Team,Mercedes-AMG GT3 EVO,1:37.799,,0.610
6,32,Pro Cup,"Dries Vanthoor, Charles Weerts",Team WRT,BMW M4 GT3,1:37.913,,0.724
7,69,Pro Cup,"Albert Costa, Thierry Vermeulen",Emil Frey Racing,Ferrari 296 GT3,1:38.283,,1.094
8,88,Pro Cup,"Raffaele Marciello, Timur Boguslavskiy",AKKODIS ASP Team,Mercedes-AMG GT3 EVO,1:38.323,,1.134
9,40,Pro Cup,"Ricardo Feller, Mattia Drudi",Tresor Orange 1,Audi R8 LMS GT3 EVO II,1:39.047,,1.858
10,99,Silver Cup,"Alex Aka, Lorenzo Patrese",Tresor Attempto Racing,Audi R8 LMS GT3 EVO II,1:39.194,,2.005
11,10,Gold Cup,"Cesar Gazeau, Adam Eteki",Boutsen VDS,Audi R8 LMS GT3 EVO II,1:39.220,,2.031
12,21,Gold Cup,"Gilles Magnus, Finlay Hutchison",ComToYou Racing,Audi R8 LMS GT3 EVO II,1:39.224,,2.035
13,27,Pro Cup,"Gregoire Demoustier, Christopher Mies",Sainteloc Junior Team,Audi R8 LMS GT3 EVO II,1:39.293,,2.104
14,12,Pro Cup,"Frederic Vervisch, Nicolas Baert",ComToYou Racing,Audi R8 LMS GT3 EVO II,1:39.772,,2.583
15,44,Pro Cup,"Laurin Heinrich, Ayhancan Güven",CLRT,Porsche 911 GT3 R (992),1:39.803,,2.614
16,60,Pro Cup,"Andrea Caldarelli, Marco Mapelli",VSR,Lamborghini Huracan GT3 EVO 2,1:39.845,,2.656
17,11,Pro Cup,"Lucas Legeret, Christopher Haase",ComToYou Racing,Audi R8 LMS GT3 EVO II,1:39.999,,2.810
18,90,Silver Cup,"Jesse Salmenautio, Ezequiel Perez Companc",Madpanda Motorsport,Mercedes-AMG GT3 EVO,1:40.124,,2.935
19,26,Gold Cup,"Simon Gachet, Paul Evrard",Sainteloc Junior Team,Audi R8 LMS GT3 EVO II,1:40.154,,2.965
20,163,Silver Cup,"Marcus Paverud, Maximilian Paul",VSR,Lamborghini Huracan GT3 EVO 2,1:40.204,,3.015
21,31,Pro Cup,"Thomas Neubauer, Jean-Baptiste Simmenauer",Team WRT,BMW M4 GT3,1:40.747,,3.558
22,71,Silver Cup,"Nicola Marinangeli, Sean Hudspeth",AF Corse,Ferrari 296 GT3,1:40.884,,3.695
23,9,Gold Cup,"Aurelien Panis, Alberto di Folco",Boutsen VDS,Audi R8 LMS GT3 EVO II,1:40.919,,3.730
24,68,Silver Cup,"Erwin Zanotti, Alex Frassineti",Nova Race,Honda NSX GT3 EVO 2,1:41.108,,3.919
25,28,Silver Cup,"Jacopo Guidetti, Leonardo Moncini",Nova Race,Honda NSX GT3 EVO 2,1:41.754,,4.565
26,54,Pro Cup,"Christian Engelhart, Adrien De Leener",Dinamic GT,Porsche 911 GT3 R (992),1:42.192,,5.003
27,18,Silver Cup,"Paul Meijer, Harley Haughton",GSM AB1 GT3 Team,Lamborghini Huracan GT3 Evo,1:42.473,,5.284
28,25,Pro Cup,"Patric Niederhauser, Erwan Bastard",Sainteloc Junior Team,Audi R8 LMS GT3 EVO II,1:43.269,,6.080
29,112,Gold Cup,"Norbert Siedler, Patryk Krupinski",JP Motorsport,McLaren 720S GT3 EVO,1:44.590,,7.401
30,111,Pro Cup,"Christian Klien, Dean Macdonald",JP Motorsport,McLaren 720S GT3 EVO,1:44.643,,7.454
