Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,32,Pro Cup,"Charles Weerts, Dries Vanthoor",Team WRT,Audi R8 LMS evo II GT3,1:32.886,35,
2,89,Pro Cup,"Timur Boguslavskiy, Raffaele Marciello",AKKODIS ASP,Mercedes-AMG GT3,1:33.341,35,2.125
3,11,Pro Cup,"Simon Gachet, Christopher Haase",Tresor by Car Collection,Audi R8 LMS evo II GT3,1:33.138,35,2.979
4,33,Pro Cup,"Jean-Baptiste Simmenauer, Christopher Mies",Team WRT,Audi R8 LMS evo II GT3,1:33.328,35,3.388
5,46,Pro Cup,"Valentino Rossi, Frederic Vervisch",Team WRT,Audi R8 LMS evo II GT3,1:33.518,35,4.350
6,88,Pro Cup,"Jules Gounon, Jim Pla",AKKODIS ASP,Mercedes-AMG GT3,1:33.283,35,4.805
7,663,Pro Cup,"Alberto di Folco, Albert Costa",Imperiale Racing,Lamborghini Huracan GT3 Evo,1:33.577,35,5.310
8,53,Silver Cup,"Pierre Alexandre Jean, Ulysse De Pauw",AF Corse,Ferrari 488 GT3,1:33.667,35,5.795
9,99,Silver Cup,"Alex Aka, Nicolas Schöll",Attempto Racing,Audi R8 LMS evo II GT3,1:33.370,35,6.136
10,30,Silver Cup,"Thomas Neubauer, Benjamin Goethe",Team WRT,Audi R8 LMS evo II GT3,1:33.137,35,6.383
11,26,Silver Cup,"Nicolas Baert, Lucas Legeret",Sainteloc Junior Team,Audi R8 LMS evo II GT3,1:33.381,35,6.929
12,112,Pro Cup,"Vincent Abril, Dennis Lind",JP Motorsport,McLaren 720S GT3,1:33.790,35,7.418
13,56,Pro Cup,"Giorgio Roda, Klaus Bachler",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:33.753,35,9.115
14,93,Silver Cup,"Eddie Cheever, Chris Froggatt",SKY - Tempesta Racing,Mercedes-AMG GT3,1:33.260,35,9.748
15,188,Pro-Am Cup,"Miguel Ramos, Dean Macdonald",Garage 59,McLaren 720S GT3,1:33.993,35,12.085
16,87,Silver Cup,"Casper Stevenson, Thomas Drouet",AKKODIS ASP,Mercedes-AMG GT3,1:33.880,35,19.315
17,18,Silver Cup,"Danny Kroes, Daan Pijl",GSM NOVAMARINE,Lamborghini Huracan GT3 Evo,1:34.172,35,55.863
18,52,Pro-Am Cup,"Louis Machiels, Andrea Bertolini",AF Corse,Ferrari 488 GT3,1:35.639,34,14.256
19,888,Silver Cup,"Mattia Di Giusto, Jonathan Cecotto",LP Racing,Lamborghini Huracan GT3 Evo,1:33.879,34,14.523
20,159,Silver Cup,"Vargas Manuel Maldonado, Ethan Simioni",Garage 59,McLaren 720S GT3,1:33.904,34,19.762
21,12,Pro Cup,"Lorenzo Patrese, Mattia Drudi",Tresor by Car Collection,Audi R8 LMS evo II GT3,1:33.456,29,-12:49.531
22,86,Silver Cup,"Igor Walilko, Petru Razvan Umbrarescu",AKKODIS ASP,Mercedes-AMG GT3,1:33.559,29,-11:36.800
NC,66,Pro Cup,"Pieter Schothorst, Dennis Marschall",Attempto Racing,Audi R8 LMS evo II GT3,,1,-56:12.562
NC,54,Pro Cup,"Adrien De Leener, Christian Engelhart",Dinamic Motorsport,Porsche 911 GT3-R (991.II),,,
NC,111,Pro-Am Cup,"Patryk Krupinski, Norbert Siedler",JP Motorsport,McLaren 720S GT3,,,
