Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,32,Pro Cup,"Dries Vanthoor, Sheldon van der Linde, Charles Weerts",Team WRT,BMW M4 GT3,1:39.888,,
2,911,Bronze Cup,"Joel Sturm, Alex Malykhin, Klaus Bachler",Pure Rxcing,Porsche 911 GT3 R (992),1:40.009,,0.121
3,88,Pro Cup,"Raffaele Marciello, Jules Gounon, Timur Boguslavskiy",AKKODIS ASP Team,Mercedes-AMG GT3 EVO,1:40.064,,0.176
4,71,Pro Cup,"Antonio Fuoco, Daniel Serra, Davide Rigon",AF Corse - Francorchamps Motors,Ferrari 296 GT3,1:40.068,,0.180
5,54,Pro Cup,"Ayhancan Güven, Sven Müller, Christian Engelhart",Dinamic GT,Porsche 911 GT3 R (992),1:40.126,,0.238
6,78,Pro-AM Cup,"Adam Balon, Rob Collard, Dennis Lind",Barwell Motorsport,Lamborghini Huracan GT3 EVO 2,1:40.155,,0.267
7,63,Pro Cup,"Mirko Bortolotti, Andrea Caldarelli, Jordan Pepper",Iron Lynx,Lamborghini Huracan GT3 EVO 2,1:40.203,,0.315
8,66,Bronze Cup,"Andrey Mukovoz, Christopher Zöchling, Dylan Pereira",Tresor Attempto Racing,Audi R8 LMS GT3 EVO II,1:40.204,,0.316
9,57,Gold Cup,"Russell Ward, Indy Dontje, Philip Ellis",Winward Racing,Mercedes-AMG GT3 EVO,1:40.228,,0.340
10,51,Pro Cup,"Alessio Rovera, Robert Shwartzman, Nicklas Nielsen",AF Corse - Francorchamps Motors,Ferrari 296 GT3,1:40.321,,0.433
11,159,Pro Cup,"Benjamin Goethe, Nicolai Kjaergaard, Marvin Kirchhöfer",Garage 59,McLaren 720S GT3 EVO,1:40.377,,0.489
12,777,Pro Cup,"Maro Engel, Luca Stolz, Fabian Schiller",Mercedes-AMG Team AlManar,Mercedes-AMG GT3 EVO,1:40.401,,0.513
13,91,Bronze Cup,"Ralf Bohn, Alfred Renauer, Robert Renauer",Herberth Motorsport,Porsche 911 GT3 R (992),1:40.420,,0.532
14,5,Gold Cup,"Charlie Fagg, Sam de Haan, Dean Macdonald",Optimum Motorsport,McLaren 720S GT3 EVO,1:40.503,,0.615
15,55,Bronze Cup,"Benjamin Barker, Marius Nakken, Philipp Sager",Dinamic GT,Porsche 911 GT3 R (992),1:40.527,,0.639
16,79,Bronze Cup,"Sebastien Baud, Arjun Maini, Hubert Haupt",Haupt Racing Team,Mercedes-AMG GT3 EVO,1:40.532,,0.644
17,96,Pro Cup,"Thomas Preining, Laurin Heinrich, Dennis Olsen",Rutronik Racing,Porsche 911 GT3 R (992),1:40.583,,0.695
18,3,Bronze Cup,"Florian Scholze, Patrick Assenheimer, Lucas Auer",GetSpeed,Mercedes-AMG GT3 EVO,1:40.691,,0.803
19,98,Pro Cup,"Philipp Eng, Marco Wittmann, Nick Yelloly",Rowe Racing,BMW M4 GT3,1:40.748,,0.860
20,888,Bronze Cup,"Arnold Robin, Alexandre Cougnaud, Arthur Rougier",CSA Racing,Audi R8 LMS GT3 EVO II,1:40.749,,0.861
21,157,Gold Cup,"Miklas Born, David Schumacher, Marius Zug",Winward Racing,Mercedes-AMG GT3 EVO,1:40.759,,0.871
22,11,Pro Cup,"Christopher Haase, Gilles Magnus, Frederic Vervisch",ComToYou Racing,Audi R8 LMS GT3 EVO II,1:40.765,,0.877
23,25,Pro Cup,"Christopher Mies, Patric Niederhauser, Simon Gachet",Sainteloc Junior Team,Audi R8 LMS GT3 EVO II,1:40.809,,0.921
24,40,Pro Cup,"Ricardo Feller, Mattia Drudi, Dennis Marschall",Tresor Orange 1,Audi R8 LMS GT3 EVO II,1:40.829,,0.941
25,19,Gold Cup,"Pierre-Louis Chovet, Michele Beretta, Leonardo Pulcini",Iron Lynx,Lamborghini Huracan GT3 EVO 2,1:40.845,,0.957
26,87,Pro Cup,"Lorenzo Ferrari, Thomas Drouet, Maximilian Götz",Mercedes-AMG Team Akkodis ASP,Mercedes-AMG GT3 EVO,1:40.926,,1.038
27,998,Pro Cup,"Daniel Harper, Neil Verhagen, Max Hesse",Rowe Racing,BMW M4 GT3,1:40.949,,1.061
28,81,Bronze Cup,"Alain Valente, Reema Juffali, Ralf Aron",Theeba Motorsport,Mercedes-AMG GT3 EVO,1:40.984,,1.096
29,6,Pro Cup,"Sandy Mitchell, Marco Mapelli, Franck Perera",K-Pax Racing,Lamborghini Huracan GT3 EVO 2,1:40.991,,1.103
30,93,Bronze Cup,"Jonathan Hui, Chris Froggatt, Eddie Cheever",SKY - Tempesta Racing,McLaren 720S GT3 EVO,1:41.018,,1.130
