Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,71,Pro Cup,"Daniel Serra, Davide Rigon",Iron Lynx,Ferrari 488 GT3,1:53.438,,
2,54,Pro Cup,"Klaus Bachler, Come Ledogar",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:53.771,,0.333
3,57,Gold Cup,"Jens Liebhauser, Lorenzo Ferrari",Winward Racing,Mercedes-AMG GT3,1:53.773,,0.335
4,188,Pro-AM Cup,"Alexander West, Miguel Ramos",Garage 59,McLaren 720S GT3,1:53.871,,0.433
5,30,Silver Cup,"Jean-Baptiste Simmenauer, Benjamin Goethe",Team WRT,Audi R8 LMS evo II GT3,1:53.877,,0.439
6,88,Pro Cup,"Raffaele Marciello, Daniel Juncadella",AMG Team AKKODIS ASP,Mercedes-AMG GT3,1:53.879,,0.441
7,7,Gold Cup,"Oliver Millroy, Brendan Iribe",Inception Racing,McLaren 720S GT3,1:53.905,,0.467
8,19,Pro Cup,"Leo Roussel, Arthur Rougier",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:54.105,,0.667
9,63,Pro Cup,"Mirko Bortolotti, Jack Aitken",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:54.241,,0.803
10,25,Pro Cup,"Lucas Legeret, Christopher Mies",Sainteloc Junior Team,Audi R8 LMS evo II GT3,1:54.252,,0.814
11,22,Silver Cup,"Patrik Matthiesen, Dominik Fischli",Allied Racing,Porsche 911 GT3-R (991.II),1:54.274,,0.836
12,51,Pro Cup,"Nicklas Nielsen, James Calado",Iron Lynx,Ferrari 488 GT3,1:54.289,,0.851
13,777,Silver Cup,"Al Faisal Al Zubair, Axcil Jefferies",Al Manar Racing by HRT,Mercedes-AMG GT3,1:54.304,,0.866
14,38,Pro Cup,"Marvin Kirchhöfer, Oliver Wilkinson",Jota,McLaren 720S GT3,1:54.353,,0.915
15,911,Gold Cup,"Ralf Bohn, Alfred Renauer",Herberth Motorsport,Porsche 911 GT3-R (991.II),1:54.376,,0.938
16,95,Pro Cup,"Maxime Martin, Marco Sorensen",Beechdean AMR,Aston Martin Vantage AMR GT3,1:54.389,,0.951
17,32,Pro Cup,"Dries Vanthoor, Kelvin van der Linde",Team WRT,Audi R8 LMS evo II GT3,1:54.402,,0.964
18,46,Pro Cup,"Frederic Vervisch, Nico Müller",Team WRT,Audi R8 LMS evo II GT3,1:54.429,,0.991
19,14,Silver Cup,"Konsta Lappalainen, Tuomas Tujula",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:54.439,,1.001
20,26,Silver Cup,"Cesar Gazeau, Nicolas Baert",Sainteloc Junior Team,Audi R8 LMS evo II GT3,1:54.447,,1.009
21,12,Pro Cup,"Christopher Haase, Mattia Drudi",Tresor by Car Collection,Audi R8 LMS evo II GT3,1:54.470,,1.032
22,98,Pro Cup,"Nick Yelloly, Nicky Catsburg",Rowe Racing,BMW M4 GT3,1:54.491,,1.053
23,159,Silver Cup,"Vargas Manuel Maldonado, Ethan Simioni",Garage 59,McLaren 720S GT3,1:54.512,,1.074
24,39,Gold Cup,"Piti Bhirombhakdi, Tanard Sathienthirakul",Singha Racing Team TP 12,Porsche 911 GT3-R (991.II),1:54.544,,1.106
25,83,Gold Cup,"Rahel Frey, Sarah Bovy",Iron Dames,Ferrari 488 GT3,1:54.552,,1.114
26,99,Silver Cup,"Marius Zug, Nicolas Schöll",Attempto Racing,Audi R8 LMS evo II GT3,1:54.556,,1.118
27,50,Pro Cup,"Daniel Harper, Neil Verhagen",Rowe Racing,BMW M4 GT3,1:54.651,,1.213
28,87,Silver Cup,"Casper Stevenson, Thomas Drouet",AKKODIS ASP,Mercedes-AMG GT3,1:54.675,,1.237
29,33,Gold Cup,"Ryuichiro Tomita, Arnold Robin",Team WRT,Audi R8 LMS evo II GT3,1:54.677,,1.239
30,52,Pro-AM Cup,"Stefano Costantini, Louis Machiels",AF Corse,Ferrari 488 GT3,1:54.702,,1.264
31,24,Pro-AM Cup,"Niki Leutwiler, Ivan Jacoma",Herberth Motorsport,Porsche 911 GT3-R (991.II),1:54.755,,1.317
