Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,71,Pro Cup,"Daniel Serra, Davide Rigon, Antonio Fuoco",Iron Lynx,Ferrari 488 GT3,1:54.328,,
2,51,Pro Cup,"Nicklas Nielsen, James Calado, Miguel Molina",Iron Lynx,Ferrari 488 GT3,1:54.378,,0.050
3,98,Pro Cup,"Nick Yelloly, Nicky Catsburg, Augusto Farfus",Rowe Racing,BMW M4 GT3,1:54.564,,0.236
4,25,Pro Cup,"Lucas Legeret, Christopher Mies, Patric Niederhauser",Sainteloc Junior Team,Audi R8 LMS evo II GT3,1:54.632,,0.304
5,32,Pro Cup,"Dries Vanthoor, Kelvin van der Linde, Charles Weerts",Team WRT,Audi R8 LMS evo II GT3,1:54.711,,0.383
6,5,Gold Cup,"Arjun Maini, Hubert Haupt, Florian Scholze",Haupt Racing Team,Mercedes-AMG GT3,1:54.735,,0.407
7,38,Pro Cup,"Marvin Kirchhöfer, Oliver Wilkinson, Rob Bell",Jota,McLaren 720S GT3,1:54.791,,0.463
8,57,Gold Cup,"Jens Liebhauser, Lorenzo Ferrari, Lucas Auer",Winward Racing,Mercedes-AMG GT3,1:54.796,,0.468
9,99,Silver Cup,"Marius Zug, Nicolas Schöll, Alex Aka",Attempto Racing,Audi R8 LMS evo II GT3,1:54.814,,0.486
10,2,Pro Cup,"Maro Engel, Steijn Schothorst, Luca Stolz",AMG Team GetSpeed,Mercedes-AMG GT3,1:54.880,,0.552
11,107,Pro-AM Cup,"Nigel Bailly, Stephane Lemeret, Antonin Borga",CMR,Bentley Continental GT3,1:54.883,,0.555
12,777,Silver Cup,"Al Faisal Al Zubair, Axcil Jefferies, Fabian Schiller",Al Manar Racing by HRT,Mercedes-AMG GT3,1:54.902,,0.574
13,88,Pro Cup,"Raffaele Marciello, Daniel Juncadella, Jules Gounon",AMG Team AKKODIS ASP,Mercedes-AMG GT3,1:54.918,,0.590
14,46,Pro Cup,"Frederic Vervisch, Nico Müller, Valentino Rossi",Team WRT,Audi R8 LMS evo II GT3,1:54.937,,0.609
15,7,Gold Cup,"Oliver Millroy, Brendan Iribe, Frederik Schandorff",Inception Racing,McLaren 720S GT3,1:54.988,,0.660
16,63,Pro Cup,"Mirko Bortolotti, Jack Aitken, Albert Costa",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:54.999,,0.671
