Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,32,Pro Cup,"Dries Vanthoor, Kelvin van der Linde, Charles Weerts",Team WRT,Audi R8 LMS evo II GT3,1:53.864,,
2,54,Pro Cup,"Klaus Bachler, Come Ledogar, Matteo Cairoli",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:54.108,,0.244
3,71,Pro Cup,"Daniel Serra, Davide Rigon, Antonio Fuoco",Iron Lynx,Ferrari 488 GT3,1:54.219,,0.355
4,46,Pro Cup,"Frederic Vervisch, Nico Müller, Valentino Rossi",Team WRT,Audi R8 LMS evo II GT3,1:54.237,,0.373
5,88,Pro Cup,"Raffaele Marciello, Daniel Juncadella, Jules Gounon",AMG Team AKKODIS ASP,Mercedes-AMG GT3,1:54.245,,0.381
6,51,Pro Cup,"Nicklas Nielsen, James Calado, Miguel Molina",Iron Lynx,Ferrari 488 GT3,1:54.421,,0.557
7,63,Pro Cup,"Mirko Bortolotti, Jack Aitken, Albert Costa",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:54.426,,0.562
8,38,Pro Cup,"Marvin Kirchhöfer, Oliver Wilkinson, Rob Bell",Jota,McLaren 720S GT3,1:54.497,,0.633
9,563,Silver Cup,"Michele Beretta, Yuki Nemoto, Benja Hites",VSR,Lamborghini Huracan GT3 Evo,1:54.500,,0.636
10,2,Pro Cup,"Maro Engel, Steijn Schothorst, Luca Stolz",AMG Team GetSpeed,Mercedes-AMG GT3,1:54.590,,0.726
11,14,Silver Cup,"Konsta Lappalainen, Tuomas Tujula, Stuart White",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:54.612,,0.748
12,30,Silver Cup,"Jean-Baptiste Simmenauer, Benjamin Goethe, Thomas Neubauer",Team WRT,Audi R8 LMS evo II GT3,1:54.627,,0.763
13,20,Pro-AM Cup,"Dominik Baumann, Valentin Pierburg, Martin Konrad",SPS automotive performance,Mercedes-AMG GT3,1:54.738,,0.874
14,12,Pro Cup,"Christopher Haase, Mattia Drudi, Luca Ghiotto",Tresor by Car Collection,Audi R8 LMS evo II GT3,1:54.780,,0.916
15,95,Pro Cup,"Maxime Martin, Marco Sorensen, Nicki Thiim",Beechdean AMR,Aston Martin Vantage AMR GT3,1:54.808,,0.944
16,50,Pro Cup,"Daniel Harper, Neil Verhagen, Max Hesse",Rowe Racing,BMW M4 GT3,1:54.836,,0.972
17,777,Silver Cup,"Al Faisal Al Zubair, Axcil Jefferies, Fabian Schiller",Al Manar Racing by HRT,Mercedes-AMG GT3,1:54.859,,0.995
18,5,Gold Cup,"Arjun Maini, Hubert Haupt, Florian Scholze",Haupt Racing Team,Mercedes-AMG GT3,1:54.863,,0.999
19,4,Silver Cup,"Jannes Fittje, Alain Valente, Jordan Love",Haupt Racing Team,Mercedes-AMG GT3,1:54.867,,1.003
20,33,Gold Cup,"Ryuichiro Tomita, Arnold Robin, Maxime Robin",Team WRT,Audi R8 LMS evo II GT3,1:54.875,,1.011
21,98,Pro Cup,"Nick Yelloly, Nicky Catsburg, Augusto Farfus",Rowe Racing,BMW M4 GT3,1:54.895,,1.031
22,11,Silver Cup,"Lorenzo Patrese, Hugo Valente, Axel Blom",Tresor by Car Collection,Audi R8 LMS evo II GT3,1:54.920,,1.056
23,7,Gold Cup,"Oliver Millroy, Brendan Iribe, Frederik Schandorff",Inception Racing,McLaren 720S GT3,1:54.944,,1.080
24,99,Silver Cup,"Marius Zug, Nicolas Schöll, Alex Aka",Attempto Racing,Audi R8 LMS evo II GT3,1:54.956,,1.092
25,77,Gold Cup,"Sandy Mitchell, Rob Collard, Alex MacDowall",Barwell Motorsport,Lamborghini Huracan GT3 Evo,1:54.960,,1.096
26,25,Pro Cup,"Lucas Legeret, Christopher Mies, Patric Niederhauser",Sainteloc Junior Team,Audi R8 LMS evo II GT3,1:55.001,,1.137
27,19,Pro Cup,"Leo Roussel, Arthur Rougier, Giacomo Altoe",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:55.109,,1.245
28,87,Silver Cup,"Casper Stevenson, Thomas Drouet, Tommaso Mosca",AKKODIS ASP,Mercedes-AMG GT3,1:55.129,,1.265
29,83,Gold Cup,"Rahel Frey, Sarah Bovy, Michelle Gatting",Iron Dames,Ferrari 488 GT3,1:55.310,,1.446
30,26,Silver Cup,"Cesar Gazeau, Nicolas Baert, Aurelien Panis",Sainteloc Junior Team,Audi R8 LMS evo II GT3,1:55.313,,1.449
31,97,Gold Cup,"Valentin Hasse Clot, Theo Nouet, Andrew Howard",Beechdean AMR,Aston Martin Vantage AMR GT3,1:55.324,,1.460
32,56,Silver Cup,"Mauro Calamia, Marius Nakken, Giorgio Roda",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:55.374,,1.510
33,93,Gold Cup,"Eddie Cheever, Chris Froggatt, Jonathan Hui",SKY - Tempesta Racing,Mercedes-AMG GT3,1:55.428,,1.564
34,66,Pro Cup,"Juuso Puhakka, Markus Winkelhock, Dennis Marschall",Attempto Racing,Audi R8 LMS evo II GT3,1:55.612,,1.748
35,163,Silver Cup,"Marcus Paverud, Baptiste Moulin, Michael Dörrbecker",VSR,Lamborghini Huracan GT3 Evo,1:55.751,,1.887
36,31,Silver Cup,"Finlay Hutchison, Diego Menchaca, Louis Proctor",Team WRT,Audi R8 LMS evo II GT3,1:55.780,,1.916
37,111,Pro Cup,"Christian Klien, Vincent Abril, Dennis Lind",JP Motorsport,McLaren 720S GT3,1:55.876,,2.012
38,27,Silver Cup,"Taylor Cooke, Brandon Leitch, Isaac Tutumlu Lopez",Leipert Motorsport,Lamborghini Huracan GT3 Evo,1:55.954,,2.090
39,52,Pro-AM Cup,"Stefano Costantini, Louis Machiels, Andrea Bertolini",AF Corse,Ferrari 488 GT3,1:56.003,,2.139
40,159,Silver Cup,"Vargas Manuel Maldonado, Ethan Simioni, Nicolai Kjaergaard",Garage 59,McLaren 720S GT3,1:56.073,,2.209
41,21,Gold Cup,"Hugo Delacour, Cedric Sbirrazzuoli, Alessandro Balzan",AF Corse,Ferrari 488 GT3,1:56.137,,2.273
42,10,Gold Cup,"Adam Eteki, Karim Ojjeh, Benjamin Lessennes",Boutsen Racing,Audi R8 LMS evo II GT3,1:56.247,,2.383
43,90,Silver Cup,"Sean Walkinshaw, Franco Girolami, Ezequiel Perez Companc",Madpanda Motorsport,Mercedes-AMG GT3,1:56.281,,2.417
44,911,Gold Cup,"Ralf Bohn, Alfred Renauer, Robert Renauer",Herberth Motorsport,Porsche 911 GT3-R (991.II),1:56.287,,2.423
45,112,Gold Cup,"Maciej Blazek, Joe Osborne, Patryk Krupinski",JP Motorsport,McLaren 720S GT3,1:56.362,,2.498
46,57,Gold Cup,"Jens Liebhauser, Lorenzo Ferrari, Lucas Auer",Winward Racing,Mercedes-AMG GT3,1:56.454,,2.590
47,3,Silver Cup,"Sebastien Baud, Valdemar Eriksen, Jeff Kingsley",GetSpeed,Mercedes-AMG GT3,1:56.498,,2.634
48,188,Pro-AM Cup,"Alexander West, Miguel Ramos, Henrique Chaves",Garage 59,McLaren 720S GT3,1:56.523,,2.659
49,24,Pro-AM Cup,"Niki Leutwiler, Ivan Jacoma, Alessio Picariello",Herberth Motorsport,Porsche 911 GT3-R (991.II),1:56.605,,2.741
50,22,Silver Cup,"Patrik Matthiesen, Dominik Fischli, Joel Sturm",Allied Racing,Porsche 911 GT3-R (991.II),1:56.821,,2.957
51,91,Gold Cup,"Alex Malykhin, James Dorlin, Ben Barker",Allied Racing,Porsche 911 GT3-R (991.II),1:57.202,,3.338
52,39,Gold Cup,"Piti Bhirombhakdi, Tanard Sathienthirakul, Matthew Payne",Singha Racing Team TP 12,Porsche 911 GT3-R (991.II),1:57.754,,3.890
53,8,Gold Cup,"Nicolas Gomar, Loris Cabirou, Mike Parisy",AGS Events,Lamborghini Huracan GT3 Evo,1:58.048,,4.184
DNS,107,Pro-AM Cup,"Nigel Bailly, Stephane Lemeret, Antonin Borga",CMR,Bentley Continental GT3,,,
