Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,32,Pro Cup,"Charles Weerts, Dries Vanthoor",Team WRT,BMW M4 GT3,1:30.976,,
2,25,Pro Cup,"Erwan Bastard, Patric Niederhauser",Sainteloc Junior Team,Audi R8 LMS GT3 EVO II,1:31.056,,0.080
3,46,Pro Cup,"Valentino Rossi, Maxime Martin",Team WRT,BMW M4 GT3,1:31.103,,0.127
4,14,Pro Cup,"Giacomo Altoe, Konsta Lappalainen",Emil Frey Racing,Ferrari 296 GT3,1:31.155,,0.179
5,11,Pro Cup,"Lucas Legeret, Christopher Haase",ComToYou Racing,Audi R8 LMS GT3 EVO II,1:31.198,,0.222
6,26,Gold Cup,"Paul Evrard, Simon Gachet",Sainteloc Junior Team,Audi R8 LMS GT3 EVO II,1:31.309,,0.333
7,69,Pro Cup,"Albert Costa, Thierry Vermeulen",Emil Frey Racing,Ferrari 296 GT3,1:31.374,,0.398
8,40,Pro Cup,"Ricardo Feller, Mattia Drudi",Tresor Orange 1,Audi R8 LMS GT3 EVO II,1:31.562,,0.586
9,31,Pro Cup,"Jean-Baptiste Simmenauer, Thomas Neubauer",Team WRT,BMW M4 GT3,1:31.647,,0.671
10,159,Pro Cup,"Nicolai Kjaergaard, Benjamin Goethe",Garage 59,McLaren 720S GT3 EVO,1:31.774,,0.798
11,88,Pro Cup,"Raffaele Marciello, Timur Boguslavskiy",AKKODIS ASP Team,Mercedes-AMG GT3 EVO,1:31.813,,0.837
12,54,Pro Cup,"Adrien De Leener, Christian Engelhart",Dinamic GT,Porsche 911 GT3 R (992),1:31.887,,0.911
13,30,Gold Cup,"Niklas Krütten, Calan Williams",Team WRT,BMW M4 GT3,1:31.913,,0.937
14,12,Pro Cup,"Frederic Vervisch, Nicolas Baert",ComToYou Racing,Audi R8 LMS GT3 EVO II,1:31.974,,0.998
15,60,Pro Cup,"Franck Perera, Jordan Pepper",VSR,Lamborghini Huracan GT3 EVO 2,1:32.032,,1.056
16,10,Gold Cup,"Adam Eteki, Cesar Gazeau",Boutsen VDS,Audi R8 LMS GT3 EVO II,1:32.159,,1.183
17,71,Silver Cup,"Sean Hudspeth, Nicola Marinangeli",AF Corse,Ferrari 488 GT3,1:32.356,,1.380
18,9,Gold Cup,"Aurelien Panis, Alberto di Folco",Boutsen VDS,Audi R8 LMS GT3 EVO II,1:32.366,,1.390
19,99,Silver Cup,"Lorenzo Patrese, Alex Aka",Tresor Attempto Racing,Audi R8 LMS GT3 EVO II,1:32.378,,1.402
20,77,Silver Cup,"Jordan Love, Frank Bird",Haupt Racing Team,Mercedes-AMG GT3 EVO,1:32.450,,1.474
21,163,Silver Cup,"Yuki Nemoto, Mattia Michelotto",VSR,Lamborghini Huracan GT3 EVO 2,1:32.490,,1.514
22,90,Silver Cup,"Ezequiel Perez Companc, Jesse Salmenautio",Madpanda Motorsport,Mercedes-AMG GT3 EVO,1:32.714,,1.738
23,68,Silver Cup,"Erwin Zanotti, Diego Di Fabio",Nova Race,Honda NSX GT3,1:32.751,,1.775
24,126,Bronze,"Loris Spinelli, Dmitry Gvazava",Imperiale Racing,Lamborghini Huracan GT3 Evo,1:32.813,,1.837
25,188,Bronze,"Henrique Chaves, Miguel Ramos",Garage 59,McLaren 720S GT3 EVO,1:32.909,,1.933
26,119,Silver Cup,"Baptiste Moulin, Marcus Paverud",VSR,Lamborghini Huracan GT3 EVO 2,1:32.940,,1.964
27,21,Gold Cup,"Gilles Magnus, Finlay Hutchison",ComToYou Racing,Audi R8 LMS GT3 EVO II,1:32.959,,1.983
28,112,Bronze,"Norbert Siedler, Patryk Krupinski",JP Motorsport,McLaren 720S GT3 EVO,1:33.013,,2.037
29,28,Silver Cup,"Leonardo Moncini, Jacopo Guidetti",Nova Race,Honda NSX GT3,1:33.022,,2.046
30,111,Pro Cup,"Dean Macdonald, Christian Klien",JP Motorsport,McLaren 720S GT3 EVO,1:33.041,,2.065
31,79,Bronze,"Sebastien Baud, Hubert Haupt",Haupt Racing Team,Mercedes-AMG GT3 EVO,1:33.213,,2.237
32,911,Bronze,"Ayhancan Güven, Alex Malykhin",Pure Rxcing,Porsche 911 GT3 R (992),1:33.269,,2.293
33,44,Bronze,"Steven Palette, Marco Cassara",CLRT,Porsche 911 GT3 R (992),1:33.438,,2.462
34,27,Pro Cup,"Christopher Mies, Gregoire Demoustier",Sainteloc Junior Team,Audi R8 LMS GT3 EVO II,1:33.494,,2.518
35,91,Bronze,"Robert Renauer, Ralf Bohn",Herberth Motorsport,Porsche 911 GT3 R (992),1:33.609,,2.633
36,333,Silver Cup,"Pietro Delli Guanti, Alessio Deledda",Tresor Attempto Racing,Audi R8 LMS GT3 EVO II,1:33.676,,2.700
37,81,Bronze,"Fabian Schiller, Reema Juffali",Theeba Motorsport,Mercedes-AMG GT3 EVO,1:33.731,,2.755
38,66,Bronze,"Dennis Marschall, Andrey Mukovoz",Tresor Attempto Racing,Audi R8 LMS GT3 EVO II,1:33.748,,2.772
39,55,Bronze,"Christopher Zöchling, Philipp Sager",Dinamic GT,Porsche 911 GT3 R (992),1:33.777,,2.801
40,52,Bronze,"Andrea Bertolini, Louis Machiels",AF Corse,Ferrari 296 GT3,1:34.429,,3.453
41,87,Bronze,"Jim Pla, Eric Debard",AKKODIS ASP Team,Mercedes-AMG GT3 EVO,1:35.308,,4.332
42,18,Silver Cup,"Nicholas Risitano, Fidel Castillo",GSM AB1 GT3 Team,Lamborghini Huracan GT3 Evo,1:36.082,,5.106
