Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,14,Silver Cup,"Ricardo Feller, Alex Fontana",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:33.586,,
2,107,Silver Cup,"Ulysse De Pauw, Pierre Alexandre Jean",CMR,Bentley Continental GT3,1:34.090,,0.504
3,7,Silver Cup,"Juuso Puhakka, Oscar Tunjo",Toksport,Mercedes-AMG GT3,1:34.108,,0.522
4,163,Pro Cup,"Norbert Siedler, Albert Costa",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:34.109,,0.523
5,87,Silver Cup,"Jim Pla, Konstantin Tereschenko",AKKA ASP,Mercedes-AMG GT3,1:34.190,,0.604
6,108,Pro Cup,"Nelson Panciatici, Stephane Richelmi",CMR,Bentley Continental GT3,1:34.195,,0.609
7,88,Pro Cup,"Timur Boguslavskiy, Raffaele Marciello",AKKA ASP,Mercedes-AMG GT3,1:34.370,,0.784
8,31,Silver Cup,"Frank Bird, Ryuichiro Tomita",Team WRT,Audi R8 LMS GT3,1:34.370,,0.784
9,6,Pro Cup,"Luca Stolz, Maro Engel",Mercedes-AMG Team Toksport WRT,Mercedes-AMG GT3,1:34.492,,0.906
10,159,Silver Cup,"Tuomas Tujula, Nicolai Kjaergaard",Garage 59,Aston Martin Vantage AMR GT3,1:34.523,,0.937
11,26,Pro Cup,"Aurelien Panis, Frederic Vervisch",Sainteloc Racing,Audi R8 LMS GT3,1:34.600,,1.014
12,90,Silver Cup,"Ezequiel Perez Companc, Rik Breukers",Madpanda Motorsport,Mercedes-AMG GT3,1:34.626,,1.040
13,66,Pro Cup,"Jusuf Owega, Christopher Mies",Attempto Racing,Audi R8 LMS GT3,1:34.830,,1.244
14,114,Pro Cup,"Konsta Lappalainen, Jack Aitken",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:34.847,,1.261
15,32,Pro Cup,"Charles Weerts, Dries Vanthoor",Team WRT,Audi R8 LMS GT3,1:34.919,,1.333
16,25,Pro Cup,"Leo Roussel, Christopher Haase",Sainteloc Racing,Audi R8 LMS GT3,1:35.055,,1.469
17,33,Silver Cup,"Benjamin Hites, David Perel",Rinaldi Racing,Ferrari 488 GT3,1:35.086,,1.500
18,54,Pro Cup,"Adrien De Leener, Christian Engelhart",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:35.307,,1.721
19,99,Pro Cup,"Tommaso Mosca, Mattia Drudi",Attempto Racing,Audi R8 LMS GT3,1:35.461,,1.875
20,89,Pro Cup,"Petru Razvan Umbrarescu, Jules Gounon",AKKA ASP,Mercedes-AMG GT GT3 2020,1:35.648,,2.062
21,93,Silver Cup,"Giorgio Roda, Chris Froggatt",SKY - Tempesta Racing,Ferrari 488 GT3,1:36.205,,2.619
22,30,Pro Cup,"Benjamin Goethe, Markus Winkelhock",Team WRT,Audi R8 LMS GT3,1:36.536,,2.950
23,55,Silver Cup,"Alex Aka, Dennis Marschall",Attempto Racing,Audi R8 LMS GT3,1:36.548,,2.962
24,77,Pro-Am Cup,"Miguel Ramos, Henrique Chaves",Barwell Motorsport,Lamborghini Huracan GT3 Evo,1:36.600,,3.014
25,52,Pro-Am Cup,"Louis Machiels, Andrea Bertolini",AF Corse,Ferrari 488 GT3,1:36.638,,3.052
26,20,Pro-Am Cup,"Valentin Pierburg, Dominik Baumann",SPS automotive performance,Mercedes-AMG GT3,1:37.703,,4.117
27,188,Pro-Am Cup,"Alexander West, Jonny Adam",Garage 59,Aston Martin Vantage AMR GT3,1:37.978,,4.392
