Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,20,Pro-AM Cup,"Dominik Baumann, Valentin Pierburg, Martin Konrad",SPS automotive performance,Mercedes-AMG GT3,1:45.468,,
2,88,Pro Cup,"Raffaele Marciello, Felipe Fraga, Jules Gounon",AKKA ASP,Mercedes-AMG GT3,1:45.604,,0.136
3,87,Silver Cup,"Simon Gachet, Thomas Drouet, Konstantin Tereschenko",AKKA ASP,Mercedes-AMG GT3,1:45.908,,0.440
4,7,Silver Cup,"Marvin Dienst, Berkay Besler, Oscar Tunjo",Toksport WRT,Mercedes-AMG GT3,1:46.090,,0.622
5,114,Pro Cup,"Konsta Lappalainen, Jack Aitken, Arthur Rougier",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:46.146,,0.678
6,163,Pro Cup,"Norbert Siedler, Giacomo Altoe, Albert Costa",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:46.157,,0.689
7,54,Pro Cup,"Klaus Bachler, Christian Engelhart, Matteo Cairoli",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:46.220,,0.752
8,57,Silver Cup,"Russel Ward, Mikael Grenier",Winward Racing,Mercedes-AMG GT3,1:46.278,,0.810
9,32,Pro Cup,"Dries Vanthoor, Robin Frijns, Charles Weerts",Team WRT,Audi R8 LMS GT3,1:46.405,,0.937
10,22,Pro Cup,"Matt Campbell, Earl Bamber, Mathieu Jaminet",GPX Martini Racing,Porsche 911 GT3-R (991.II),1:46.413,,0.945
11,97,Pro-AM Cup,"Ahmad Al Harthy, Giacomo Petrobelli, Charlie Eastwood",Oman Racing Team,Aston Martin Vantage AMR GT3,1:46.436,,0.968
12,14,Silver Cup,"Alex Fontana, Rolf Ineichen, Ricardo Feller",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:46.541,,1.073
13,4,Pro Cup,"Maro Engel, Luca Stolz, Nico Bastian",HRT,Mercedes-AMG GT3,1:46.548,,1.080
14,40,Silver Cup,"Jordan Love, Miklas Born, Yannick Mettler",SPS automotive performance,Mercedes-AMG GT3,1:46.560,,1.092
15,63,Pro Cup,"Mirko Bortolotti, Marco Mapelli, Andrea Caldarelli",Orange 1 FFF Racing Team,Lamborghini Huracan GT3 Evo,1:46.717,,1.249
16,52,Pro-AM Cup,"Louis Machiels, Andrea Bertolini",AF Corse,Ferrari 488 GT3,1:46.743,,1.275
17,159,Silver Cup,"Alex MacDowall, Nicolai Kjaergaard, Valentin Hasse Clot",Garage 59,Aston Martin Vantage AMR GT3,1:46.781,,1.313
18,99,Silver Cup,"Dennis Marschall, Max Hofer, Alex Aka",Attempto Racing,Audi R8 LMS GT3,1:46.908,,1.440
19,77,Pro-AM Cup,"Henrique Chaves, Adrian Amstutz, Miguel Ramos",Barwell Motorsport,Lamborghini Huracan GT3 Evo,1:46.919,,1.451
20,26,Invitational,"Markus Winkelhock, Dennis Lind, Finlay Hutchison",Sainteloc Racing,Audi R8 LMS GT3 EVO2,1:46.929,,1.461
21,33,Silver Cup,"David Perel, Fabrizio Crestani, Benja Hites",Rinaldi Racing,Ferrari 488 GT3,1:46.934,,1.466
22,71,Pro Cup,"Callum Ilott, Alessio Rovera, Antonio Fuoco",Iron Lynx,Ferrari 488 GT3,1:47.024,,1.556
23,2,Pro-AM Cup,"Jim Pla, Olivier Grotz, Florian Scholze",GetSpeed,Mercedes-AMG GT3,1:47.030,,1.562
24,488,Pro-AM Cup,"Christian Hook, Manuel Lauck, Jeroen Bleekemolen",Rinaldi Racing,Ferrari 488 GT3,1:47.047,,1.579
25,11,Pro-AM Cup,"Tim Kohmann, Francesco Zollo, Giorgio Roda",Kessel Racing,Ferrari 488 GT3,1:47.109,,1.641
26,34,Pro Cup,"Nick Yelloly, David Pittard, Jake Dennis",Walkenhorst Motorsport,BMW M6 GT3,1:47.184,,1.716
27,5,Silver Cup,"Indy Dontje, Patrick Assenheimer, Hubert Haupt",HRT,Mercedes-AMG GT3,1:47.215,,1.747
28,31,Silver Cup,"Ryuichiro Tomita, Valdemar Eriksen, Frank Bird",Team WRT,Audi R8 LMS GT3,1:47.270,,1.802
29,82,Invitational,"Jesse Krohn, Augusto Farfus, Philipp Eng",BMW M Motorsport,BMW M4 GT4,1:47.308,,1.840
30,51,Pro Cup,"Alessandro Pier Guidi, Come Ledogar, Nicklas Nielsen",Iron Lynx,Ferrari 488 GT3,1:47.328,,1.860
31,222,Silver Cup,"Bastian Buus, Julien Apotheloz, Joel Sturm",Team Allied Racing,Porsche 911 GT3-R (991.II),1:47.420,,1.952
32,25,Pro Cup,"Adrien Tambay, Alexandre Cougnaud, Christopher Haase",Sainteloc Racing,Audi R8 LMS GT3,1:47.447,,1.979
33,19,Pro-AM Cup,"Phil Keen, Stefano Costantini, Hiroshi Hamaguchi",Orange 1 FFF Racing Team,Lamborghini Huracan GT3 Evo,1:47.472,,2.004
34,38,Pro Cup,"Ben Barnicoat, Oliver Wilkinson, Rob Bell",Jota,McLaren 720S GT3,1:47.508,,2.040
35,69,Pro-AM Cup,"Rob Collard, Sam de Haan, Fabian Schiller",Ram Racing,Mercedes-AMG GT3,1:47.525,,2.057
36,90,Silver Cup,"Ezequiel Perez Companc, Juuso Puhakka, Rik Breukers",Madpanda Motorsport,Mercedes-AMG GT3,1:47.535,,2.067
37,107,Silver Cup,"Pierre Alexandre Jean, Stephane Tribaudini, Stuart White",CMR,Bentley Continental GT3,1:47.541,,2.073
38,56,Pro Cup,"Romain Dumas, Andrea Rizzoli, Mikkel O. Pedersen",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:47.687,,2.219
39,10,Pro-AM Cup,"Jens Liebhauser, Karim Ojjeh, Jens Klingmann",Boutsen Ginion,BMW M6 GT3,1:47.713,,2.245
40,66,Pro Cup,"Mattia Drudi, Steijn Schothorst, Christopher Mies",Attempto Racing,Audi R8 LMS GT3,1:47.720,,2.252
41,35,Pro Cup,"Nicky Catsburg, Martin Tomczyk, Thomas Neubauer",Walkenhorst Motorsport,BMW M6 GT3,1:47.724,,2.256
42,93,Pro-AM Cup,"Rino Mastronardi, Jonathan Hui, Chris Froggatt",SKY - Tempesta Racing,Ferrari 488 GT3,1:47.734,,2.266
43,16,Silver Cup,"Kikko Galbiati, Tim Zimmermann, Clemens Schmid",GRT Grasser Racing Team,Lamborghini Huracan GT3 Evo,1:47.797,,2.329
44,30,Silver Cup,"James Pull, Stuart Hall, Benjamin Goethe",Team WRT,Audi R8 LMS GT3,1:47.876,,2.408
45,188,Pro-AM Cup,"Chris Goodwin, Alexander West, Jonny Adam",Garage 59,Aston Martin Vantage AMR GT3,1:48.272,,2.804
46,83,Pro-AM Cup,"Doriane Pin, Sarah Bovy, Michelle Gatting",Iron Lynx,Ferrari 488 GT3,1:48.589,,3.121
