Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,911,Bronze Cup,"Ayhancan Güven, Alex Malykhin",Pure Rxcing,Porsche 911 GT3 R (992),1:30.795,,
2,88,Pro Cup,"Raffaele Marciello, Timur Boguslavskiy",AKKODIS ASP Team,Mercedes-AMG GT3 EVO,1:30.917,,0.122
3,111,Pro Cup,"Christian Klien, Dean Macdonald",JP Motorsport,McLaren 720S GT3 EVO,1:31.004,,0.209
4,60,Pro Cup,"Andrea Caldarelli, Marco Mapelli",VSR,Lamborghini Huracan GT3 EVO 2,1:31.047,,0.252
5,69,Pro Cup,"Thierry Vermeulen, Albert Costa",Emil Frey Racing,Ferrari 296 GT3,1:31.104,,0.309
6,40,Pro Cup,"Ricardo Feller, Mattia Drudi",Tresor Orange 1,Audi R8 LMS GT3 EVO II,1:31.155,,0.360
7,77,Silver Cup,"Jordan Love, Alain Valente",Haupt Racing Team,Mercedes-AMG GT3 EVO,1:31.168,,0.373
8,55,Bronze Cup,"Christopher Zöchling, Philipp Sager",Dinamic GT,Porsche 911 GT3 R (992),1:31.177,,0.382
9,12,Pro Cup,"Frederic Vervisch, Nicolas Baert",ComToYou Racing,Audi R8 LMS GT3 EVO II,1:31.227,,0.432
10,54,Pro Cup,"Adrien De Leener, Christian Engelhart",Dinamic GT,Porsche 911 GT3 R (992),1:31.241,,0.446
11,11,Pro Cup,"Lucas Legeret, Christopher Haase",ComToYou Racing,Audi R8 LMS GT3 EVO II,1:31.319,,0.524
12,21,Gold Cup,"Gilles Magnus, Finlay Hutchison",ComToYou Racing,Audi R8 LMS GT3 EVO II,1:31.326,,0.531
13,81,Bronze Cup,"Fabian Schiller, Reema Juffali",Theeba Motorsport,Mercedes-AMG GT3 EVO,1:31.351,,0.556
14,46,Pro Cup,"Valentino Rossi, Maxime Martin",Team WRT,BMW M4 GT3,1:31.410,,0.615
15,25,Pro Cup,"Erwan Bastard, Patric Niederhauser",Sainteloc Junior Team,Audi R8 LMS GT3 EVO II,1:31.449,,0.654
16,32,Pro Cup,"Charles Weerts, Dries Vanthoor",Team WRT,BMW M4 GT3,1:31.463,,0.668
17,27,Pro Cup,"Christopher Mies, Gregoire Demoustier",Sainteloc Junior Team,Audi R8 LMS GT3 EVO II,1:31.480,,0.685
18,14,Pro Cup,"Konsta Lappalainen, Giacomo Altoe",Emil Frey Racing,Ferrari 296 GT3,1:31.513,,0.718
19,159,Pro Cup,"Nicolai Kjaergaard, Benjamin Goethe",Garage 59,McLaren 720S GT3 EVO,1:31.524,,0.729
20,99,Silver Cup,"Alex Aka, Lorenzo Patrese",Tresor Attempto Racing,Audi R8 LMS GT3 EVO II,1:31.553,,0.758
21,30,Gold Cup,"Niklas Krütten, Calan Williams",Team WRT,BMW M4 GT3,1:31.556,,0.761
22,26,Gold Cup,"Paul Evrard, Simon Gachet",Sainteloc Junior Team,Audi R8 LMS GT3 EVO II,1:31.571,,0.776
23,163,Silver Cup,"Yuki Nemoto, Maximilian Paul",VSR,Lamborghini Huracan GT3 EVO 2,1:31.581,,0.786
24,87,Bronze Cup,"Jim Pla, Eric Debard",AKKODIS ASP Team,Mercedes-AMG GT3 EVO,1:31.599,,0.804
25,66,Bronze Cup,"Dennis Marschall, Andrey Mukovoz",Tresor Attempto Racing,Audi R8 LMS GT3 EVO II,1:31.623,,0.828
26,28,Silver Cup,"Jacopo Guidetti, Leonardo Moncini",Nova Race,Honda NSX GT3 EVO 2,1:31.671,,0.876
27,44,Bronze Cup,"Steven Palette, Stephane Denoual",CLRT,Porsche 911 GT3 R (992),1:31.681,,0.886
28,79,Bronze Cup,"Sebastien Baud, Hubert Haupt",Haupt Racing Team,Mercedes-AMG GT3 EVO,1:31.724,,0.929
29,188,Bronze Cup,"Henrique Chaves, Miguel Ramos",Garage 59,McLaren 720S GT3 EVO,1:31.826,,1.031
30,68,Silver Cup,"Erwin Zanotti, Alex Frassineti",Nova Race,Honda NSX GT3 EVO 2,1:31.918,,1.123
31,90,Silver Cup,"Jesse Salmenautio, Ezequiel Perez Companc",Madpanda Motorsport,Mercedes-AMG GT3 EVO,1:31.958,,1.163
32,52,Bronze Cup,"Jef Machiels, Louis Machiels",AF Corse,Ferrari 296 GT3,1:32.165,,1.370
33,10,Gold Cup,"Cesar Gazeau, Adam Eteki",Boutsen VDS,Audi R8 LMS GT3 EVO II,1:32.231,,1.436
34,31,Pro Cup,"Thomas Neubauer, Jean-Baptiste Simmenauer",Team WRT,BMW M4 GT3,1:32.259,,1.464
35,9,Gold Cup,"Alberto di Folco, Aurelien Panis",Boutsen VDS,Audi R8 LMS GT3 EVO II,1:32.284,,1.489
36,91,Bronze Cup,"Robert Renauer, Ralf Bohn",Herberth Motorsport,Porsche 911 GT3 R (992),1:32.334,,1.539
37,119,Silver Cup,"Baptiste Moulin, Marcus Paverud",VSR,Lamborghini Huracan GT3 EVO 2,1:32.390,,1.595
38,71,Silver Cup,"Sean Hudspeth, Nicola Marinangeli",AF Corse,Ferrari 296 GT3,1:32.635,,1.840
39,18,Silver Cup,"James Kell, Jarrod Waberski",GSM AB1 GT3 Team,Lamborghini Huracan GT3 Evo,1:33.659,,2.864
