Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,12,Pro Cup,"Christopher Haase, Mattia Drudi, Luca Ghiotto",Tresor by Car Collection,Audi R8 LMS GT3 EVO2,1:40.246,,
2,10,Gold Cup,"Adam Eteki, Karim Ojjeh, Benjamin Lessennes",Boutsen Racing,Audi R8 LMS GT3 EVO2,1:40.397,,0.151
3,88,Pro Cup,"Raffaele Marciello, Daniel Juncadella, Jules Gounon",Mercedes AMG AKKODIS ASP Team,Mercedes-AMG GT3,1:40.539,,0.293
4,46,Pro Cup,"Frederic Vervisch, Nico Müller, Valentino Rossi",Team WRT,Audi R8 LMS GT3 EVO2,1:40.618,,0.372
5,32,Pro Cup,"Dries Vanthoor, Kelvin van der Linde, Charles Weerts",Team WRT,Audi R8 LMS GT3 EVO2,1:40.622,,0.376
6,95,Pro Cup,"Maxime Martin, Marco Sorensen, Nicki Thiim",Beechdean AMR,Aston Martin Vantage AMR GT3,1:40.647,,0.401
7,63,Pro Cup,"Jack Aitken, Albert Costa, Mirko Bortolotti",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:40.687,,0.441
8,98,Pro Cup,"Augusto Farfus, Nick Yelloly, Nicky Catsburg",Rowe Racing,BMW M4 GT3,1:40.705,,0.459
9,11,Silver Cup,"Lorenzo Patrese, Hugo Valente, Axel Blom",Tresor by Car Collection,Audi R8 LMS GT3 EVO2,1:40.750,,0.504
10,25,Pro Cup,"Lucas Legeret, Patric Niederhauser, Christopher Mies",Sainteloc Junior Team,Audi R8 LMS GT3 EVO2,1:40.786,,0.540
11,111,Pro Cup,"Christian Klien, Vincent Abril, Dennis Lind",JP Motorsport,McLaren 720S GT3,1:40.795,,0.549
12,14,Silver Cup,"Stuart White, Tuomas Tujula, Konsta Lappalainen",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:40.803,,0.557
13,97,Gold Cup,"Valentin Hasse Clot, Theo Nouet, Andrew Howard",Beechdean AMR,Aston Martin Vantage AMR GT3,1:40.839,,0.593
14,87,Silver Cup,"Tommaso Mosca, Konstantin Tereschenko, Casper Stevenson",AKKODIS ASP Team,Mercedes-AMG GT3,1:40.848,,0.602
15,99,Silver Cup,"Marius Zug, Nicolas Schöll, Alex Aka",Attempto Racing,Audi R8 LMS GT3 EVO2,1:41.024,,0.778
16,2,Pro Cup,"Maro Engel, Steijn Schothorst, Luca Stolz",Mercedes-AMG Team GetSpeed,Mercedes-AMG GT3,1:41.045,,0.799
17,33,Gold Cup,"Ryuichiro Tomita, Arnold Robin, Maxime Robin",Team WRT,Audi R8 LMS GT3 EVO2,1:41.049,,0.803
18,30,Silver Cup,"Thomas Neubauer, Benjamin Goethe, Jean-Baptiste Simmenauer",Team WRT,Audi R8 LMS GT3 EVO2,1:41.076,,0.830
19,54,Pro Cup,"Klaus Bachler, Come Ledogar, Matteo Cairoli",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:41.136,,0.890
20,83,Gold Cup,"Rahel Frey, Sarah Bovy, Michelle Gatting",Iron Dames,Ferrari 488 GT3,1:41.166,,0.920
21,51,Pro Cup,"Miguel Molina, Nicklas Nielsen, James Calado",Iron Lynx,Ferrari 488 GT3,1:41.212,,0.966
22,7,Gold Cup,"Oliver Millroy, Brendan Iribe, Frederik Schandorff",Inception Racing,McLaren 720S GT3,1:41.218,,0.972
23,188,Pro-AM Cup,"Henrique Chaves, Miguel Ramos, Alexander West",Garage 59,McLaren 720S GT3,1:41.241,,0.995
24,38,Pro Cup,"Rob Bell, Oliver Wilkinson, Marvin Kirchhöfer",Jota,McLaren 720S GT3,1:41.286,,1.040
25,26,Silver Cup,"Cesar Gazeau, Nicolas Baert, Aurelien Panis",Sainteloc Junior Team,Audi R8 LMS GT3 EVO2,1:41.347,,1.101
26,71,Pro Cup,"Davide Rigon, Daniel Serra, Antonio Fuoco",Iron Lynx,Ferrari 488 GT3,1:41.352,,1.106
27,563,Silver Cup,"Michele Beretta, Yuki Nemoto, Benja Hites",VSR,Lamborghini Huracan GT3 Evo,1:41.359,,1.113
