Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
28,777,Silver Cup,"Fabian Schiller, Al Faisal Al Zubair, Axcil Jefferies",Al Manar Racing by HRT,Mercedes-AMG GT3,1:41.438,,1.192
29,19,Pro Cup,"Arthur Rougier, Leo Roussel, Giacomo Altoe",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:41.540,,1.294
30,77,Gold Cup,"Sandy Mitchell, Rob Collard, Alex MacDowall",Barwell Motorsport,Lamborghini Huracan GT3 Evo,1:41.598,,1.352
31,50,Pro Cup,"Neil Verhagen, Max Hesse, Daniel Harper",Rowe Racing,BMW M4 GT3,1:41.639,,1.393
32,159,Silver Cup,"Ethan Siminoni, Vargas Manuel Maldonado, Nicolai Kjaergaard",Garage 59,McLaren 720S GT3,1:41.700,,1.454
33,78,Gold Cup,"Ben Barker, Alex Malykhin, James Dorlin",Barwell Motorsport,Lamborghini Huracan GT3 Evo,1:41.729,,1.483
34,31,Silver Cup,"Finlay Hutchison, Diego Menchaca, Louis Proctor",Team WRT,Audi R8 LMS GT3 EVO2,1:41.838,,1.592
35,20,Pro-AM Cup,"Dominik Baumann, Valentin Pierburg, Ian Loggie",SPS automotive performance,Mercedes-AMG GT3,1:41.857,,1.611
36,90,Silver Cup,"Ezequiel Perez Companc, Sean Walkinshaw, Dusan Borkovic",Madpanda Motorsport,Mercedes-AMG GT3,1:41.906,,1.660
37,163,Silver Cup,"Marcus Paverud, Baptiste Moulin, Michael Dörrbecker",VSR,Lamborghini Huracan GT3 Evo,1:41.962,,1.716
38,112,Silver Cup,"Patryk Krupinski, Maciej Blazek, Christopher Brück",JP Motorsport,McLaren 720S GT3,1:42.022,,1.776
39,21,Gold Cup,"Hugo Delacour, Cedric Sbirrazzuoli, Alessandro Balzan",AF Corse,Ferrari 488 GT3,1:42.093,,1.847
40,66,Pro Cup,"Juuso Puhakka, Markus Winkelhock, Dennis Marschall",Attempto Racing,Audi R8 LMS GT3 EVO2,1:42.217,,1.971
41,5,Gold Cup,"Hubert Haupt, Florian Scholze, Arjun Maini",Haupt Racing Team,Mercedes-AMG GT3,1:42.324,,2.078
42,57,Gold Cup,"Jens Liebhauser, Lorenzo Ferrari, Lucas Auer",Winward Racing,Mercedes-AMG GT3,1:42.330,,2.084
43,52,Pro-AM Cup,"Stefano Costantini, Louis Machiels, Andrea Bertolini",AF Corse,Ferrari 488 GT3,1:42.358,,2.112
44,8,Gold Cup,"Mike Parisy, Loris Cabirou, Nicolas Gomar",AGS Events,Lamborghini Huracan GT3 Evo,1:42.472,,2.226
45,3,Silver Cup,"Jeff Kingsley, Valdemar Eriksen, Sebastien Baud",GetSpeed,Mercedes-AMG GT3,1:42.543,,2.297
46,27,Silver Cup,"Dennis Fetzer, Jordan Witt, Brandon Leitch",Leipert Motorsport,Lamborghini Huracan GT3 Evo,1:42.566,,2.320
47,911,Gold Cup,"Ralf Bohn, Alfred Renauer, Robert Renauer",Herberth Motorsport,Porsche 911 GT3-R (991.II),1:42.744,,2.498
48,4,Silver Cup,"Jordan Love, Jannes Fittje, Alain Valente",Haupt Racing Team,Mercedes-AMG GT3,1:42.761,,2.515
49,56,Silver Cup,"Giorgio Roda, Mauro Calamia, Marius Nakken",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:42.783,,2.537
50,22,Silver Cup,"Patrik Matthiesen, Dominik Fischli, Joel Sturm",Allied Racing,Porsche 911 GT3-R (991.II),1:43.217,,2.971
51,93,Gold Cup,"Jonathan Hui, Chris Froggatt, Edward Cheever",SKY - Tempesta Racing,Mercedes-AMG GT3,1:43.781,,3.535
52,107,Pro-AM Cup,"Nigel Bailly, Matthieu De Robiano, Stephane Lemeret",CMR,Bentley Continental GT3,1:46.943,,6.697
