Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,25,Pro Cup,"Lucas Legeret, Patric Niederhauser, Christopher Mies",Sainteloc Junior Team,Audi R8 LMS GT3 EVO2,1:40.104,,
2,66,Pro Cup,"Juuso Puhakka, Markus Winkelhock, Dennis Marschall",Attempto Racing,Audi R8 LMS GT3 EVO2,1:40.196,,0.092
3,51,Pro Cup,"Miguel Molina, Nicklas Nielsen, James Calado",Iron Lynx,Ferrari 488 GT3,1:40.272,,0.168
4,32,Pro Cup,"Dries Vanthoor, Kelvin van der Linde, Charles Weerts",Team WRT,Audi R8 LMS GT3 EVO2,1:40.286,,0.182
5,12,Pro Cup,"Christopher Haase, Mattia Drudi, Luca Ghiotto",Tresor by Car Collection,Audi R8 LMS GT3 EVO2,1:40.302,,0.198
6,111,Pro Cup,"Christian Klien, Vincent Abril, Dennis Lind",JP Motorsport,McLaren 720S GT3,1:40.325,,0.221
7,99,Silver Cup,"Marius Zug, Nicolas Schöll, Alex Aka",Attempto Racing,Audi R8 LMS GT3 EVO2,1:40.472,,0.368
8,98,Pro Cup,"Augusto Farfus, Nick Yelloly, Nicky Catsburg",Rowe Racing,BMW M4 GT3,1:40.621,,0.517
9,57,Gold Cup,"Jens Liebhauser, Lorenzo Ferrari, Lucas Auer",Winward Racing,Mercedes-AMG GT3,1:40.806,,0.702
10,46,Pro Cup,"Frederic Vervisch, Nico Müller, Valentino Rossi",Team WRT,Audi R8 LMS GT3 EVO2,1:40.849,,0.745
11,95,Pro Cup,"Maxime Martin, Marco Sorensen, Nicki Thiim",Beechdean AMR,Aston Martin Vantage AMR GT3,1:40.869,,0.765
12,87,Silver Cup,"Tommaso Mosca, Konstantin Tereschenko, Casper Stevenson",AKKODIS ASP Team,Mercedes-AMG GT3,1:40.890,,0.786
13,563,Silver Cup,"Michele Beretta, Yuki Nemoto, Benja Hites",VSR,Lamborghini Huracan GT3 Evo,1:40.983,,0.879
14,50,Pro Cup,"Neil Verhagen, Max Hesse, Daniel Harper",Rowe Racing,BMW M4 GT3,1:40.998,,0.894
15,88,Pro Cup,"Raffaele Marciello, Daniel Juncadella, Jules Gounon",Mercedes AMG AKKODIS ASP Team,Mercedes-AMG GT3,1:41.017,,0.913
16,71,Pro Cup,"Davide Rigon, Daniel Serra, Antonio Fuoco",Iron Lynx,Ferrari 488 GT3,1:41.052,,0.948
17,21,Gold Cup,"Hugo Delacour, Cedric Sbirrazzuoli, Alessandro Balzan",AF Corse,Ferrari 488 GT3,1:41.078,,0.974
