Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,88,Pro Cup,"Timur Boguslavskiy, Raffaele Marciello",AKKA ASP,Mercedes-AMG GT3,1:23.660,,
2,6,Pro Cup,"Luca Stolz, Maro Engel",Mercedes-AMG Team Toksport WRT,Mercedes-AMG GT3,1:23.751,,0.091
3,32,Pro Cup,"Charles Weerts, Dries Vanthoor",Team WRT,Audi R8 LMS GT3,1:23.865,,0.205
4,89,Pro Cup,"Petru Razvan Umbrarescu, Jules Gounon",AKKA ASP,Mercedes-AMG GT GT3 2020,1:23.868,,0.208
5,7,Silver Cup,"Juuso Puhakka, Oscar Tunjo",Toksport WRT,Mercedes-AMG GT3,1:23.920,,0.260
6,31,Silver Cup,"Frank Bird, Ryuichiro Tomita",Team WRT,Audi R8 LMS GT3,1:24.044,,0.384
7,87,Silver Cup,"Konstantin Tereschenko, Jim Pla",AKKA ASP,Mercedes-AMG GT3,1:24.099,,0.439
8,25,Pro Cup,"Leo Roussel, Christopher Haase",Sainteloc Racing,Audi R8 LMS GT3,1:24.156,,0.496
9,77,Pro-Am Cup,"Miguel Ramos, Henrique Chaves",Barwell Motorsport,Lamborghini Huracan GT3 Evo,1:24.231,,0.571
10,30,Pro Cup,"Benjamin Goethe, Christopher Mies",Team WRT,Audi R8 LMS GT3,1:24.276,,0.616
11,188,Pro-Am Cup,"Alexander West, Jonny Adam",Garage 59,Aston Martin Vantage AMR GT3,1:24.356,,0.696
12,14,Silver Cup,"Ricardo Feller, Alex Fontana",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:24.361,,0.701
13,26,Pro Cup,"Aurelien Panis, Frederic Vervisch",Sainteloc Racing,Audi R8 LMS GT3,1:24.408,,0.748
14,107,Silver Cup,"Pierre Alexandre Jean, Ulysse De Pauw",CMR,Bentley Continental GT3,1:24.442,,0.782
15,33,Silver Cup,"Patrick Kujala, Benja Hites",Team Rinaldi Racing,Ferrari 488 GT3,1:24.586,,0.926
16,99,Silver Cup,"Alex Aka, Dennis Marschall",Attempto Racing,Audi R8 LMS GT3,1:24.618,,0.958
17,52,Pro-Am Cup,"Louis Machiels, Andrea Bertolini",AF Corse,Ferrari 488 GT3,1:24.641,,0.981
18,38,Pro Cup,"Ben Barnicoat, Oliver Wilkinson",Jota,McLaren 720S GT3,1:24.664,,1.004
19,66,Pro Cup,"Max Hofer, Mattia Drudi",Attempto Racing,Audi R8 LMS GT3,1:24.669,,1.009
20,108,Pro Cup,"Nelson Panciatici, Stephane Richelmi",CMR,Bentley Continental GT3,1:24.781,,1.121
21,163,Pro Cup,"Norbert Siedler, Albert Costa",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:24.785,,1.125
22,20,Pro-Am Cup,"Valentin Pierburg, Dominik Baumann",SPS automotive performance,Mercedes-AMG GT3,1:24.796,,1.136
23,114,Silver Cup,"Konsta Lappalainen, Arthur Rougier",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:24.845,,1.185
24,222,Pro Cup,"Julien Apotheloz, Klaus Bachler",Team Allied Racing,Porsche 911 GT3-R (991.II),1:25.028,,1.368
25,90,Silver Cup,"Ezequiel Perez Companc, Rik Breukers",Madpanda Motorsport,Mercedes-AMG GT3,1:25.138,,1.478
26,8,Pro-Am Cup,"Kevin Tse, Adam Christodoulou",Ram Racing,Mercedes-AMG GT3,1:25.749,,2.089
27,159,Silver Cup,"Tuomas Tujula, Nicolai Kjaergaard",Garage 59,Aston Martin Vantage AMR GT3,1:25.974,,2.314
28,93,Silver Cup,"Chris Froggatt, Giorgio Roda",SKY - Tempesta Racing,Ferrari 488 GT3,1:27.453,,3.793
