Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,32,Pro Cup,"Charles Weerts, Dries Vanthoor",Team WRT,Audi R8 LMS evo II GT3,1:30.942,,
2,11,Pro Cup,"Simon Gachet, Christopher Haase",Tresor by Car Collection,Audi R8 LMS evo II GT3,1:31.130,,0.188
3,33,Pro Cup,"Jean-Baptiste Simmenauer, Christopher Mies",Team WRT,Audi R8 LMS evo II GT3,1:31.335,,0.393
4,89,Pro Cup,"Timur Boguslavskiy, Raffaele Marciello",AKKODIS ASP,Mercedes-AMG GT3,1:31.361,,0.419
5,66,Pro Cup,"Pieter Schothorst, Dennis Marschall",Attempto Racing,Audi R8 LMS evo II GT3,1:31.477,,0.535
6,53,Silver Cup,"Pierre Alexandre Jean, Ulysse De Pauw",AF Corse,Ferrari 488 GT3,1:31.590,,0.648
7,12,Pro Cup,"Lorenzo Patrese, Mattia Drudi",Tresor by Car Collection,Audi R8 LMS evo II GT3,1:31.634,,0.692
8,54,Pro Cup,"Adrien De Leener, Christian Engelhart",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:31.696,,0.754
9,188,Pro-Am Cup,"Miguel Ramos, Dean Macdonald",Garage 59,McLaren 720S GT3,1:31.713,,0.771
10,26,Silver Cup,"Nicolas Baert, Lucas Legeret",Sainteloc Junior Team,Audi R8 LMS evo II GT3,1:31.762,,0.820
11,888,Silver Cup,"Mattia Di Giusto, Jonathan Cecotto",LP Racing,Lamborghini Huracan GT3 Evo,1:31.793,,0.851
12,46,Pro Cup,"Valentino Rossi, Frederic Vervisch",Team WRT,Audi R8 LMS evo II GT3,1:31.803,,0.861
13,663,Pro Cup,"Alberto di Folco, Albert Costa",Imperiale Racing,Lamborghini Huracan GT3 Evo,1:31.831,,0.889
14,159,Silver Cup,"Vargas Manuel Maldonado, Ethan Simioni",Garage 59,McLaren 720S GT3,1:31.836,,0.894
15,111,Pro-Am Cup,"Patryk Krupinski, Norbert Siedler",JP Motorsport,McLaren 720S GT3,1:31.860,,0.918
16,52,Pro-Am Cup,"Louis Machiels, Andrea Bertolini",AF Corse,Ferrari 488 GT3,1:31.899,,0.957
17,88,Pro Cup,"Jules Gounon, Jim Pla",AKKODIS ASP,Mercedes-AMG GT3,1:32.045,,1.103
18,99,Silver Cup,"Alex Aka, Nicolas Schöll",Attempto Racing,Audi R8 LMS evo II GT3,1:32.045,,1.103
19,30,Silver Cup,"Thomas Neubauer, Benjamin Goethe",Team WRT,Audi R8 LMS evo II GT3,1:32.071,,1.129
20,87,Silver Cup,"Casper Stevenson, Thomas Drouet",AKKODIS ASP,Mercedes-AMG GT3,1:32.079,,1.137
21,112,Pro Cup,"Vincent Abril, Dennis Lind",JP Motorsport,McLaren 720S GT3,1:32.112,,1.170
22,93,Silver Cup,"Eddie Cheever, Chris Froggatt",SKY - Tempesta Racing,Mercedes-AMG GT3,1:32.209,,1.267
23,86,Silver Cup,"Igor Walilko, Petru Razvan Umbrarescu",AKKODIS ASP,Mercedes-AMG GT3,1:33.025,,2.083
24,18,Silver Cup,"Danny Kroes, Daan Pijl",GSM NOVAMARINE,Lamborghini Huracan GT3 Evo,1:33.296,,2.354
NC,56,Pro Cup,"Giorgio Roda, Klaus Bachler",Dinamic Motorsport,Porsche 911 GT3-R (991.II),,,
