Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,25,Pro Cup,"Aurelien Panis, Patric Niederhauser",Sainteloc Junior Team,Audi R8 LMS evo II GT3,1:31.694,,
2,32,Pro Cup,"Charles Weerts, Dries Vanthoor",Team WRT,Audi R8 LMS evo II GT3,1:31.807,,0.113
3,11,Pro Cup,"Simon Gachet, Christopher Haase",Tresor by Car Collection,Audi R8 LMS evo II GT3,1:31.966,,0.272
4,12,Pro Cup,"Lorenzo Patrese, Mattia Drudi",Tresor by Car Collection,Audi R8 LMS evo II GT3,1:31.967,,0.273
5,888,Silver Cup,"Mattia Di Giusto, Jonathan Cecotto",LP Racing,Lamborghini Huracan GT3 Evo,1:31.970,,0.276
6,53,Silver Cup,"Pierre Alexandre Jean, Ulysse De Pauw",AF Corse,Ferrari 488 GT3,1:32.333,,0.639
7,46,Pro Cup,"Valentino Rossi, Frederic Vervisch",Team WRT,Audi R8 LMS evo II GT3,1:32.409,,0.715
8,33,Pro Cup,"Jean-Baptiste Simmenauer, Christopher Mies",Team WRT,Audi R8 LMS evo II GT3,1:32.412,,0.718
9,663,Pro Cup,"Alberto di Folco, Albert Costa",Imperiale Racing,Lamborghini Huracan GT3 Evo,1:32.429,,0.735
10,99,Silver Cup,"Alex Aka, Nicolas Schöll",Attempto Racing,Audi R8 LMS evo II GT3,1:32.430,,0.736
11,30,Silver Cup,"Thomas Neubauer, Benjamin Goethe",Team WRT,Audi R8 LMS evo II GT3,1:32.512,,0.818
12,66,Pro Cup,"Pieter Schothorst, Dennis Marschall",Attempto Racing,Audi R8 LMS evo II GT3,1:32.544,,0.850
13,112,Pro Cup,"Vincent Abril, Dennis Lind",JP Motorsport,McLaren 720S GT3,1:32.620,,0.926
14,111,Pro-Am Cup,"Patryk Krupinski, Norbert Siedler",JP Motorsport,McLaren 720S GT3,1:32.627,,0.933
15,89,Pro Cup,"Timur Boguslavskiy, Raffaele Marciello",AKKODIS ASP,Mercedes-AMG GT3,1:32.628,,0.934
16,93,Silver Cup,"Eddie Cheever, Chris Froggatt",SKY - Tempesta Racing,Mercedes-AMG GT3,1:32.656,,0.962
17,88,Pro Cup,"Jules Gounon, Jim Pla",AKKODIS ASP,Mercedes-AMG GT3,1:32.680,,0.986
18,54,Pro Cup,"Adrien De Leener, Christian Engelhart",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:32.683,,0.989
19,26,Silver Cup,"Nicolas Baert, Lucas Legeret",Sainteloc Junior Team,Audi R8 LMS evo II GT3,1:32.743,,1.049
20,87,Silver Cup,"Casper Stevenson, Thomas Drouet",AKKODIS ASP,Mercedes-AMG GT3,1:32.855,,1.161
21,52,Pro-Am Cup,"Louis Machiels, Andrea Bertolini",AF Corse,Ferrari 488 GT3,1:33.019,,1.325
22,56,Pro Cup,"Giorgio Roda, Klaus Bachler",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:33.042,,1.348
23,159,Silver Cup,"Vargas Manuel Maldonado, Ethan Simioni",Garage 59,McLaren 720S GT3,1:33.044,,1.350
24,86,Silver Cup,"Igor Walilko, Petru Razvan Umbrarescu",AKKODIS ASP,Mercedes-AMG GT3,1:33.190,,1.496
25,188,Pro-Am Cup,"Miguel Ramos, Dean Macdonald",Garage 59,McLaren 720S GT3,1:33.374,,1.680
26,21,Pro-Am Cup,"Hugo Delacour, Cedric Sbirrazzuoli",AF Corse,Ferrari 488 GT3,1:33.374,,1.680
27,18,Silver Cup,"Danny Kroes, Daan Pijl",GSM NOVAMARINE,Lamborghini Huracan GT3 Evo,1:34.060,,2.366
