Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,51,Pro Cup,"Alessio Rovera, Robert Shwartzman, Nicklas Nielsen",AF Corse - Francorchamps Motors,Ferrari 296 GT3,1:41.540,88,
2,71,Pro Cup,"Antonio Fuoco, Daniel Serra, Davide Rigon",AF Corse - Francorchamps Motors,Ferrari 296 GT3,1:41.665,88,0.422
3,96,Pro Cup,"Thomas Preining, Laurin Heinrich, Dennis Olsen",Rutronik Racing,Porsche 911 GT3 R (992),1:41.562,88,2.328
4,777,Pro Cup,"Maro Engel, Luca Stolz, Fabian Schiller",Mercedes-AMG Team AlManar,Mercedes-AMG GT3 EVO,1:41.467,88,2.770
5,88,Pro Cup,"Raffaele Marciello, Jules Gounon, Timur Boguslavskiy",AKKODIS ASP Team,Mercedes-AMG GT3 EVO,1:42.162,88,4.413
6,54,Pro Cup,"Ayhancan Güven, Sven Müller, Christian Engelhart",Dinamic GT,Porsche 911 GT3 R (992),1:41.836,88,5.953
7,87,Pro Cup,"Lorenzo Ferrari, Thomas Drouet, Maximilian Götz",Mercedes-AMG Team Akkodis ASP,Mercedes-AMG GT3 EVO,1:42.021,88,8.033
8,159,Pro Cup,"Benjamin Goethe, Nicolai Kjaergaard, Marvin Kirchhöfer",Garage 59,McLaren 720S GT3 EVO,1:41.263,88,8.822
9,25,Pro Cup,"Christopher Mies, Patric Niederhauser, Simon Gachet",Sainteloc Junior Team,Audi R8 LMS GT3 EVO II,1:41.828,88,9.795
10,98,Pro Cup,"Philipp Eng, Marco Wittmann, Nick Yelloly",Rowe Racing,BMW M4 GT3,1:41.684,88,10.213
11,32,Pro Cup,"Dries Vanthoor, Sheldon van der Linde, Charles Weerts",Team WRT,BMW M4 GT3,1:41.525,88,12.228
12,998,Pro Cup,"Daniel Harper, Neil Verhagen, Max Hesse",Rowe Racing,BMW M4 GT3,1:41.794,88,12.576
13,9,Gold Cup,"Alberto di Folco, Aurelien Panis, Adam Eteki",Boutsen VDS,Audi R8 LMS GT3 EVO II,1:42.706,88,15.874
14,157,Gold Cup,"Miklas Born, David Schumacher, Marius Zug",Winward Racing,Mercedes-AMG GT3 EVO,1:42.469,88,16.878
15,57,Gold Cup,"Russell Ward, Indy Dontje, Philip Ellis",Winward Racing,Mercedes-AMG GT3 EVO,1:41.904,88,19.266
16,58,Silver Cup,"Gerhard Tweraser, Sam Neary, Fabrizio Crestani",GRT Grasser Racing Team,Lamborghini Huracan GT3 EVO 2,1:42.319,88,21.000
17,85,Silver Cup,"Glenn van Berlo, Clemens Schmid, Benjamin Hites",GRT Grasser Racing Team,Lamborghini Huracan GT3 EVO 2,1:42.648,88,21.410
18,188,Bronze Cup,"Louis Prette, Miguel Ramos, Henrique Chaves",Garage 59,McLaren 720S GT3 EVO,1:41.928,88,21.650
19,91,Bronze Cup,"Ralf Bohn, Alfred Renauer, Robert Renauer",Herberth Motorsport,Porsche 911 GT3 R (992),1:42.342,88,22.791
20,63,Pro Cup,"Mirko Bortolotti, Andrea Caldarelli, Jordan Pepper",Iron Lynx,Lamborghini Huracan GT3 EVO 2,1:41.804,88,24.996
21,30,Gold Cup,"Jean-Baptiste Simmenauer, Calan Williams, Niklas Krütten",Team WRT,BMW M4 GT3,1:42.522,88,26.091
22,53,Silver Cup,"Manuel Franco, Cedric Sbirrazzuoli, Lilou Wadoux",AF Corse,Ferrari 296 GT3,1:42.854,88,27.123
23,26,Silver Cup,"Gregoire Demoustier, Paul Evrard, Erwan Bastard",Sainteloc Junior Team,Audi R8 LMS GT3 EVO II,1:42.470,88,29.872
24,44,Bronze Cup,"Frederic Makowiecki, Steven Palette, Clement Mateu",CLRT,Porsche 911 GT3 R (992),1:42.629,88,49.121
25,79,Bronze Cup,"Sebastien Baud, Arjun Maini, Hubert Haupt",Haupt Racing Team,Mercedes-AMG GT3 EVO,1:42.833,88,49.608
