Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,32,Pro Cup,"Charles Weerts, Dries Vanthoor",Team WRT,Audi R8 LMS GT3,1:36.133,,
2,163,Pro Cup,"Ricardo Feller, Albert Costa",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:36.238,,0.105
3,14,Silver Cup,"Arthur Rougier, Alex Fontana",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:36.270,,0.137
4,33,Silver Cup,"Patrick Kujala, Benjamin Hites",Rinaldi Racing,Ferrari 488 GT3,1:36.335,,0.202
5,90,Silver Cup,"Ezequiel Perez Companc, Rik Breukers",Madpanda Motorsport,Mercedes-AMG GT3,1:36.368,,0.235
6,6,Pro Cup,"Luca Stolz, Maro Engel",Mercedes-AMG Team Toksport WRT,Mercedes-AMG GT3,1:36.468,,0.335
7,7,Silver Cup,"Oscar Tunjo, Juuso Puhakka",Toksport,Mercedes-AMG GT3,1:36.506,,0.373
8,88,Pro Cup,"Timur Boguslavskiy, Raffaele Marciello",AKKA ASP,Mercedes-AMG GT3,1:36.554,,0.421
9,31,Silver Cup,"Frank Bird, Ryuichiro Tomita",Team WRT,Audi R8 LMS GT3,1:36.595,,0.462
10,99,Pro Cup,"Tommaso Mosca, Mattia Drudi",Attempto Racing,Audi R8 LMS GT3,1:36.627,,0.494
11,93,Silver Cup,"Chris Froggatt, Giorgio Roda",SKY - Tempesta Racing,Ferrari 488 GT3,1:36.693,,0.560
12,25,Pro Cup,"Leo Roussel, Christopher Haase",Sainteloc Racing,Audi R8 LMS GT3,1:36.717,,0.584
13,89,Pro Cup,"Petru Razvan Umbrarescu, Jules Gounon",AKKA ASP,Mercedes-AMG GT GT3 2020,1:36.767,,0.634
14,159,Silver Cup,"Tuomas Tujula, Nicolai Kjaergaard",Garage 59,Aston Martin Vantage AMR GT3,1:36.776,,0.643
15,26,Pro Cup,"Aurelien Panis, Frederic Vervisch",Sainteloc Racing,Audi R8 LMS GT3,1:36.832,,0.699
16,107,Silver Cup,"Ulysse De Pauw, Pierre Alexandre Jean",CMR,Bentley Continental GT3,1:36.965,,0.832
17,87,Silver Cup,"Konstantin Tereschenko, Jim Pla",AKKA ASP,Mercedes-AMG GT3,1:37.067,,0.934
18,108,Pro Cup,"Benjamin Lessennes, Stephane Richelmi",CMR,Bentley Continental GT3,1:37.076,,0.943
19,30,Pro Cup,"Benjamin Goethe, Kelvin van der Linde",Team WRT,Audi R8 LMS GT3,1:37.173,,1.040
20,66,Pro Cup,"Alex Aka, Christopher Mies",Attempto Racing,Audi R8 LMS GT3,1:37.240,,1.107
21,114,Pro Cup,"Konsta Lappalainen, Jack Aitken",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:37.364,,1.231
22,38,Pro Cup,"Oliver Wilkinson, Ben Barnicoat",JOTA,McLaren 720S GT3,1:37.457,,1.324
23,54,Pro Cup,"Adrien De Leener, Christian Engelhart",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:37.495,,1.362
24,188,Pro-Am Cup,"Alexander West, Jonny Adam",Garage 59,Aston Martin Vantage AMR GT3,1:38.068,,1.935
25,77,Pro-Am Cup,"Miguel Ramos, Henrique Chaves",Barwell Motorsport,Lamborghini Huracan GT3 Evo,1:38.096,,1.963
26,20,Pro-Am Cup,"Valentin Pierburg, Dominik Baumann",SPS automotive performance,Mercedes-AMG GT3,1:38.250,,2.117
27,52,Pro-Am Cup,"Louis Machiels, Andrea Bertolini",AF Corse,Ferrari 488 GT3,1:38.805,,2.672
