Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,6,Pro Cup,"Luca Stolz, Maro Engel",Mercedes-AMG Team Toksport WRT,Mercedes-AMG GT3,1:35.627,,
2,163,Pro Cup,"Ricardo Feller, Albert Costa",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:35.880,,0.253
3,38,Pro Cup,"Oliver Wilkinson, Ben Barnicoat",JOTA,McLaren 720S GT3,1:35.894,,0.267
4,32,Pro Cup,"Charles Weerts, Dries Vanthoor",Team WRT,Audi R8 LMS GT3,1:35.985,,0.358
5,14,Silver Cup,"Arthur Rougier, Alex Fontana",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:36.008,,0.381
6,88,Pro Cup,"Timur Boguslavskiy, Raffaele Marciello",AKKA ASP,Mercedes-AMG GT3,1:36.026,,0.399
7,107,Silver Cup,"Ulysse De Pauw, Pierre Alexandre Jean",CMR,Bentley Continental GT3,1:36.224,,0.597
8,89,Pro Cup,"Petru Razvan Umbrarescu, Jules Gounon",AKKA ASP,Mercedes-AMG GT GT3 2020,1:36.259,,0.632
9,114,Pro Cup,"Konsta Lappalainen, Jack Aitken",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:36.313,,0.686
10,26,Pro Cup,"Aurelien Panis, Frederic Vervisch",Sainteloc Racing,Audi R8 LMS GT3,1:36.333,,0.706
11,25,Pro Cup,"Leo Roussel, Christopher Haase",Sainteloc Racing,Audi R8 LMS GT3,1:36.336,,0.709
12,188,Pro-Am Cup,"Alexander West, Jonny Adam",Garage 59,Aston Martin Vantage AMR GT3,1:36.405,,0.778
13,7,Silver Cup,"Oscar Tunjo, Juuso Puhakka",Toksport,Mercedes-AMG GT3,1:36.439,,0.812
14,87,Silver Cup,"Konstantin Tereschenko, Jim Pla",AKKA ASP,Mercedes-AMG GT3,1:36.496,,0.869
15,90,Silver Cup,"Ezequiel Perez Companc, Rik Breukers",Madpanda Motorsport,Mercedes-AMG GT3,1:36.502,,0.875
16,99,Pro Cup,"Tommaso Mosca, Mattia Drudi",Attempto Racing,Audi R8 LMS GT3,1:36.571,,0.944
17,31,Silver Cup,"Frank Bird, Ryuichiro Tomita",Team WRT,Audi R8 LMS GT3,1:36.604,,0.977
18,30,Pro Cup,"Benjamin Goethe, Kelvin van der Linde",Team WRT,Audi R8 LMS GT3,1:36.645,,1.018
19,54,Pro Cup,"Adrien De Leener, Christian Engelhart",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:36.699,,1.072
20,20,Pro-Am Cup,"Valentin Pierburg, Dominik Baumann",SPS automotive performance,Mercedes-AMG GT3,1:36.830,,1.203
21,52,Pro-Am Cup,"Louis Machiels, Andrea Bertolini",AF Corse,Ferrari 488 GT3,1:36.837,,1.210
22,159,Silver Cup,"Tuomas Tujula, Nicolai Kjaergaard",Garage 59,Aston Martin Vantage AMR GT3,1:36.890,,1.263
23,77,Pro-Am Cup,"Miguel Ramos, Henrique Chaves",Barwell Motorsport,Lamborghini Huracan GT3 Evo,1:36.935,,1.308
24,108,Pro Cup,"Benjamin Lessennes, Stephane Richelmi",CMR,Bentley Continental GT3,1:37.216,,1.589
25,66,Pro Cup,"Alex Aka, Christopher Mies",Attempto Racing,Audi R8 LMS GT3,1:37.229,,1.602
26,33,Silver Cup,"Patrick Kujala, Benjamin Hites",Rinaldi Racing,Ferrari 488 GT3,1:37.274,,1.647
27,93,Silver Cup,"Chris Froggatt, Giorgio Roda",SKY - Tempesta Racing,Ferrari 488 GT3,1:37.530,,1.903
