Season,Meeting,Event name,Pos,Car #,Class,Special Class,Drivers,Team,Car,Best lap set,Time,Time timedelta,Laps,Gap,Gap Timedelta,Dropped off the Race
2023,CrowdStrike 24 Hours of Spa,Main Race after 15 hours,49,33,Silver Cup,False,"Jeffrey Kingsley, Jacob Riegel, Romain Leroux, Ruben del Sarte",Bullitt Racing,Aston Martin Vantage GT3,True,2:20.302,0 days 00:02:20.302000,307,2:09.775,0 days 00:02:09.775000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 15 hours,50,87,Pro Cup,False,"Lorenzo Ferrari, Thomas Drouet, Maximilian Götz",Mercedes-AMG Team Akkodis ASP,Mercedes-AMG GT3,True,2:18.355,0 days 00:02:18.355000,304,29:30.659,0 days 00:29:30.659000,True
2023,CrowdStrike 24 Hours of Spa,Main Race after 15 hours,51,50,Bronze Cup,False,"Julien Piguet, Simon Mann, Nico Varrone, Ulysse De Pauw",AF Corse,Ferrari 296 GT3,True,2:17.466,0 days 00:02:17.466000,304,1:06.532,0 days 00:01:06.532000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 15 hours,52,90,Silver Cup,False,"Magnus Gustavsen, Ezequiel Perez Companc, Alexey Nesov, Jesse Salmenautio",Madpanda Motorsport,Mercedes-AMG GT3,True,2:19.024,0 days 00:02:19.024000,303,7.822,0 days 00:00:07.822000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 15 hours,53,60,Silver Cup,False,"Baptiste Moulin, Artem Petrov, Michael Dorrbecker, Marcus Paverud",VSR,Lamborghini Huracan GT3 EVO 2,True,2:19.477,0 days 00:02:19.477000,301,1:05.735,0 days 00:01:05.735000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 15 hours,54,19,Gold Cup,False,"Leonardo Pulcini, Michele Beretta, Rolf Ineichen",Iron Lynx,Lamborghini Huracan GT3 EVO 2,True,2:18.837,0 days 00:02:18.837000,278,1:01:40.034,0 days 01:01:40.034000,True
2023,CrowdStrike 24 Hours of Spa,Main Race after 15 hours,55,8,Bronze Cup,False,"Leonardo Gorini, Antonin Borga, Nicolas Jamin",AGS Events,Lamborghini Huracan GT3 EVO 2,True,2:19.901,0 days 00:02:19.901000,272,1:20:41.354,0 days 01:20:41.354000,True
2023,CrowdStrike 24 Hours of Spa,Main Race after 15 hours,56,32,Pro Cup,False,"Dries Vanthoor, Sheldon van der Linde, Charles Weerts",Team WRT,BMW M4 GT3,True,2:17.618,0 days 00:02:17.618000,250,3:58:19.157,0 days 03:58:19.157000,True
2023,CrowdStrike 24 Hours of Spa,Main Race after 15 hours,57,998,Pro Cup,False,"Daniel Harper, Neil Verhagen, Max Hesse",Rowe Racing,BMW M4 GT3,True,2:17.988,0 days 00:02:17.988000,250,3:58:18.858,0 days 03:58:18.858000,True
2023,CrowdStrike 24 Hours of Spa,Main Race after 15 hours,58,157,Gold Cup,False,"Miklas Born, David Schumacher, Marius Zug",Winward Racing,Mercedes-AMG GT3,True,2:19.510,0 days 00:02:19.510000,238,3:39:59.631,0 days 03:39:59.631000,True
2023,CrowdStrike 24 Hours of Spa,Main Race after 15 hours,59,159,Pro Cup,False,"Marvin Kirchhöfer, Benjamin Goethe, Nicolai Kjaergaard",Garage 59,McLaren 720S GT3 EVO,True,2:18.251,0 days 00:02:18.251000,208,5:48:08.847,0 days 05:48:08.847000,True
2023,CrowdStrike 24 Hours of Spa,Main Race after 15 hours,60,81,Bronze Cup,False,"Reema Juffali, Ralf Aron, Yannick Mettler, Alain Valente",Theeba Motorsport,Mercedes-AMG GT3,True,2:20.101,0 days 00:02:20.101000,200,6:02:09.413,0 days 06:02:09.413000,True
2023,CrowdStrike 24 Hours of Spa,Main Race after 15 hours,61,38,Pro-Am Cup,False,"Samantha Tan, Jon Miller, Isaac Tutumlu Lopez, Leonard Weiss",ST Racing with Rinaldi,Ferrari 296 GT3,True,2:20.472,0 days 00:02:20.472000,192,5:22:35.521,0 days 05:22:35.521000,True
2023,CrowdStrike 24 Hours of Spa,Main Race after 15 hours,62,58,Silver Cup,False,"Fabrizio Crestani, Sam Neary, Gerhard Tweraser, Ricky Capo",GRT Grasser Racing Team,Lamborghini Huracan GT3 EVO 2,True,2:18.553,0 days 00:02:18.553000,188,6:49:51.941,0 days 06:49:51.941000,True
2023,CrowdStrike 24 Hours of Spa,Main Race after 15 hours,63,10,Silver Cup,False,"Loris Cabirou, Cesar Gazeau, Andrea Cola, Roee Meyuhas",Boutsen VDS,Audi R8 LMS GT3 EVO II,True,2:20.090,0 days 00:02:20.090000,186,5:45:26.244,0 days 05:45:26.244000,True
2023,CrowdStrike 24 Hours of Spa,Main Race after 15 hours,64,70,Pro-Am Cup,False,"Gerhard Watzinger, Kerong Li, Jean-Francois Brunot, Brendon Leitch",CrowdStrike Racing by Leipert Motorsport,Lamborghini Huracan GT3 EVO 2,True,2:19.362,0 days 00:02:19.362000,184,6:02:16.228,0 days 06:02:16.228000,True
2023,CrowdStrike 24 Hours of Spa,Main Race after 15 hours,65,63,Pro Cup,False,"Andrea Caldarelli, Jordan Pepper, Mirko Bortolotti",Iron Lynx,Lamborghini Huracan GT3 EVO 2,True,2:18.542,0 days 00:02:18.542000,180,7:06:56.255,0 days 07:06:56.255000,True
2023,CrowdStrike 24 Hours of Spa,Main Race after 15 hours,66,78,Pro-Am Cup,False,"Bashar Mardini, Rob Collard, Patrick Kujala, Dennis Lind",Barwell Motorsport,Lamborghini Huracan GT3 EVO 2,True,2:18.171,0 days 00:02:18.171000,173,6:43:33.359,0 days 06:43:33.359000,True
2023,CrowdStrike 24 Hours of Spa,Main Race after 15 hours,67,2,Pro-Am Cup,False,"Lance Bergstein, Andrzej Lewandowski, Aaron Walker, Lewis Williamson",GetSpeed,Mercedes-AMG GT3,True,2:20.005,0 days 00:02:20.005000,162,7:45:29.875,0 days 07:45:29.875000,True
2023,CrowdStrike 24 Hours of Spa,Main Race after 15 hours,68,83,Bronze Cup,False,"Doriane Pin, Rahel Frey, Sarah Bovy, Michelle Gatting",Iron Dames,Lamborghini Huracan GT3 EVO 2,True,2:21.056,0 days 00:02:21.056000,151,8:27:58.622,0 days 08:27:58.622000,True
2023,CrowdStrike 24 Hours of Spa,Main Race after 15 hours,69,7,Bronze Cup,False,"Brendan Iribe, Oliver Millroy, Fran Rueda, Frederik Schandorff",Inception Racing,McLaren 720S GT3 EVO,True,2:20.213,0 days 00:02:20.213000,74,11:43:00.091,0 days 11:43:00.091000,True
2023,CrowdStrike 24 Hours of Spa,Main Race after 15 hours,70,132,Pro-Am Cup,False,"Kyle Washington, James Sofronas, Patrick Long, Jeroen Bleekemolen",GMG Racing by Car Collection Motorsport,Porsche 911 GT3 R (992),False,0.000,0 days 00:00:00,2,14:52:53.757,0 days 14:52:53.757000,True
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,1,17,Pro Cup,False,"Luca Engstler, Kelvin van der Linde, Nicki Thiim",Scherer Sport PHX,Audi R8 LMS GT3 EVO II,True,2:17.649,0 days 00:02:17.649000,342,0.000,0 days 00:00:00,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,2,40,Pro Cup,False,"Ricardo Feller, Mattia Drudi, Dennis Marschall",Audi Sport Tresor Orange 1,Audi R8 LMS GT3 EVO II,True,2:18.097,0 days 00:02:18.097000,342,1.361,0 days 00:00:01.361000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,3,98,Pro Cup,False,"Philipp Eng, Marco Wittmann, Nick Yelloly",Rowe Racing,BMW M4 GT3,True,2:17.743,0 days 00:02:17.743000,342,4.294,0 days 00:00:04.294000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,4,92,Pro Cup,False,"Julien Andlauer, Laurens Vanthoor, Kevin Estre",Manthey EMA,Porsche 911 GT3 R (992),True,2:17.191,0 days 00:02:17.191000,342,14.412,0 days 00:00:14.412000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,5,96,Pro Cup,False,"Thomas Preining, Laurin Heinrich, Dennis Olsen",Rutronik Racing,Porsche 911 GT3 R (992),True,2:17.967,0 days 00:02:17.967000,342,15.546,0 days 00:00:15.546000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,6,88,Pro Cup,False,"Raffaele Marciello, Timur Boguslavskiy, Jules Gounon",AKKODIS ASP Team,Mercedes-AMG GT3,True,2:18.359,0 days 00:02:18.359000,342,37.563,0 days 00:00:37.563000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,7,71,Pro Cup,False,"Antonio Fuoco, Davide Rigon, Daniel Serra",AF Corse - Francorchamps Motors,Ferrari 296 GT3,True,2:18.522,0 days 00:02:18.522000,342,40.802,0 days 00:00:40.802000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,8,11,Pro Cup,False,"Christopher Haase, Gilles Magnus, Frederic Vervisch",Audi Sport Team Comtoyou,Audi R8 LMS GT3 EVO II,True,2:18.393,0 days 00:02:18.393000,342,45.063,0 days 00:00:45.063000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,9,5,Gold Cup,False,"Sam de Haan, Tom Gamble, Charlie Fagg, Dean Macdonald",Optimum Motorsport,McLaren 720S GT3 EVO,True,2:19.047,0 days 00:02:19.047000,342,45.396,0 days 00:00:45.396000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,10,46,Pro Cup,False,"Augusto Farfus, Maxime Martin, Valentino Rossi",Team WRT,BMW M4 GT3,True,2:17.592,0 days 00:02:17.592000,342,46.299,0 days 00:00:46.299000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,11,30,Gold Cup,False,"Jean-Baptiste Simmenauer, Calan Williams, Niklas Krütten",Team WRT,BMW M4 GT3,True,2:18.939,0 days 00:02:18.939000,342,1:07.475,0 days 00:01:07.475000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,12,911,Bronze Cup,False,"Alex Malykhin, Joel Sturm, Marco Seefried, Klaus Bachler",Pure Rxcing,Porsche 911 GT3 R (992),True,2:18.528,0 days 00:02:18.528000,342,1:24.548,0 days 00:01:24.548000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,13,91,Bronze Cup,False,"Ralf Bohn, Kay van Berlo, Alfred Renauer, Robert Renauer",Herberth Motorsport,Porsche 911 GT3 R (992),True,2:18.796,0 days 00:02:18.796000,342,1:25.962,0 days 00:01:25.962000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,14,54,Pro Cup,False,"Ayhancan Güven, Sven Müller, Christian Engelhart",Dinamic GT Huber Racing,Porsche 911 GT3 R (992),True,2:18.320,0 days 00:02:18.320000,342,1:27.104,0 days 00:01:27.104000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,15,93,Bronze Cup,False,"Jeffrey Schmidt, Jonathan Hui, Chris Froggatt, Eddie Cheever",SKY - Tempesta Racing,McLaren 720S GT3 EVO,True,2:18.627,0 days 00:02:18.627000,342,1:28.602,0 days 00:01:28.602000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,16,21,Gold Cup,False,"Nicolas Baert, Maxime Soulet, Max Hofer",ComToYou Racing,Audi R8 LMS GT3 EVO II,True,2:19.167,0 days 00:02:19.167000,341,7.395,0 days 00:00:07.395000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,17,777,Pro Cup,False,"Lucas Auer, Luca Stolz, Fabian Schiller",Mercedes-AMG Team AlManar,Mercedes-AMG GT3,True,2:17.813,0 days 00:02:17.813000,341,8.175,0 days 00:00:08.175000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,18,6,Pro Cup,False,"Sandy Mitchell, Marco Mapelli, Franck Perera",K-Pax Racing,Lamborghini Huracan GT3 EVO 2,True,2:17.807,0 days 00:02:17.807000,341,30.526,0 days 00:00:30.526000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,19,99,Silver Cup,False,"Lorenzo Patrese, Pietro Delli Guanti, Alex Aka",Tresor Orange 1,Audi R8 LMS GT3 EVO II,True,2:18.390,0 days 00:02:18.390000,341,49.367,0 days 00:00:49.367000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,20,20,Bronze Cup,False,"Antares Au, Tim Heinemann, Jannes Fittje, Matteo Cairoli",Huber Motorsport,Porsche 911 GT3 R (992),True,2:18.270,0 days 00:02:18.270000,341,53.670,0 days 00:00:53.670000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,21,12,Silver Cup,False,"Sam Dejonghe, Loris Hezemans, Lucas Legeret, Finlay Hutchison",ComToYou Racing,Audi R8 LMS GT3 EVO II,True,2:18.857,0 days 00:02:18.857000,341,1:02.449,0 days 00:01:02.449000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,22,25,Pro Cup,False,"Christopher Mies, Patric Niederhauser, Simon Gachet",Audi Sport Team Sainteloc,Audi R8 LMS GT3 EVO II,True,2:18.470,0 days 00:02:18.470000,341,1:17.976,0 days 00:01:17.976000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,23,85,Silver Cup,False,"Clemens Schmid, Benjamin Hites, Glenn van Berlo",GRT Grasser Racing Team,Lamborghini Huracan GT3 EVO 2,True,2:18.012,0 days 00:02:18.012000,341,1:19.836,0 days 00:01:19.836000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,24,44,Bronze Cup,False,"Clement Mateu, Frederic Makowiecki, Hugo Chevalier, Steven Palette",CLRT,Porsche 911 GT3 R (992),True,2:19.148,0 days 00:02:19.148000,341,2:02.641,0 days 00:02:02.641000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,25,66,Bronze Cup,False,"Andrey Mukovoz, Kikko Galbiati, Sean Hudspeth, Dylan Pereira",Tresor Attempto Racing,Audi R8 LMS GT3 EVO II,True,2:17.879,0 days 00:02:17.879000,340,46.135,0 days 00:00:46.135000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,26,52,Bronze Cup,False,"Lilou Wadoux, Louis Machiels, Jef Machiels, Andrea Bertolini",AF Corse,Ferrari 488 GT3,True,2:20.256,0 days 00:02:20.256000,340,1:04.492,0 days 00:01:04.492000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,27,23,Bronze Cup,False,"Stephen Grove, Brenton Grove, Anton de Pasquale, Earl Bamber",Grove Racing,Porsche 911 GT3 R (992),True,2:19.220,0 days 00:02:19.220000,340,1:41.214,0 days 00:01:41.214000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,28,79,Bronze Cup,False,"Sebastien Baud, Hubert Haupt, Arjun Maini, Jordan Love",Haupt Racing Team,Mercedes-AMG GT3,True,2:19.313,0 days 00:02:19.313000,340,2:01.170,0 days 00:02:01.170000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,29,35,Bronze Cup,False,"James Kell, Anders Buchardt, Bailey Voisin, Thomas Neubauer",Walkenhorst Motorsport,BMW M4 GT3,True,2:19.798,0 days 00:02:19.798000,340,2:10.566,0 days 00:02:10.566000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,30,75,Pro-Am Cup,False,"Martin Konrad, Adam Osieka, Nicky Catsburg, Chaz Mostert",Sun Energy1 Racing,Mercedes-AMG GT3,True,2:17.964,0 days 00:02:17.964000,339,48.685,0 days 00:00:48.685000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,31,57,Gold Cup,False,"Russell Ward, Indy Dontje, Philip Ellis",Winward Racing,Mercedes-AMG GT3,True,2:18.748,0 days 00:02:18.748000,339,1:17.263,0 days 00:01:17.263000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,32,24,Pro-Am Cup,False,"Ivan Jacoma, Niki Leutwiler, Alex Fontana, Nico Menzel",Car Collection Motorsport,Porsche 911 GT3 R (992),True,2:18.823,0 days 00:02:18.823000,339,1:22.083,0 days 00:01:22.083000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,33,55,Bronze Cup,False,"Philipp Sager, Benjamin Barker, Marius Nakken, Christopher Zöchling",Dinamic GT Huber Racing,Porsche 911 GT3 R (992),True,2:18.649,0 days 00:02:18.649000,339,1:52.345,0 days 00:01:52.345000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,34,31,Bronze Cup,False,"Timothy Whale, Adam Carroll, Lewis Proctor",Team WRT,BMW M4 GT3,True,2:18.365,0 days 00:02:18.365000,339,1:53.398,0 days 00:01:53.398000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,35,888,Pro-Am Cup,False,"Erwin Creed, Jean Glorieux, Casper Stevenson, Arthur Rougier",CSA Racing,Audi R8 LMS GT3 EVO II,True,2:18.328,0 days 00:02:18.328000,339,2:13.475,0 days 00:02:13.475000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,36,56,Silver Cup,False,"Jop Rappange, Adrien De Leener, Tanart Sathienthirakul, Daniele Di Amato",Dinamic GT Huber Racing,Porsche 911 GT3-R (991.II),True,2:19.912,0 days 00:02:19.912000,338,5.251,0 days 00:00:05.251000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,37,3,Bronze Cup,False,"Florian Scholze, Kenneth Heyer, Patrick Assenheimer, Alex Peroni",GetSpeed,Mercedes-AMG GT3,True,2:19.082,0 days 00:02:19.082000,338,43.232,0 days 00:00:43.232000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,38,188,Bronze Cup,False,"Louis Prette, Miguel Ramos, Conrad Grunewald, Henrique Chaves",Garage 59,McLaren 720S GT3 EVO,True,2:18.031,0 days 00:02:18.031000,338,1:28.867,0 days 00:01:28.867000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,39,26,Silver Cup,False,"Erwan Bastard, Paul Evrard, Gregoire Demoustier, Antoine Doquin",Sainteloc Junior Team,Audi R8 LMS GT3 EVO II,True,2:20.166,0 days 00:02:20.166000,338,2:07.417,0 days 00:02:07.417000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,40,62,Bronze Cup,False,"Derek Pierce, Xavier Maassen, Andrew James Meyrick, Kiern Jewiss",Team Parker Racing,Porsche 911 GT3 R (992),True,2:20.269,0 days 00:02:20.269000,337,27.848,0 days 00:00:27.848000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,41,51,Pro Cup,False,"Alessio Rovera, Robert Shwartzman, Nicklas Nielsen",AF Corse - Francorchamps Motors,Ferrari 296 GT3,True,2:17.766,0 days 00:02:17.766000,335,13:18.591,0 days 00:13:18.591000,True
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,42,4,Pro-Am Cup,False,"George Kurtz, Ian James, Colin Braun, Felipe Fraga",CrowdStrike Racing by Riley,Mercedes-AMG GT3,True,2:18.822,0 days 00:02:18.822000,335,1:18.507,0 days 00:01:18.507000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,43,89,Bronze Cup,False,"Adalberto Baptista, Rodrigo Baptista, Alan Hellmeister, Bruno Baptista",AKKODIS ASP Team,Mercedes-AMG GT3,True,2:20.236,0 days 00:02:20.236000,334,49.024,0 days 00:00:49.024000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,44,9,Gold Cup,False,"Thomas Laurent, Adam Eteki, Aurelien Panis, Alberto di Folco",Boutsen VDS,Audi R8 LMS GT3 EVO II,True,2:18.428,0 days 00:02:18.428000,334,1:11.276,0 days 00:01:11.276000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,45,216,Pro-Am Cup,False,"Francis Tjia, John Shen, Benny Simonsen, Mathias Beche",Modena Motorsports,Porsche 911 GT3 R (992),True,2:18.988,0 days 00:02:18.988000,332,41.141,0 days 00:00:41.141000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,46,33,Silver Cup,False,"Jeffrey Kingsley, Jacob Riegel, Romain Leroux, Ruben del Sarte",Bullitt Racing,Aston Martin Vantage GT3,True,2:20.302,0 days 00:02:20.302000,332,2:05.174,0 days 00:02:05.174000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,47,999,Pro Cup,False,"Maro Engel, Mikael Grenier, Daniel Juncadella",Mercedes-AMG Team GruppeM Racing,Mercedes-AMG GT3,True,2:18.074,0 days 00:02:18.074000,331,24:46.211,0 days 00:24:46.211000,True
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,48,16,Pro-Am Cup,False,"Junlin Pan, Rio, Xiaole He, Adderly Fong",Uno Racing Team,Audi R8 LMS GT3 EVO II,True,2:19.675,0 days 00:02:19.675000,331,1:08.254,0 days 00:01:08.254000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,49,50,Bronze Cup,False,"Julien Piguet, Simon Mann, Nico Varrone, Ulysse De Pauw",AF Corse,Ferrari 296 GT3,True,2:17.466,0 days 00:02:17.466000,328,1:05.222,0 days 00:01:05.222000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,50,90,Silver Cup,False,"Magnus Gustavsen, Ezequiel Perez Companc, Alexey Nesov, Jesse Salmenautio",Madpanda Motorsport,Mercedes-AMG GT3,True,2:19.024,0 days 00:02:19.024000,328,1:31.768,0 days 00:01:31.768000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,51,60,Silver Cup,False,"Baptiste Moulin, Artem Petrov, Michael Dorrbecker, Marcus Paverud",VSR,Lamborghini Huracan GT3 EVO 2,True,2:19.477,0 days 00:02:19.477000,326,1:53.517,0 days 00:01:53.517000,False
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,52,64,Pro-Am Cup,False,"Naveen Rao, Matt Bell, Frank Bird, James Cottingham",Haupt Racing Team,Mercedes-AMG GT3,True,2:20.902,0 days 00:02:20.902000,308,57:06.714,0 days 00:57:06.714000,True
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,53,87,Pro Cup,False,"Lorenzo Ferrari, Thomas Drouet, Maximilian Götz",Mercedes-AMG Team Akkodis ASP,Mercedes-AMG GT3,True,2:18.355,0 days 00:02:18.355000,304,1:29:50.350,0 days 01:29:50.350000,True
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,54,19,Gold Cup,False,"Leonardo Pulcini, Michele Beretta, Rolf Ineichen",Iron Lynx,Lamborghini Huracan GT3 EVO 2,True,2:18.837,0 days 00:02:18.837000,278,2:01:59.725,0 days 02:01:59.725000,True
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,55,8,Bronze Cup,False,"Leonardo Gorini, Antonin Borga, Nicolas Jamin",AGS Events,Lamborghini Huracan GT3 EVO 2,True,2:19.901,0 days 00:02:19.901000,272,2:21:01.045,0 days 02:21:01.045000,True
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,56,32,Pro Cup,False,"Dries Vanthoor, Sheldon van der Linde, Charles Weerts",Team WRT,BMW M4 GT3,True,2:17.618,0 days 00:02:17.618000,250,4:58:38.848,0 days 04:58:38.848000,True
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,57,998,Pro Cup,False,"Daniel Harper, Neil Verhagen, Max Hesse",Rowe Racing,BMW M4 GT3,True,2:17.988,0 days 00:02:17.988000,250,4:58:38.549,0 days 04:58:38.549000,True
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,58,157,Gold Cup,False,"Miklas Born, David Schumacher, Marius Zug",Winward Racing,Mercedes-AMG GT3,True,2:19.510,0 days 00:02:19.510000,238,4:40:19.322,0 days 04:40:19.322000,True
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,59,159,Pro Cup,False,"Marvin Kirchhöfer, Benjamin Goethe, Nicolai Kjaergaard",Garage 59,McLaren 720S GT3 EVO,True,2:18.251,0 days 00:02:18.251000,208,6:48:28.538,0 days 06:48:28.538000,True
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,60,81,Bronze Cup,False,"Reema Juffali, Ralf Aron, Yannick Mettler, Alain Valente",Theeba Motorsport,Mercedes-AMG GT3,True,2:20.101,0 days 00:02:20.101000,200,7:02:29.104,0 days 07:02:29.104000,True
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,61,38,Pro-Am Cup,False,"Samantha Tan, Jon Miller, Isaac Tutumlu Lopez, Leonard Weiss",ST Racing with Rinaldi,Ferrari 296 GT3,True,2:20.472,0 days 00:02:20.472000,192,6:22:55.212,0 days 06:22:55.212000,True
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,62,58,Silver Cup,False,"Fabrizio Crestani, Sam Neary, Gerhard Tweraser, Ricky Capo",GRT Grasser Racing Team,Lamborghini Huracan GT3 EVO 2,True,2:18.553,0 days 00:02:18.553000,188,7:50:11.632,0 days 07:50:11.632000,True
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,63,10,Silver Cup,False,"Loris Cabirou, Cesar Gazeau, Andrea Cola, Roee Meyuhas",Boutsen VDS,Audi R8 LMS GT3 EVO II,True,2:20.090,0 days 00:02:20.090000,186,6:45:45.935,0 days 06:45:45.935000,True
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,64,70,Pro-Am Cup,False,"Gerhard Watzinger, Kerong Li, Jean-Francois Brunot, Brendon Leitch",CrowdStrike Racing by Leipert Motorsport,Lamborghini Huracan GT3 EVO 2,True,2:19.362,0 days 00:02:19.362000,184,7:02:35.919,0 days 07:02:35.919000,True
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,65,63,Pro Cup,False,"Andrea Caldarelli, Jordan Pepper, Mirko Bortolotti",Iron Lynx,Lamborghini Huracan GT3 EVO 2,True,2:18.542,0 days 00:02:18.542000,180,8:07:15.946,0 days 08:07:15.946000,True
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,66,78,Pro-Am Cup,False,"Bashar Mardini, Rob Collard, Patrick Kujala, Dennis Lind",Barwell Motorsport,Lamborghini Huracan GT3 EVO 2,True,2:18.171,0 days 00:02:18.171000,173,7:43:53.050,0 days 07:43:53.050000,True
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,67,2,Pro-Am Cup,False,"Lance Bergstein, Andrzej Lewandowski, Aaron Walker, Lewis Williamson",GetSpeed,Mercedes-AMG GT3,True,2:20.005,0 days 00:02:20.005000,162,8:45:49.566,0 days 08:45:49.566000,True
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,68,83,Bronze Cup,False,"Doriane Pin, Rahel Frey, Sarah Bovy, Michelle Gatting",Iron Dames,Lamborghini Huracan GT3 EVO 2,True,2:21.056,0 days 00:02:21.056000,151,9:28:18.313,0 days 09:28:18.313000,True
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,69,7,Bronze Cup,False,"Brendan Iribe, Oliver Millroy, Fran Rueda, Frederik Schandorff",Inception Racing,McLaren 720S GT3 EVO,True,2:20.213,0 days 00:02:20.213000,74,12:43:19.782,0 days 12:43:19.782000,True
2023,CrowdStrike 24 Hours of Spa,Main Race after 16 hours,70,132,Pro-Am Cup,False,"Kyle Washington, James Sofronas, Patrick Long, Jeroen Bleekemolen",GMG Racing by Car Collection Motorsport,Porsche 911 GT3 R (992),False,0.000,0 days 00:00:00,2,15:53:13.448,0 days 15:53:13.448000,True
2023,CrowdStrike 24 Hours of Spa,Main Race after 17 hours,1,17,Pro Cup,False,"Luca Engstler, Kelvin van der Linde, Nicki Thiim",Scherer Sport PHX,Audi R8 LMS GT3 EVO II,True,2:17.649,0 days 00:02:17.649000,366,0.000,0 days 00:00:00,False
