Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,40,Pro Cup,"Mattia Drudi, Ricardo Feller",Tresor Orange 1,Audi R8 LMS evo II GT3,1:24.510,41,
2,46,Pro Cup,"Valentino Rossi, Maxime Martin",Team WRT,BMW M4 GT3,1:24.767,41,3.769
3,32,Pro Cup,"Charles Weerts, Dries Vanthoor",Team WRT,BMW M4 GT3,1:24.900,41,4.659
4,159,Pro Cup,"Benjamin Goethe, Nicolai Kjaergaard",Garage 59,McLaren 720S GT3 EVO,1:24.579,41,5.317
5,11,Pro Cup,"Lucas Legeret, Christopher Haase",ComToYou Racing,Audi R8 LMS evo II GT3,1:24.581,41,7.692
6,88,Pro Cup,"Raffaele Marciello, Timur Boguslavskiy",AKKODIS ASP Team,Mercedes-AMG GT3,1:24.095,41,8.090
7,30,Gold Cup,"Calan Williams, Niklas Krütten",Team WRT,BMW M4 GT3,1:24.676,41,15.108
8,14,Pro Cup,"Konsta Lappalainen, Giacomo Altoe",Emil Frey Racing,Ferrari 296 GT3,1:25.030,41,34.583
9,21,Gold Cup,"Finlay Hutchison, Gilles Magnus",ComToYou Racing,Audi R8 LMS evo II GT3,1:25.082,41,37.235
10,25,Pro Cup,"Erwan Bastard, Patric Niederhauser",Sainteloc Junior Team,Audi R8 LMS evo II GT3,1:24.920,41,39.030
11,111,Pro Cup,"Christian Klien, Dean Macdonald",JP Motorsport,McLaren 720S GT3 EVO,1:25.448,41,39.593
12,54,Pro Cup,"Christian Engelhart, Adrien De Leener",Dinamic GT Huber Racing,Porsche 911 GT3 R (992),1:24.601,41,40.008
13,26,Gold Cup,"Simon Gachet, Paul Evrard",Sainteloc Junior Team,Audi R8 LMS evo II GT3,1:24.729,41,42.631
14,69,Pro Cup,"Albert Costa, Thierry Vermeulen",Emil Frey Racing,Ferrari 296 GT3,1:24.066,41,43.819
15,31,Pro Cup,"Jean-Baptiste Simmenauer, Thomas Neubauer",Team WRT,BMW M4 GT3,1:25.316,41,45.259
16,119,Silver Cup,"Baptiste Moulin, Marcus Paverud",VSR,Lamborghini Huracan GT3 EVO 2,1:25.473,41,48.325
17,77,Silver Cup,"Jordan Love, Frank Bird",Haupt Racing Team,Mercedes-AMG GT3,1:25.032,41,49.334
18,27,Pro Cup,"Gregoire Demoustier, Christopher Mies",Sainteloc Junior Team,Audi R8 LMS evo II GT3,1:24.602,41,51.674
19,90,Silver Cup,"Jesse Salmenautio, Ezequiel Perez Companc",Madpanda Motorsport,Mercedes-AMG GT3,1:25.516,41,52.504
20,28,Silver Cup,"Leonardo Moncini, Jacopo Guidetti",Nova Race,Honda NSX GT3,1:24.776,41,52.817
21,12,Pro Cup,"Frederic Vervisch, Nicolas Baert",ComToYou Racing,Audi R8 LMS evo II GT3,1:24.404,41,52.851
22,99,Silver Cup,"Alex Aka, Lorenzo Patrese",Tresor Attempto Racing,Audi R8 LMS evo II GT3,1:24.605,41,52.877
23,163,Silver Cup,"Yuki Nemoto, Rolf Ineichen",VSR,Lamborghini Huracan GT3 EVO 2,1:25.137,41,53.284
24,68,Silver Cup,"Erwin Zanotti, Diego Di Fabio",Nova Race,Honda NSX GT3,1:25.701,40,22.035
25,60,Pro Cup,"Jordan Pepper, Franck Perera",VSR,Lamborghini Huracan GT3 EVO 2,1:25.373,39,-2:10.431
26,9,Gold Cup,"Aurelien Panis, Alberto di Folco",Boutsen VDS,Audi R8 LMS evo II GT3,1:25.551,38,1:01.191
27,18,Silver Cup,"Nicholas Risitano, Fernando Croce",GSM AB1 GT3 Team,Lamborghini Huracan GT3 Evo,1:28.460,37,1:19.016
28,10,Gold Cup,"Adam Eteki, Cesar Gazeau",Boutsen VDS,Audi R8 LMS evo II GT3,1:25.446,29,-16:36.790
NC,71,Silver Cup,"Sean Hudspeth, Nicola Marinangeli",AF Corse,Ferrari 488 GT3,1:26.749,17,-34:34.765
