Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,88,Pro Cup,"Raffaele Marciello, Felipe Fraga, Jules Gounon",AKKA ASP,Mercedes-AMG GT3,1:47.211,95,
2,54,Pro Cup,"Klaus Bachler, Christian Engelhart, Matteo Cairoli",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:47.148,95,2.174
3,32,Pro Cup,"Dries Vanthoor, Robin Frijns, Charles Weerts",Team WRT,Audi R8 LMS GT3,1:47.612,95,4.036
4,63,Pro Cup,"Mirko Bortolotti, Marco Mapelli, Andrea Caldarelli",Orange 1 FFF Racing Team,Lamborghini Huracan GT3 Evo,1:47.027,95,9.511
5,4,Pro Cup,"Maro Engel, Luca Stolz, Nico Bastian",HRT,Mercedes-AMG GT3,1:47.588,95,9.984
6,114,Pro Cup,"Konsta Lappalainen, Jack Aitken, Arthur Rougier",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:47.988,95,14.220
7,51,Pro Cup,"Alessandro Pier Guidi, Come Ledogar, Nicklas Nielsen",Iron Lynx,Ferrari 488 GT3,1:47.869,95,15.221
8,163,Pro Cup,"Norbert Siedler, Giacomo Altoe, Albert Costa",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:47.475,95,15.646
9,26,Invitational,"Markus Winkelhock, Dennis Lind, Finlay Hutchison",Sainteloc Racing,Audi R8 LMS GT3 EVO2,1:47.741,95,16.049
10,22,Pro Cup,"Matt Campbell, Earl Bamber, Mathieu Jaminet",GPX Martini Racing,Porsche 911 GT3-R (991.II),1:47.545,95,16.301
11,87,Silver Cup,"Simon Gachet, Thomas Drouet, Konstantin Tereschenko",AKKA ASP,Mercedes-AMG GT3,1:47.493,95,17.829
12,31,Silver Cup,"Ryuichiro Tomita, Valdemar Eriksen, Frank Bird",Team WRT,Audi R8 LMS GT3,1:47.507,95,19.952
13,38,Pro Cup,"Ben Barnicoat, Oliver Wilkinson, Rob Bell",Jota,McLaren 720S GT3,1:48.325,95,21.371
14,7,Silver Cup,"Marvin Dienst, Berkay Besler, Oscar Tunjo",Toksport WRT,Mercedes-AMG GT3,1:47.949,95,23.709
15,99,Silver Cup,"Dennis Marschall, Max Hofer, Alex Aka",Attempto Racing,Audi R8 LMS GT3,1:48.050,95,24.140
16,82,Invitational,"Jesse Krohn, Augusto Farfus, Philipp Eng",BMW M Motorsport,BMW M4 GT3,1:48.329,95,24.483
17,33,Silver Cup,"David Perel, Fabrizio Crestani, Benja Hites",Rinaldi Racing,Ferrari 488 GT3,1:48.161,95,26.180
18,30,Silver Cup,"James Pull, Stuart Hall, Benjamin Goethe",Team WRT,Audi R8 LMS GT3,1:48.153,95,26.545
19,56,Pro Cup,"Romain Dumas, Andrea Rizzoli, Mikkel O. Pedersen",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:48.546,95,30.026
20,14,Silver Cup,"Alex Fontana, Rolf Ineichen, Ricardo Feller",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:47.316,94,5.088
21,34,Pro Cup,"Nick Yelloly, David Pittard, Jake Dennis",Walkenhorst Motorsport,BMW M6 GT3,1:48.280,94,7.203
22,40,Silver Cup,"Jordan Love, Miklas Born, Yannick Mettler",SPS automotive performance,Mercedes-AMG GT3,1:48.593,94,10.566
23,90,Silver Cup,"Ezequiel Perez Companc, Juuso Puhakka, Rik Breukers",Madpanda Motorsport,Mercedes-AMG GT3,1:48.199,94,11.219
24,25,Pro Cup,"Adrien Tambay, Alexandre Cougnaud, Christopher Haase",Sainteloc Racing,Audi R8 LMS GT3,1:48.218,94,11.757
25,20,Pro-AM Cup,"Dominik Baumann, Valentin Pierburg, Martin Konrad",SPS automotive performance,Mercedes-AMG GT3,1:47.758,94,13.736
26,77,Pro-AM Cup,"Henrique Chaves, Adrian Amstutz, Miguel Ramos",Barwell Motorsport,Lamborghini Huracan GT3 Evo,1:48.305,94,16.909
27,97,Pro-AM Cup,"Ahmad Al Harthy, Giacomo Petrobelli, Charlie Eastwood",Oman Racing Team,Aston Martin Vantage AMR GT3,1:48.736,94,17.310
28,93,Pro-AM Cup,"Rino Mastronardi, Jonathan Hui, Chris Froggatt",SKY - Tempesta Racing,Ferrari 488 GT3,1:48.434,94,19.769
29,57,Silver Cup,"Russel Ward, Mikael Grenier",Winward Racing,Mercedes-AMG GT3,1:48.535,94,25.798
30,159,Silver Cup,"Alex MacDowall, Nicolai Kjaergaard, Valentin Hasse Clot",Garage 59,Aston Martin Vantage AMR GT3,1:48.766,94,29.563
31,52,Pro-AM Cup,"Louis Machiels, Andrea Bertolini",AF Corse,Ferrari 488 GT3,1:48.657,94,31.501
32,107,Silver Cup,"Pierre Alexandre Jean, Stephane Tribaudini, Stuart White",CMR,Bentley Continental GT3,1:48.601,94,32.302
33,83,Pro-AM Cup,"Doriane Pin, Sarah Bovy, Michelle Gatting",Iron Lynx,Ferrari 488 GT3,1:49.522,94,32.847
34,488,Pro-AM Cup,"Christian Hook, Manuel Lauck, Jeroen Bleekemolen",Rinaldi Racing,Ferrari 488 GT3,1:48.463,93,12.742
35,19,Pro-AM Cup,"Phil Keen, Stefano Costantini, Hiroshi Hamaguchi",Orange 1 FFF Racing Team,Lamborghini Huracan GT3 Evo,1:48.355,93,13.237
36,11,Pro-AM Cup,"Tim Kohmann, Francesco Zollo, Giorgio Roda",Kessel Racing,Ferrari 488 GT3,1:49.101,93,31.834
37,10,Pro-AM Cup,"Jens Liebhauser, Karim Ojjeh, Jens Klingmann",Boutsen Ginion,BMW M6 GT3,1:49.672,91,28.806
38,16,Silver Cup,"Kikko Galbiati, Tim Zimmermann, Clemens Schmid",GRT Grasser Racing Team,Lamborghini Huracan GT3 Evo,1:48.194,89,-10:05.535
39,71,Pro Cup,"Callum Ilott, Alessio Rovera, Antonio Fuoco",Iron Lynx,Ferrari 488 GT3,1:47.704,87,-15:55.406
40,66,Pro Cup,"Mattia Drudi, Steijn Schothorst, Christopher Mies",Attempto Racing,Audi R8 LMS GT3,1:47.443,86,-17:25.545
41,2,Pro-AM Cup,"Jim Pla, Olivier Grotz, Florian Scholze",GetSpeed,Mercedes-AMG GT3,1:48.768,75,-36:45.969
42,5,Silver Cup,"Indy Dontje, Patrick Assenheimer, Hubert Haupt",HRT,Mercedes-AMG GT3,1:48.700,74,-41:38.337
43,222,Silver Cup,"Bastian Buus, Julien Apotheloz, Joel Sturm",Team Allied Racing,Porsche 911 GT3-R (991.II),1:48.436,73,-44:28.543
NC,69,Pro-AM Cup,"Rob Collard, Sam de Haan, Fabian Schiller",Ram Racing,Mercedes-AMG GT3,1:52.635,11,-2:36:12.141
NC,35,Pro Cup,"Nicky Catsburg, Martin Tomczyk, Thomas Neubauer",Walkenhorst Motorsport,BMW M6 GT3,1:49.349,10,-2:42:05.667
NC,188,Pro-AM Cup,"Chris Goodwin, Alexander West, Jonny Adam",Garage 59,Aston Martin Vantage AMR GT3,1:56.553,6,-2:48:46.104
