Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,11,Pro Cup,"Lucas Legeret, Christopher Haase",ComToYou Racing,Audi R8 LMS GT3 EVO II,1:31.954,,
2,14,Pro Cup,"Giacomo Altoe, Konsta Lappalainen",Emil Frey Racing,Ferrari 296 GT3,1:31.978,,0.024
3,32,Pro Cup,"Charles Weerts, Dries Vanthoor",Team WRT,BMW M4 GT3,1:32.147,,0.193
4,87,Bronze,"Jim Pla, Eric Debard",AKKODIS ASP Team,Mercedes-AMG GT3 EVO,1:32.220,,0.266
5,12,Pro Cup,"Frederic Vervisch, Nicolas Baert",ComToYou Racing,Audi R8 LMS GT3 EVO II,1:32.246,,0.292
6,54,Pro Cup,"Adrien De Leener, Christian Engelhart",Dinamic GT Huber Racing,Porsche 911 GT3 R (992),1:32.293,,0.339
7,88,Pro Cup,"Raffaele Marciello, Timur Boguslavskiy",AKKODIS ASP Team,Mercedes-AMG GT3 EVO,1:32.308,,0.354
8,69,Pro Cup,"Albert Costa, Thierry Vermeulen",Emil Frey Racing,Ferrari 296 GT3,1:32.362,,0.408
9,31,Pro Cup,"Jean-Baptiste Simmenauer, Thomas Neubauer",Team WRT,BMW M4 GT3,1:32.368,,0.414
10,40,Pro Cup,"Ricardo Feller, Mattia Drudi",Tresor Orange 1,Audi R8 LMS GT3 EVO II,1:32.521,,0.567
11,27,Pro Cup,"Christopher Mies, Gregoire Demoustier",Sainteloc Junior Team,Audi R8 LMS GT3 EVO II,1:32.555,,0.601
12,66,Bronze,"Dennis Marschall, Andrey Mukovoz",Tresor Attempto Racing,Audi R8 LMS GT3 EVO II,1:32.593,,0.639
13,30,Gold Cup,"Niklas Krütten, Calan Williams",Team WRT,BMW M4 GT3,1:32.600,,0.646
14,26,Gold Cup,"Paul Evrard, Simon Gachet",Sainteloc Junior Team,Audi R8 LMS GT3 EVO II,1:32.610,,0.656
15,188,Bronze,"Henrique Chaves, Miguel Ramos",Garage 59,McLaren 720S GT3 EVO,1:32.615,,0.661
16,333,Silver Cup,"Pietro Delli Guanti, Alessio Deledda",Tresor Attempto Racing,Audi R8 LMS GT3 EVO II,1:32.619,,0.665
17,126,Bronze,"Loris Spinelli, Dmitry Gvazava",Imperiale Racing,Lamborghini Huracan GT3 Evo,1:32.682,,0.728
18,25,Pro Cup,"Erwan Bastard, Patric Niederhauser",Sainteloc Junior Team,Audi R8 LMS GT3 EVO II,1:32.686,,0.732
19,81,Bronze,"Fabian Schiller, Reema Juffali",Theeba Motorsport,Mercedes-AMG GT3 EVO,1:32.776,,0.822
20,46,Pro Cup,"Valentino Rossi, Maxime Martin",Team WRT,BMW M4 GT3,1:32.790,,0.836
21,90,Silver Cup,"Ezequiel Perez Companc, Jesse Salmenautio",Madpanda Motorsport,Mercedes-AMG GT3 EVO,1:32.856,,0.902
22,60,Pro Cup,"Franck Perera, Jordan Pepper",VSR,Lamborghini Huracan GT3 EVO 2,1:32.878,,0.924
23,9,Gold Cup,"Aurelien Panis, Alberto di Folco",Boutsen VDS,Audi R8 LMS GT3 EVO II,1:32.894,,0.940
24,159,Pro Cup,"Nicolai Kjaergaard, Benjamin Goethe",Garage 59,McLaren 720S GT3 EVO,1:32.998,,1.044
25,911,Bronze,"Ayhancan Güven, Alex Malykhin",Pure Rxcing,Porsche 911 GT3 R (992),1:33.047,,1.093
26,77,Silver Cup,"Jordan Love, Frank Bird",Haupt Racing Team,Mercedes-AMG GT3 EVO,1:33.070,,1.116
27,28,Silver Cup,"Leonardo Moncini, Jacopo Guidetti",Nova Race,Honda NSX GT3,1:33.210,,1.256
28,21,Gold Cup,"Gilles Magnus, Finlay Hutchison",ComToYou Racing,Audi R8 LMS GT3 EVO II,1:33.242,,1.288
29,55,Bronze,"Christopher Zöchling, Philipp Sager",Dinamic GT Huber Racing,Porsche 911 GT3 R (992),1:33.249,,1.295
30,10,Gold Cup,"Adam Eteki, Cesar Gazeau",Boutsen VDS,Audi R8 LMS GT3 EVO II,1:33.283,,1.329
31,44,Bronze,"Steven Palette, Marco Cassara",CLRT,Porsche 911 GT3 R (992),1:33.465,,1.511
32,111,Pro Cup,"Dean Macdonald, Christian Klien",JP Motorsport,McLaren 720S GT3 EVO,1:33.532,,1.578
33,71,Silver Cup,"Sean Hudspeth, Nicola Marinangeli",AF Corse,Ferrari 488 GT3,1:33.580,,1.626
34,79,Bronze,"Sebastien Baud, Hubert Haupt",Haupt Racing Team,Mercedes-AMG GT3 EVO,1:33.597,,1.643
35,163,Silver Cup,"Yuki Nemoto, Mattia Michelotto",VSR,Lamborghini Huracan GT3 EVO 2,1:33.661,,1.707
36,119,Silver Cup,"Baptiste Moulin, Marcus Paverud",VSR,Lamborghini Huracan GT3 EVO 2,1:33.735,,1.781
37,68,Silver Cup,"Erwin Zanotti, Diego Di Fabio",Nova Race,Honda NSX GT3,1:33.740,,1.786
38,112,Bronze,"Norbert Siedler, Patryk Krupinski",JP Motorsport,McLaren 720S GT3 EVO,1:33.885,,1.931
39,91,Bronze,"Robert Renauer, Ralf Bohn",Herberth Motorsport,Porsche 911 GT3 R (992),1:33.959,,2.005
40,52,Bronze,"Andrea Bertolini, Louis Machiels",AF Corse,Ferrari 296 GT3,1:34.840,,2.886
41,18,Silver Cup,"Nicholas Risitano, Fidel Castillo",GSM AB1 GT3 Team,Lamborghini Huracan GT3 Evo,1:37.205,,5.251
DNS,99,Silver Cup,"Lorenzo Patrese, Alex Aka",Tresor Attempto Racing,Audi R8 LMS GT3 EVO II,,,
