Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,25,Pro Cup,"Adrien Tambay, Alexandre Cougnaud, Christopher Haase",Sainteloc Racing,Audi R8 LMS GT3,1:47.673,,
2,34,Pro Cup,"Sheldon van der Linde, Marco Wittmann, David Pittard",Walkenhorst Motorsport,BMW M6 GT3,1:47.797,,0.124
3,107,Pro-AM Cup,"Gilles Vannelet, Stuart White, Nelson Panciatici",CMR,Bentley Continental GT3,1:47.802,,0.129
4,93,Pro-AM Cup,"Chris Froggatt, Stefan Görig, Edward Cheever",SKY - Tempesta Racing,Ferrari 488 GT3,1:47.925,,0.252
5,2,Pro-AM Cup,"Nico Bastian, Olivier Grotz, Florian Scholze",GetSpeed,Mercedes-AMG GT3,1:47.976,,0.303
6,88,Pro Cup,"Raffaele Marciello, Daniel Juncadella, Jules Gounon",AKKA ASP,Mercedes-AMG GT3,1:48.055,,0.382
7,63,Pro Cup,"Mirko Bortolotti, Marco Mapelli, Andrea Caldarelli",Orange 1 FFF Racing Team,Lamborghini Huracan GT3 Evo,1:48.105,,0.432
8,20,Pro-AM Cup,"Dominik Baumann, Valentin Pierburg",SPS automotive performance,Mercedes-AMG GT3,1:48.244,,0.571
9,38,Pro Cup,"Ben Barnicoat, Oliver Wilkinson, Rob Bell",JOTA,McLaren 720S GT3,1:48.298,,0.625
10,54,Pro Cup,"Matteo Cairoli, Klaus Bachler, Christian Engelhart",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:48.345,,0.672
11,35,Pro Cup,"Timo Glock, Martin Tomczyk, Thomas Neubauer",Walkenhorst Motorsport,BMW M6 GT3,1:48.386,,0.713
12,7,Silver Cup,"Oscar Tunjo, Paul Petit, Marvin Dienst",Toksport,Mercedes-AMG GT3,1:48.424,,0.751
13,32,Pro Cup,"Dries Vanthoor, Kelvin van der Linde, Charles Weerts",Team WRT,Audi R8 LMS GT3,1:48.434,,0.761
14,71,Pro Cup,"Antonio Fuoco, Callum Ilott, Davide Rigon",Iron Lynx,Ferrari 488 GT3,1:48.449,,0.776
15,16,Silver Cup,"Clemens Schmid, Tim Zimmermann, Kikko Galbiati",GRT Grasser Racing Team,Lamborghini Huracan GT3 Evo,1:48.465,,0.792
16,188,Pro-AM Cup,"Alexander West, Chris Goodwin, Jonny Adam",Garage 59,Aston Martin Vantage AMR GT3,1:48.469,,0.796
17,4,Pro Cup,"Maro Engel, Luca Stolz, Vincent Abril",HRT,Mercedes-AMG GT3,1:48.543,,0.870
18,26,Pro Cup,"Markus Winkelhock, Finlay Hutchison, Frederic Vervisch",Sainteloc Racing,Audi R8 LMS GT3,1:48.560,,0.887
19,222,Pro-AM Cup,"Jan Kasperlik, Julien Apotheloz, Nicolas Schöll",Team Allied Racing,Porsche 911 GT3-R (991.II),1:48.592,,0.919
20,14,Silver Cup,"Alex Fontana, Rolf Ineichen, Ricardo Feller",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:48.598,,0.925
21,30,Silver Cup,"James Pull, Stuart Hall, Benjamin Goethe",Team WRT,Audi R8 LMS GT3,1:48.609,,0.936
22,99,Silver Cup,"Dennis Marschall, Alex Aka, Tommaso Mosca",Attempto Racing,Audi R8 LMS GT3,1:48.616,,0.943
23,52,Pro-AM Cup,"Lorenzo Bontempelli, Louis Machiels, Andrea Bertolini",AF Corse,Ferrari 488 GT3,1:48.647,,0.974
24,163,Pro Cup,"Giacomo Altoe, Norbert Siedler, Albert Costa",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:48.651,,0.978
25,57,Silver Cup,"Russel Ward, Mikael Grenier, Philip Ellis",Winward Racing,Mercedes-AMG GT3,1:48.673,,1.000
26,90,Silver Cup,"Ezequiel Perez Companc, Rik Breukers",Madpanda Motorsport,Mercedes-AMG GT3,1:48.697,,1.024
27,22,Pro Cup,"Matt Campbell, Earl Bamber, Mathieu Jaminet",GPX Martini Racing,Porsche 911 GT3-R (991.II),1:48.708,,1.035
28,51,Pro Cup,"Alessandro Pier Guidi, Nicklas Nielsen, Come Ledogar",Iron Lynx,Ferrari 488 GT3,1:48.717,,1.044
29,56,Pro Cup,"Andrea Rizzoli, Mikkel O. Pedersen, Romain Dumas",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:48.737,,1.064
30,5,Silver Cup,"Hubert Haupt, Patrick Assenheimer, Ricardo Sanchez",HRT,Mercedes-AMG GT3,1:48.752,,1.079
31,70,Pro-AM Cup,"Oliver Millroy, Brendan Iribe",Inception Racing,McLaren 720S GT3,1:48.879,,1.206
32,114,Pro Cup,"Arthur Rougier, Konsta Lappalainen, Jack Aitken",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:48.899,,1.226
33,159,Silver Cup,"Nicolai Kjaergaard, Alex MacDowall, Valentin Hasse Clot",Garage 59,Aston Martin Vantage AMR GT3,1:48.915,,1.242
34,31,Silver Cup,"Ryuichiro Tomita, Frank Bird, Valdemar Eriksen",Team WRT,Audi R8 LMS GT3,1:48.925,,1.252
