Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
31,93,Pro-AM Cup,"Chris Froggatt, Stefan Görig, Edward Cheever",SKY - Tempesta Racing,Ferrari 488 GT3,1:48.685,,1.736
32,56,Pro Cup,"Andrea Rizzoli, Mikkel O. Pedersen, Romain Dumas",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:48.693,,1.744
33,57,Silver Cup,"Russel Ward, Mikael Grenier, Philip Ellis",Winward Racing,Mercedes-AMG GT3,1:48.697,,1.748
34,11,Pro-AM Cup,"Tim Kohmann, Francesco Zollo, Giorgio Roda",Kessel Racing,Ferrari 488 GT3,1:48.933,,1.984
35,5,Silver Cup,"Hubert Haupt, Patrick Assenheimer, Ricardo Sanchez",HRT,Mercedes-AMG GT3,1:49.055,,2.106
36,69,Pro-AM Cup,"Rob Collard, Sam de Haan, Callum MacLeod",Ram Racing,Mercedes-AMG GT3,1:49.065,,2.116
37,52,Pro-AM Cup,"Lorenzo Bontempelli, Louis Machiels, Andrea Bertolini",AF Corse,Ferrari 488 GT3,1:49.066,,2.117
38,40,Silver Cup,"Yannick Mettler, Jordan Love, Miklas Born",SPS automotive performance,Mercedes-AMG GT3,1:49.089,,2.140
39,107,Pro-AM Cup,"Gilles Vannelet, Stuart White, Nelson Panciatici",CMR,Bentley Continental GT3,1:49.137,,2.188
40,188,Pro-AM Cup,"Alexander West, Chris Goodwin, Jonny Adam",Garage 59,Aston Martin Vantage AMR GT3,1:49.344,,2.395
41,77,Pro-AM Cup,"Adrian Amstutz, Miguel Ramos, Henrique Chaves",Barwell Motorsport,Lamborghini Huracan GT3 Evo,1:49.845,,2.896
42,10,Pro-AM Cup,"Karim Ojjeh, Jens Liebhauser, Jens Klingmann",Boutsen Ginion,BMW M6 GT3,1:50.531,,3.582
DNS,222,Pro-AM Cup,"Jan Kasperlik, Julien Apotheloz, Nicolas Schöll",Team Allied Racing,Porsche 911 GT3-R (991.II),,,
