Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,63,Pro Cup,"Mirko Bortolotti, Marco Mapelli, Andrea Caldarelli",Orange 1 FFF Racing Team,Lamborghini Huracan GT3 Evo,1:46.949,,
2,71,Pro Cup,"Antonio Fuoco, Callum Ilott, Davide Rigon",Iron Lynx,Ferrari 488 GT3,1:47.114,,0.165
3,88,Pro Cup,"Raffaele Marciello, Daniel Juncadella, Jules Gounon",AKKA ASP,Mercedes-AMG GT3,1:47.223,,0.274
4,32,Pro Cup,"Dries Vanthoor, Kelvin van der Linde, Charles Weerts",Team WRT,Audi R8 LMS GT3,1:47.225,,0.276
5,14,Silver Cup,"Alex Fontana, Rolf Ineichen, Ricardo Feller",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:47.469,,0.520
6,34,Pro Cup,"Sheldon van der Linde, Marco Wittmann, David Pittard",Walkenhorst Motorsport,BMW M6 GT3,1:47.521,,0.572
7,38,Pro Cup,"Ben Barnicoat, Oliver Wilkinson, Rob Bell",JOTA,McLaren 720S GT3,1:47.609,,0.660
8,51,Pro Cup,"Alessandro Pier Guidi, Nicklas Nielsen, Come Ledogar",Iron Lynx,Ferrari 488 GT3,1:47.681,,0.732
9,7,Silver Cup,"Oscar Tunjo, Paul Petit, Marvin Dienst",Toksport,Mercedes-AMG GT3,1:47.692,,0.743
10,4,Pro Cup,"Maro Engel, Luca Stolz, Vincent Abril",HRT,Mercedes-AMG GT3,1:47.710,,0.761
11,22,Pro Cup,"Matt Campbell, Earl Bamber, Mathieu Jaminet",GPX Martini Racing,Porsche 911 GT3-R (991.II),1:47.748,,0.799
12,54,Pro Cup,"Matteo Cairoli, Klaus Bachler, Christian Engelhart",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:47.791,,0.842
13,163,Pro Cup,"Giacomo Altoe, Norbert Siedler, Albert Costa",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:47.805,,0.856
14,31,Silver Cup,"Ryuichiro Tomita, Frank Bird, Valdemar Eriksen",Team WRT,Audi R8 LMS GT3,1:47.819,,0.870
15,19,Pro-AM Cup,"Phil Keen, Hiroshi Hamaguchi",Orange 1 FFF Racing Team,Lamborghini Huracan GT3 Evo,1:47.865,,0.916
16,87,Silver Cup,"Simon Gachet, Konstantin Tereschenko, Thomas Drouet",AKKA ASP,Mercedes-AMG GT3,1:47.878,,0.929
17,70,Pro-AM Cup,"Oliver Millroy, Brendan Iribe",Inception Racing,McLaren 720S GT3,1:47.891,,0.942
18,30,Silver Cup,"James Pull, Stuart Hall, Benjamin Goethe",Team WRT,Audi R8 LMS GT3,1:47.926,,0.977
19,26,Pro Cup,"Markus Winkelhock, Finlay Hutchison, Frederic Vervisch",Sainteloc Racing,Audi R8 LMS GT3,1:48.008,,1.059
20,66,Pro Cup,"Mattia Drudi, Christopher Mies, Kim Luis Schramm",Attempto Racing,Audi R8 LMS GT3,1:48.065,,1.116
21,114,Pro Cup,"Arthur Rougier, Konsta Lappalainen, Jack Aitken",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:48.080,,1.131
22,2,Pro-AM Cup,"Nico Bastian, Olivier Grotz, Florian Scholze",GetSpeed,Mercedes-AMG GT3,1:48.094,,1.145
23,99,Silver Cup,"Dennis Marschall, Alex Aka, Tommaso Mosca",Attempto Racing,Audi R8 LMS GT3,1:48.102,,1.153
24,25,Pro Cup,"Adrien Tambay, Alexandre Cougnaud, Christopher Haase",Sainteloc Racing,Audi R8 LMS GT3,1:48.120,,1.171
25,90,Silver Cup,"Ezequiel Perez Companc, Rik Breukers",Madpanda Motorsport,Mercedes-AMG GT3,1:48.123,,1.174
26,20,Pro-AM Cup,"Dominik Baumann, Valentin Pierburg",SPS automotive performance,Mercedes-AMG GT3,1:48.124,,1.175
27,35,Pro Cup,"Timo Glock, Martin Tomczyk, Thomas Neubauer",Walkenhorst Motorsport,BMW M6 GT3,1:48.257,,1.308
28,16,Silver Cup,"Clemens Schmid, Tim Zimmermann, Kikko Galbiati",GRT Grasser Racing Team,Lamborghini Huracan GT3 Evo,1:48.334,,1.385
29,159,Silver Cup,"Nicolai Kjaergaard, Alex MacDowall, Valentin Hasse Clot",Garage 59,Aston Martin Vantage AMR GT3,1:48.559,,1.610
30,33,Silver Cup,"Benjamin Hites, Patrick Kujala",Rinaldi Racing,Ferrari 488 GT3,1:48.663,,1.714
