Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,40,Pro Cup,"Ricardo Feller, Mattia Drudi",Tresor Orange 1,Audi R8 LMS GT3 EVO II,1:34.423,32,
2,69,Pro Cup,"Albert Costa, Thierry Vermeulen",Emil Frey Racing,Ferrari 296 GT3,1:34.937,32,1.020
3,46,Pro Cup,"Valentino Rossi, Maxime Martin",Team WRT,BMW M4 GT3,1:35.105,32,2.451
4,88,Pro Cup,"Raffaele Marciello, Timur Boguslavskiy",AKKODIS ASP Team,Mercedes-AMG GT3 EVO,1:34.909,32,3.627
5,32,Pro Cup,"Dries Vanthoor, Charles Weerts",Team WRT,BMW M4 GT3,1:35.564,32,10.308
6,77,Silver Cup,"Jordan Love, Frank Bird",Haupt Racing Team,Mercedes-AMG GT3 EVO,1:34.935,32,11.298
7,31,Pro Cup,"Thomas Neubauer, Jean-Baptiste Simmenauer",Team WRT,BMW M4 GT3,1:35.411,32,12.434
8,60,Pro Cup,"Andrea Caldarelli, Marco Mapelli",VSR,Lamborghini Huracan GT3 EVO 2,1:35.328,32,13.301
9,12,Pro Cup,"Frederic Vervisch, Nicolas Baert",ComToYou Racing,Audi R8 LMS GT3 EVO II,1:35.755,32,14.920
10,14,Pro Cup,"Konsta Lappalainen, Giacomo Altoe",Emil Frey Racing,Ferrari 296 GT3,1:35.442,32,14.942
11,10,Gold Cup,"Cesar Gazeau, Adam Eteki",Boutsen VDS,Audi R8 LMS GT3 EVO II,1:34.722,32,18.209
12,99,Silver Cup,"Alex Aka, Lorenzo Patrese",Tresor Attempto Racing,Audi R8 LMS GT3 EVO II,1:35.429,32,18.304
13,30,Gold Cup,"Niklas Krütten, Calan Williams",Team WRT,BMW M4 GT3,1:35.057,32,18.954
14,21,Gold Cup,"Gilles Magnus, Finlay Hutchison",ComToYou Racing,Audi R8 LMS GT3 EVO II,1:35.489,32,20.809
15,90,Silver Cup,"Jesse Salmenautio, Ezequiel Perez Companc",Madpanda Motorsport,Mercedes-AMG GT3 EVO,1:35.306,32,22.450
16,44,Pro Cup,"Laurin Heinrich, Ayhancan Güven",CLRT,Porsche 911 GT3 R (992),1:34.829,32,22.842
17,159,Pro Cup,"Nicolai Kjaergaard, Benjamin Goethe",Garage 59,McLaren 720S GT3 EVO,1:36.011,32,22.985
18,163,Silver Cup,"Marcus Paverud, Maximilian Paul",VSR,Lamborghini Huracan GT3 EVO 2,1:35.368,32,23.593
19,28,Silver Cup,"Jacopo Guidetti, Leonardo Moncini",Nova Race,Honda NSX GT3 EVO 2,1:36.883,32,24.946
20,9,Gold Cup,"Aurelien Panis, Alberto di Folco",Boutsen VDS,Audi R8 LMS GT3 EVO II,1:35.390,32,27.697
21,71,Silver Cup,"Nicola Marinangeli, Sean Hudspeth",AF Corse,Ferrari 296 GT3,1:36.632,32,28.619
22,68,Silver Cup,"Erwin Zanotti, Alex Frassineti",Nova Race,Honda NSX GT3 EVO 2,1:35.497,32,40.928
23,111,Pro Cup,"Christian Klien, Dean Macdonald",JP Motorsport,McLaren 720S GT3 EVO,1:35.658,32,53.677
24,26,Gold Cup,"Simon Gachet, Paul Evrard",Sainteloc Junior Team,Audi R8 LMS GT3 EVO II,1:36.183,31,39.360
25,112,Gold Cup,"Norbert Siedler, Patryk Krupinski",JP Motorsport,McLaren 720S GT3 EVO,1:35.857,31,1:16.960
26,25,Pro Cup,"Patric Niederhauser, Erwan Bastard",Sainteloc Junior Team,Audi R8 LMS GT3 EVO II,1:34.350,29,-4:11.120
27,27,Pro Cup,"Gregoire Demoustier, Christopher Mies",Sainteloc Junior Team,Audi R8 LMS GT3 EVO II,1:35.474,24,-34.635
28,11,Pro Cup,"Lucas Legeret, Christopher Haase",ComToYou Racing,Audi R8 LMS GT3 EVO II,1:34.331,23,46.908
NC,18,Silver Cup,"Paul Meijer, Harley Haughton",GSM AB1 GT3 Team,Lamborghini Huracan GT3 Evo,1:38.723,20,1:07.984
NC,54,Pro Cup,"Christian Engelhart, Adrien De Leener",Dinamic GT,Porsche 911 GT3 R (992),1:34.485,19,-25:07.083
