Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,89,Pro Cup,"Timur Boguslavskiy, Raffaele Marciello",AKKODIS ASP Team,Mercedes-AMG GT3,1:21.370,,
2,25,Pro Cup,"Aurelien Panis, Patric Niederhauser",Sainteloc Junior Team,Audi R8 LMS evo II GT3,1:21.443,,0.073
3,32,Pro Cup,"Charles Weerts, Dries Vanthoor",Team WRT,Audi R8 LMS evo II GT3,1:21.582,,0.212
4,11,Pro Cup,"Simon Gachet, Christopher Haase",Tresor by Car Collection,Audi R8 LMS evo II GT3,1:21.719,,0.349
5,88,Pro Cup,"Jules Gounon, Jim Pla",AKKODIS ASP Team,Mercedes-AMG GT3,1:21.786,,0.416
6,78,Pro-Am Cup,"Alex Malykhin, Ben Barker",Barwell Motorsport,Lamborghini Huracan GT3 Evo,1:21.875,,0.505
7,53,Silver Cup,"Ulysse De Pauw, Pierre Alexandre Jean",AF Corse,Ferrari 488 GT3,1:21.942,,0.572
8,66,Pro Cup,"Pieter Schothorst, Dennis Marschall",Attempto Racing,Audi R8 LMS evo II GT3,1:21.961,,0.591
9,33,Pro Cup,"Jean-Baptiste Simmenauer, Christopher Mies",Team WRT,Audi R8 LMS evo II GT3,1:21.966,,0.596
10,12,Pro Cup,"Mattia Drudi, Luca Ghiotto",Tresor by Car Collection,Audi R8 LMS evo II GT3,1:22.059,,0.689
11,46,Pro Cup,"Valentino Rossi, Frederic Vervisch",Team WRT,Audi R8 LMS evo II GT3,1:22.173,,0.803
12,87,Silver Cup,"Thomas Drouet, Casper Stevenson",AKKODIS ASP Team,Mercedes-AMG GT3,1:22.234,,0.864
13,111,Pro-Am Cup,"Patryk Krupinski, Christian Klien",JP Motorsport,McLaren 720S GT3,1:22.365,,0.995
14,52,Pro-Am Cup,"Louis Machiels, Andrea Bertolini",AF Corse,Ferrari 488 GT3,1:22.400,,1.030
15,21,Pro-Am Cup,"Hugo Delacour, Cedric Sbirrazzuoli",AF Corse,Ferrari 488 GT3,1:22.424,,1.054
16,30,Silver Cup,"Benjamin Goethe, Thomas Neubauer",Team WRT,Audi R8 LMS evo II GT3,1:22.434,,1.064
17,54,Pro Cup,"Adrien De Leener, Christian Engelhart",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:22.509,,1.139
18,38,Pro Cup,"Oliver Wilkinson, Rob Bell",Jota,McLaren 720S GT3,1:22.630,,1.260
19,99,Silver Cup,"Nicolas Schöll, Alex Aka",Attempto Racing,Audi R8 LMS evo II GT3,1:22.730,,1.360
20,26,Silver Cup,"Gilles Magnus, Nicolas Baert",Sainteloc Junior Team,Audi R8 LMS evo II GT3,1:22.783,,1.413
21,86,Silver Cup,"Igor Walilko, Petru Razvan Umbrarescu",AKKODIS ASP Team,Mercedes-AMG GT3,1:22.897,,1.527
22,56,Pro Cup,"Giorgio Roda, Klaus Bachler",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:22.911,,1.541
23,93,Silver Cup,"Eddie Cheever, Chris Froggatt",SKY - Tempesta Racing,Mercedes-AMG GT3,1:23.004,,1.634
24,159,Silver Cup,"Ethan Simioni, Vargas Manuel Maldonado",Garage 59,McLaren 720S GT3,1:23.680,,2.310
25,18,Silver Cup,"Isaac Tutumlu, Gerhard Tweraser",GSM NOVAMARINE,Lamborghini Huracan GT3 Evo,1:23.832,,2.462
NC,188,Pro-Am Cup,"Miguel Ramos, Dean Macdonald",Garage 59,McLaren 720S GT3,,,
