Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,89,Pro Cup,"Timur Boguslavskiy, Raffaele Marciello",AKKODIS ASP Team,Mercedes-AMG GT3,1:21.889,,
2,88,Pro Cup,"Jules Gounon, Jim Pla",AKKODIS ASP Team,Mercedes-AMG GT3,1:22.104,,0.215
3,11,Pro Cup,"Simon Gachet, Christopher Haase",Tresor by Car Collection,Audi R8 LMS evo II GT3,1:22.201,,0.312
4,32,Pro Cup,"Charles Weerts, Dries Vanthoor",Team WRT,Audi R8 LMS evo II GT3,1:22.220,,0.331
5,25,Pro Cup,"Aurelien Panis, Patric Niederhauser",Sainteloc Junior Team,Audi R8 LMS evo II GT3,1:22.285,,0.396
6,78,Pro-Am Cup,"Alex Malykhin, Ben Barker",Barwell Motorsport,Lamborghini Huracan GT3 Evo,1:22.288,,0.399
7,53,Silver Cup,"Ulysse De Pauw, Pierre Alexandre Jean",AF Corse,Ferrari 488 GT3,1:22.364,,0.475
8,26,Silver Cup,"Gilles Magnus, Nicolas Baert",Sainteloc Junior Team,Audi R8 LMS evo II GT3,1:22.443,,0.554
9,46,Pro Cup,"Valentino Rossi, Frederic Vervisch",Team WRT,Audi R8 LMS evo II GT3,1:22.491,,0.602
10,12,Pro Cup,"Mattia Drudi, Luca Ghiotto",Tresor by Car Collection,Audi R8 LMS evo II GT3,1:22.541,,0.652
11,30,Silver Cup,"Benjamin Goethe, Thomas Neubauer",Team WRT,Audi R8 LMS evo II GT3,1:22.599,,0.710
12,54,Pro Cup,"Adrien De Leener, Christian Engelhart",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:22.642,,0.753
13,87,Silver Cup,"Thomas Drouet, Casper Stevenson",AKKODIS ASP Team,Mercedes-AMG GT3,1:22.714,,0.825
14,38,Pro Cup,"Oliver Wilkinson, Rob Bell",Jota,McLaren 720S GT3,1:22.730,,0.841
15,56,Pro Cup,"Giorgio Roda, Klaus Bachler",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:22.767,,0.878
16,86,Silver Cup,"Igor Walilko, Petru Razvan Umbrarescu",AKKODIS ASP Team,Mercedes-AMG GT3,1:22.830,,0.941
17,33,Pro Cup,"Jean-Baptiste Simmenauer, Christopher Mies",Team WRT,Audi R8 LMS evo II GT3,1:22.891,,1.002
18,188,Pro-Am Cup,"Miguel Ramos, Dean Macdonald",Garage 59,McLaren 720S GT3,1:22.968,,1.079
19,66,Pro Cup,"Pieter Schothorst, Dennis Marschall",Attempto Racing,Audi R8 LMS evo II GT3,1:23.027,,1.138
20,159,Silver Cup,"Ethan Simioni, Vargas Manuel Maldonado",Garage 59,McLaren 720S GT3,1:23.162,,1.273
21,99,Silver Cup,"Nicolas Schöll, Alex Aka",Attempto Racing,Audi R8 LMS evo II GT3,1:23.359,,1.470
22,111,Pro-Am Cup,"Patryk Krupinski, Christian Klien",JP Motorsport,McLaren 720S GT3,1:23.553,,1.664
23,52,Pro-Am Cup,"Louis Machiels, Andrea Bertolini",AF Corse,Ferrari 488 GT3,1:23.774,,1.885
24,21,Pro-Am Cup,"Hugo Delacour, Cedric Sbirrazzuoli",AF Corse,Ferrari 488 GT3,1:24.061,,2.172
25,93,Silver Cup,"Eddie Cheever, Chris Froggatt",SKY - Tempesta Racing,Mercedes-AMG GT3,1:24.180,,2.291
26,18,Silver Cup,"Isaac Tutumlu, Gerhard Tweraser",GSM NOVAMARINE,Lamborghini Huracan GT3 Evo,1:25.035,,3.146
