Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,54,Pro Cup,"Matteo Cairoli, Klaus Bachler, Christian Engelhart",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:49.156,79,
2,88,Pro Cup,"Raffaele Marciello, Daniel Juncadella, Jules Gounon",AKKA ASP,Mercedes-AMG GT3,1:48.858,79,2.886
3,14,Silver Cup,"Alex Fontana, Rolf Ineichen, Ricardo Feller",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:48.864,79,3.141
4,71,Pro Cup,"Antonio Fuoco, Callum Ilott, Davide Rigon",Iron Lynx,Ferrari 488 GT3,1:48.322,79,3.613
5,51,Pro Cup,"Alessandro Pier Guidi, Nicklas Nielsen, Come Ledogar",Iron Lynx,Ferrari 488 GT3,1:48.860,79,7.799
6,30,Silver Cup,"James Pull, Stuart Hall, Benjamin Goethe",Team WRT,Audi R8 LMS GT3,1:48.960,79,15.607
7,57,Silver Cup,"Russel Ward, Mikael Grenier, Philip Ellis",Winward Racing,Mercedes-AMG GT3,1:49.294,79,19.506
8,31,Silver Cup,"Ryuichiro Tomita, Frank Bird, Valdemar Eriksen",Team WRT,Audi R8 LMS GT3,1:48.941,79,23.391
9,26,Pro Cup,"Markus Winkelhock, Finlay Hutchison, Frederic Vervisch",Sainteloc Racing,Audi R8 LMS GT3,1:49.241,79,26.060
10,56,Pro Cup,"Andrea Rizzoli, Mikkel O. Pedersen, Romain Dumas",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:49.478,79,33.042
11,87,Silver Cup,"Simon Gachet, Konstantin Tereschenko, Thomas Drouet",AKKA ASP,Mercedes-AMG GT3,1:49.397,79,34.062
12,66,Pro Cup,"Mattia Drudi, Christopher Mies, Kim Luis Schramm",Attempto Racing,Audi R8 LMS GT3,1:49.531,79,44.844
13,4,Pro Cup,"Maro Engel, Luca Stolz, Vincent Abril",HRT,Mercedes-AMG GT3,1:49.089,79,45.172
14,188,Pro-AM Cup,"Alexander West, Chris Goodwin, Jonny Adam",Garage 59,Aston Martin Vantage AMR GT3,1:49.800,79,49.410
15,99,Silver Cup,"Dennis Marschall, Alex Aka, Tommaso Mosca",Attempto Racing,Audi R8 LMS GT3,1:49.642,79,55.224
16,19,Pro-AM Cup,"Phil Keen, Hiroshi Hamaguchi",Orange 1 FFF Racing Team,Lamborghini Huracan GT3 Evo,1:49.997,79,56.939
17,33,Silver Cup,"Benjamin Hites, Patrick Kujala",Rinaldi Racing,Ferrari 488 GT3,1:50.476,79,1:04.867
