Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,14,Silver Cup,"Alex Fontana, Rolf Ineichen, Ricardo Feller",Emil Frey Racing,Lamborghini Huracan GT3 Evo,2:18.067,,
2,63,Pro Cup,"Mirko Bortolotti, Marco Mapelli, Andrea Caldarelli",Orange 1 FFF Racing Team,Lamborghini Huracan GT3 Evo,2:18.283,,0.216
3,88,Pro Cup,"Raffaele Marciello, Daniel Juncadella, Jules Gounon",Mercedes-AMG Team Akka ASP,Mercedes-AMG GT3,2:18.413,,0.346
4,35,Pro Cup,"Timo Glock, Martin Tomczyk, Thomas Neubauer",Walkenhorst Motorsport,BMW M6 GT3,2:18.562,,0.495
5,77,Pro-AM Cup,"Miguel Ramos, Leo Machitski, Henrique Chaves, Sandy Mitchell",Barwell Motorsport,Lamborghini Huracan GT3 Evo,2:18.612,,0.545
6,66,Pro Cup,"Mattia Drudi, Dennis Marschall, Christopher Mies",Audi Sport Team Attempto Racing,Audi R8 LMS GT3,2:18.624,,0.557
7,114,Pro Cup,"Konsta Lappalainen, Jack Aitken, Arthur Rougier",Emil Frey Racing,Lamborghini Huracan GT3 Evo,2:18.652,,0.585
8,69,Pro-AM Cup,"Sam de Haan, Rob Collard, Ricky Collard Jr., Fabian Schiller",Ram Racing,Mercedes-AMG GT3,2:18.697,,0.630
9,188,Pro-AM Cup,"Alexander West, Chris Goodwin, Charlie Eastwood, Marvin Kirchhöfer",Garage 59,Aston Martin Vantage AMR GT3,2:18.704,,0.637
10,163,Pro Cup,"Giacomo Altoe, Franck Perera, Albert Costa",Emil Frey Racing,Lamborghini Huracan GT3 Evo,2:18.813,,0.746
11,51,Pro Cup,"Come Ledogar, Nicklas Nielsen, Alessandro Pier Guidi",Iron Lynx,Ferrari 488 GT3,2:18.870,,0.803
12,21,Pro Cup,"Sven Müller, Richard Lietz, Kevin Estre",Rutronik Racing,Porsche 911 GT3-R (991.II),2:18.883,,0.816
13,89,Pro Cup,"Lucas Auer, Timur Boguslavskiy, Felipe Fraga",AKKA ASP,Mercedes-AMG GT3,2:18.914,,0.847
14,34,Pro Cup,"Sheldon van der Linde, David Pittard, Marco Wittmann",Walkenhorst Motorsport,BMW M6 GT3,2:18.925,,0.858
15,71,Pro Cup,"Antonio Fuoco, Callum Ilott, Davide Rigon",Iron Lynx,Ferrari 488 GT3,2:18.945,,0.878
16,90,Silver Cup,"Ezequiel Perez Companc, Ricardo Sanchez, Patrick Kujala, Rik Breukers",Madpanda Motorsport,Mercedes-AMG GT3,2:18.957,,0.890
17,107,Silver Cup,"Stuart White, Pierre-Alexandre Jean, Nelson Panciatici, Ulysse De Pauw",CMR,Bentley Continental GT3,2:18.979,,0.912
18,25,Pro Cup,"Markus Winkelhock, Patric Niederhauser, Christopher Haase",Audi Sport Team Sainteloc Racing,Audi R8 LMS GT3,2:19.001,,0.934
19,70,Pro-AM Cup,"Oliver Millroy, Brendan Iribe, Kevin Madsen, Jordan Pepper",Inception Racing,McLaren 720S GT3,2:19.028,,0.961
20,95,Pro Cup,"Nicki Thiim, Ross Gunn, Marco Sorensen",Garage 59,Aston Martin Vantage AMR GT3,2:19.081,,1.014
21,7,Silver Cup,"Berkay Besler, Oscar Tunjo, Paul Petit, Marvin Dienst",Toksport WRT,Mercedes-AMG GT3,2:19.090,,1.023
22,57,Silver Cup,"Russel Ward, Mikael Grenier, Philip Ellis",Winward Racing,Mercedes-AMG GT3,2:19.140,,1.073
23,4,Pro Cup,"Maro Engel, Luca Stolz, Vincent Abril",Mercedes-AMG Team HRT,Mercedes-AMG GT3,2:19.148,,1.081
24,22,Pro Cup,"Matt Campbell, Earl Bamber, Mathieu Jaminet",GPX Martini Racing,Porsche 911 GT3-R (991.II),2:19.155,,1.088
25,87,Silver Cup,"Simon Gachet, Konstantin Tereschenko, Petru Razvan Umbrarescu, Thomas Drouet",AKKA ASP,Mercedes-AMG GT3,2:19.178,,1.111
26,53,Pro-AM Cup,"Duncan Cameron, Rino Mastronardi, Matt Griffin, Miguel Molina",AF Corse,Ferrari 488 GT3,2:19.184,,1.117
27,33,Silver Cup,"Benja Hites, Fabrizio Crestani, David Perel",Team Rinaldi Racing,Ferrari 488 GT3,2:19.186,,1.119
28,52,Pro-AM Cup,"Louis Machiels, John Wartique, Andrea Bertolini, Alessio Rovera",AF Corse,Ferrari 488 GT3,2:19.229,,1.162
