Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,32,Pro Cup,"Charles Weerts, Dries Vanthoor",Team WRT,Audi R8 LMS GT3,1:33.711,34,
2,6,Pro Cup,"Luca Stolz, Maro Engel",Mercedes-AMG Team Toksport WRT,Mercedes-AMG GT3,1:33.635,34,1.170
3,25,Pro Cup,"Leo Roussel, Christopher Haase",Sainteloc Racing,Audi R8 LMS GT3,1:33.761,34,3.485
4,26,Pro Cup,"Aurelien Panis, Frederic Vervisch",Sainteloc Racing,Audi R8 LMS GT3,1:33.940,34,4.899
5,88,Pro Cup,"Timur Boguslavskiy, Raffaele Marciello",AKKA ASP,Mercedes-AMG GT3,1:33.762,34,7.094
6,87,Silver Cup,"Jim Pla, Konstantin Tereschenko",AKKA ASP,Mercedes-AMG GT3,1:34.159,34,12.220
7,114,Pro Cup,"Konsta Lappalainen, Jack Aitken",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:33.606,34,12.740
8,14,Silver Cup,"Alex Fontana, Ricardo Feller",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:33.906,34,12.937
9,163,Pro Cup,"Albert Costa, Norbert Siedler",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:33.929,34,15.736
10,7,Silver Cup,"Oscar Tunjo, Juuso Puhakka",Toksport,Mercedes-AMG GT3,1:34.196,34,16.307
11,33,Silver Cup,"Benja Hites, Patrick Kujala",Rinaldi Racing,Ferrari 488 GT3,1:34.290,34,16.705
12,89,Pro Cup,"Petru Razvan Umbrarescu, Jules Gounon",AKKA ASP,Mercedes-AMG GT GT3 2020,1:34.103,34,17.381
13,99,Silver Cup,"Alex Aka, Dennis Marschall",Attempto Racing,Audi R8 LMS GT3,1:34.500,34,17.658
14,90,Silver Cup,"Rik Breukers, Ezequiel Perez Companc",Madpanda Motorsport,Mercedes-AMG GT3,1:34.856,34,19.746
15,27,Pro Cup,"Finlay Hutchison, Markus Winkelhock",Sainteloc Racing,Audi R8 LMS GT3,1:34.280,34,20.278
16,40,Silver Cup,"Jordan Love, Lance-David Arnold",SPS automotive performance,Mercedes-AMG GT3,1:34.274,34,20.658
17,108,Pro Cup,"Nelson Panciatici, Stephane Richelmi",CMR,Bentley Continental GT3,1:34.517,34,21.801
18,77,Pro-Am Cup,"Miguel Ramos, Henrique Chaves",Barwell Motorsport,Lamborghini Huracan GT3 Evo,1:34.647,34,26.905
19,93,Silver Cup,"Giorgio Roda, Chris Froggatt",SKY - Tempesta Racing,Ferrari 488 GT3,1:34.311,34,27.426
20,222,Pro Cup,"Julien Apotheloz, Klaus Bachler",Team Allied Racing,Porsche 911 GT3-R (991.II),1:35.221,34,29.149
21,188,Pro-Am Cup,"Alexander West, Jonny Adam",Garage 59,Aston Martin Vantage AMR GT3,1:34.731,34,32.152
22,38,Pro Cup,"Oliver Wilkinson, Ben Barnicoat",Jota,McLaren 720S GT3,1:33.898,34,51.773
23,30,Pro Cup,"Benjamin Goethe, Kelvin van der Linde",Team WRT,Audi R8 LMS GT3,1:33.698,33,-1:20.366
24,20,Pro-Am Cup,"Valentin Pierburg, Dominik Baumann",SPS automotive performance,Mercedes-AMG GT3,1:33.873,33,28.149
25,52,Pro-Am Cup,"Louis Machiels, Andrea Bertolini",AF Corse,Ferrari 488 GT3,1:34.725,33,31.507
26,31,Silver Cup,"Frank Bird, Ryuichiro Tomita",Team WRT,Audi R8 LMS GT3,1:34.463,25,-13:43.709
NC,159,Silver Cup,"Tuomas Tujula, Nicolai Kjaergaard",Garage 59,Aston Martin Vantage AMR GT3,1:34.589,20,-24:28.449
NC,107,Silver Cup,"Ulysse De Pauw, Pierre Alexandre Jean",CMR,Bentley Continental GT3,1:34.883,19,-26:09.461
NC,66,Pro Cup,"Fabien Lavergne, Christopher Mies",Attempto Racing,Audi R8 LMS GT3,1:36.500,4,-51:36.024
NC,54,Pro Cup,"Adrien De Leener, Christian Engelhart",Dinamic Motorsport,Porsche 911 GT3-R (991.II),,,
