Pos,Car #,Class,Drivers,Team,Car,Time,Laps,Gap
1,6,Pro Cup,"Luca Stolz, Maro Engel",Mercedes-AMG Team Toksport WRT,Mercedes-AMG GT3,1:33.188,36,
2,25,Pro Cup,"Leo Roussel, Christopher Haase",Sainteloc Racing,Audi R8 LMS GT3,1:33.704,36,8.840
3,88,Pro Cup,"Timur Boguslavskiy, Raffaele Marciello",AKKA ASP,Mercedes-AMG GT3,1:32.649,36,10.825
4,99,Silver Cup,"Dennis Marschall, Alex Aka",Attempto Racing,Audi R8 LMS GT3,1:33.541,36,17.700
5,89,Pro Cup,"Petru Razvan Umbrarescu, Jules Gounon",AKKA ASP,Mercedes-AMG GT GT3 2020,1:33.409,36,18.859
6,163,Pro Cup,"Norbert Siedler, Albert Costa",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:33.519,36,19.541
7,108,Pro Cup,"Stephane Richelmi, Nelson Panciatici",CMR,Bentley Continental GT3,1:33.687,36,21.876
8,66,Pro Cup,"Kikko Galbiati, Mattia Drudi",Attempto Racing,Audi R8 LMS GT3,1:33.952,36,22.576
9,114,Silver Cup,"Konsta Lappalainen, Arthur Rougier",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:33.887,36,23.090
10,87,Silver Cup,"Konstantin Tereschenko, Jim Pla",AKKA ASP,Mercedes-AMG GT3,1:33.420,36,23.531
11,222,Pro Cup,"Julien Apotheloz, Klaus Bachler",Team Allied Racing,Porsche 911 GT3-R (991.II),1:33.803,36,26.229
12,54,Pro Cup,"Adrien De Leener, Christian Engelhart",Dinamic Motorsport,Porsche 911 GT3-R (991.II),1:33.151,36,26.558
13,26,Pro Cup,"Aurelien Panis, Markus Winkelhock",Sainteloc Racing,Audi R8 LMS GT3,1:33.933,36,28.231
14,31,Silver Cup,"Frank Bird, Ryuichiro Tomita",Team WRT,Audi R8 LMS GT3,1:33.782,36,28.505
15,93,Silver Cup,"Chris Froggatt, Edward Cheever",SKY - Tempesta Racing,Ferrari 488 GT3,1:33.746,36,34.338
16,32,Pro Cup,"Charles Weerts, Dries Vanthoor",Team WRT,Audi R8 LMS GT3,1:33.458,36,38.510
17,14,Silver Cup,"Ricardo Feller, Alex Fontana",Emil Frey Racing,Lamborghini Huracan GT3 Evo,1:33.229,36,40.614
18,30,Pro Cup,"Benjamin Goethe, Robin Frijns",Team WRT,Audi R8 LMS GT3,1:33.348,36,47.994
19,52,Pro-Am Cup,"Louis Machiels, Andrea Bertolini",AF Corse,Ferrari 488 GT3,1:34.358,36,53.954
20,77,Pro-Am Cup,"Miguel Ramos, Henrique Chaves",Barwell Motorsport,Lamborghini Huracan GT3 Evo,1:33.511,36,54.450
21,20,Pro-Am Cup,"Valentin Pierburg, Dominik Baumann",SPS automotive performance,Mercedes-AMG GT3,1:33.598,36,1:25.070
22,38,Pro Cup,"Ben Barnicoat, Oliver Wilkinson",Jota,McLaren 720S GT3,1:33.205,28,-11:10.154
NC,159,Silver Cup,"Tuomas Tujula, Nicolai Kjaergaard",Garage 59,Aston Martin Vantage AMR GT3,1:35.148,8,-45:08.270
NC,107,Silver Cup,"Ulysse De Pauw, Pierre Alexandre Jean",CMR,Bentley Continental GT3,1:34.745,10,-37:59.832
NC,90,Silver Cup,"Ezequiel Perez Companc, Rik Breukers",Madpanda Motorsport,Mercedes-AMG GT3,,1,-58:31.579
NC,7,Silver Cup,"Oscar Tunjo, Juuso Puhakka",Toksport WRT,Mercedes-AMG GT3,,1,-57:46.986
NC,188,Pro-Am Cup,"Alexander West, Jonny Adam",Garage 59,Aston Martin Vantage AMR GT3,,,
